Province/Territory,Program Stream,Employer ,Address ,Occupation ,Incorporate Status,Approved LMIAs,Approved Positions
Nova Scotia,    High Wage,3287893 Nova Scotia Limited,"HALIFAX, NS B3J 0J1",1311-Accounting technicians and bookkeepers,Unknown,1,1
Nova Scotia,    High Wage,3311051 Nova Scotia Ltd.,"HALIFAX, NS B3J 2G7",1121-Human resources professionals,Unknown,1,1
Nova Scotia,    High Wage,3316491 Nova Scotia Limited,"Halifax, NS B3J 1Z4",1221-Administrative officers,Unknown,1,1
Nova Scotia,    High Wage,4344953 NOVA SCOTIA LIMITED,"Hammonds Plains, NS B4B 0A6",1241-Administrative assistants,Unknown,1,1
Nova Scotia,    High Wage,Adda Indian Eatery INC.,"Halifax, NS B3J 3M7",0631-Restaurant and food service managers,Unknown,1,1
Nova Scotia,    High Wage,Amherst Pizza & Donair,"Amherst, NS B4X 2H2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Nova Scotia,    High Wage,ATLANTIC GATEWAY NETWORK INC.,"HALIFAX, NS B3M 0P1",5122-Editors,Unknown,1,2
Nova Scotia,    High Wage,Axis Specialty Canada Services ULC,"Halifax, NS B3J 0E8",2173-Software engineers and designers,Corporation,1,1
Nova Scotia,    High Wage,Beaver Creek Winnery Limited,"Lawrencetown, NS B0S 1M0",1311-Accounting technicians and bookkeepers,Unknown,1,1
Nova Scotia,    High Wage,Bluewater Recycling Inc,"Bedford, NS B4B 1G8",1524-Purchasing and inventory control workers,Unknown,1,1
Nova Scotia,    High Wage,Butterfield Support Services (Halifax) Limited,"Halifax, NS B3J 3M8",2171-Information systems analysts and consultants,Corporation,1,1
Nova Scotia,    High Wage,Captain Atlantic International Trade Co. Ltd.,"Shag Harbour,, NS B0W 3B0","7305-Supervisors, motor transport and other ground transit operators",Unknown,1,1
Nova Scotia,    High Wage,CHAPMAN AUTO BODY LTD.,"HALIFAX, NS B3K 4C2",7322-Motor vehicle body repairers,Unknown,2,4
Nova Scotia,    High Wage,Comfort Orthotics & Podiatry Clinic Inc.,"Bedford, NS B4A 3Y4",3125-Other professional occupations in health diagnosing and treating,Unknown,1,1
Nova Scotia,    High Wage,Darim Masonry LTD,"Bedford, NS B4A 2T6",7281-Bricklayers,Unknown,1,3
Nova Scotia,    High Wage,DOCMATION CANADA ULC,"Halifax, NS B3M 2L8",1121-Human resources professionals,Unknown,1,1
Nova Scotia,    High Wage,Elements Metal Roof,"WILLIAMSWOOD, NS B3V 1N9",7291-Roofers and shinglers,Unknown,1,1
Nova Scotia,    High Wage,Fares & Co. Development Inc.,"Dartmouth, NS B2Y 0B4","7204-Contractors and supervisors, carpentry trades",Unknown,1,1
Nova Scotia,    High Wage,Fares & Co. Development Inc.,"Dartmouth, NS B2Y 0B4",7271-Carpenters,Unknown,2,12
Nova Scotia,    High Wage,Fares & Co. Development Inc.,"Dartmouth, NS B2Y 0B4",7371-Crane operators,Unknown,1,1
Nova Scotia,    High Wage,Halifax Tower Hotel Ltd.,"Halifax, NS B3S 1A2",6525-Hotel front desk clerks,Unknown,1,2
Nova Scotia,    High Wage,Hold Settlement Service Ltd.,"Halifax, NS B3N 2C4",1241-Administrative assistants,Unknown,1,1
Nova Scotia,    High Wage,Independent Fisheries Limited,"Sable River, NS B0T 1V0","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Nova Scotia,    High Wage,Innovasea Marine Systems Canada Inc.,"Bedford, NS B4B 0L9",0823-Managers in aquaculture,Unknown,1,1
Nova Scotia,    High Wage,Installed Glazing Ltd,"Elmsdale, NS B2S 1A4",7292-Glaziers,Unknown,1,4
Nova Scotia,    High Wage,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",0911-Manufacturing managers,Unknown,2,2
Nova Scotia,    High Wage,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1122-Professional occupations in business management consulting,Unknown,2,2
Nova Scotia,    High Wage,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",7242-Industrial electricians,Unknown,1,3
Nova Scotia,    High Wage,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",7294-Painters and decorators (except interior decorators),Unknown,1,4
Nova Scotia,    High Wage,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7","9536-Industrial painters, coaters and metal finishing process operators",Unknown,1,3
Nova Scotia,    High Wage,Keltic Motors (1978) Limited,"Antigonish, NS B2G 2N8",0621-Retail and wholesale trade managers,Unknown,1,1
Nova Scotia,    High Wage,Kind Edu Limited,"BEDFORD, NS B4B 2E6",1241-Administrative assistants,Unknown,1,1
Nova Scotia,    High Wage,LA CIE MATÉRIAUX DE CONSTRUCTION BP CANADA,"Halifax, NS B3J  0J",7311-Construction millwrights and industrial mechanics,Corporation,1,1
Nova Scotia,    High Wage,NORTHSTAR TRANSPORT INC,"Dartmouth, NS B3B 1W2","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Nova Scotia,    High Wage,NORTHSTAR TRANSPORT INC,"Dartmouth, NS B3B 1W2",1221-Administrative officers,Unknown,1,2
Nova Scotia,    High Wage,P&R IMMIGRATION & RECRUITMENT (NS) INC.,"Dartmouth, NS B3A 4S5",1221-Administrative officers,Unknown,1,1
Nova Scotia,    High Wage,Quality Blasting & Coating Limited,"Dartmouth, NS B2Y 4W6","9536-Industrial painters, coaters and metal finishing process operators",Unknown,1,10
Nova Scotia,    High Wage,Ravina Transport Inc.,"Dartmouth, NS B3B 1L7",1221-Administrative officers,Unknown,1,1
Nova Scotia,    High Wage,Smile House Lab Inc.,"Truro, NS B2N 5A5","3223-Dental technologists, technicians and laboratory assistants",Unknown,2,2
Nova Scotia,    High Wage,Sobeys Capital Incorporée,"Stellarton, NS B0K 1S0",6222-Retail and wholesale buyers,Unknown,1,1
Nova Scotia,    High Wage,Sobeys Capital Incorporée,"Stellarton, NS B0K 1S0",7511-Transport truck drivers,Unknown,1,6
Nova Scotia,    High Wage,SOI Trade Inc.,"Bedford, NS B4A 1Z6",7271-Carpenters,Unknown,1,1
Nova Scotia,    High Wage,VCAN Invesments Inc.,"BEDFORD, NS B4A 1E6",1241-Administrative assistants,Unknown,1,1
Nova Scotia,    High Wage,Verschuren Centre,"Sydney, NS B1M 1A2",2112-Chemists,Non-Profit Organization,1,1
Nova Scotia,   Low Wage,3024965 Nova Scotia Ltd,"Greenfield, NS B0T 1E0",6211-Retail sales supervisors,Unknown,1,1
Nova Scotia,   Low Wage,3099794 Nova Scotia Ltd.,"Enfield, NS B2T 1C8",6731-Light duty cleaners,Unknown,1,2
Nova Scotia,   Low Wage,3104568 Nova Scotia Limited,"L'Ardoise, NS B0E 1W0",9463-Fish and seafood plant workers,Unknown,1,10
Nova Scotia,   Low Wage,3211412 Nova Scotia Limited,"Millbrook, NS B6L 1W1",6211-Retail sales supervisors,Unknown,1,1
Nova Scotia,   Low Wage,3286710 Nova Scotia Limited,"Chester, NS B0J 1J0",6311-Food service supervisors,Unknown,1,1
Nova Scotia,   Low Wage,3287893 Nova Scotia Limited,"HALIFAX, NS B3J 0J1",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,3296210 NOVA SCOTIA LIMITED,"TIMBERLEA, NS B3T 0J1",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,3317019 Nova Scotia limited,"Bridgewater, NS B4V 3T2",0631-Restaurant and food service managers,Unknown,1,1
Nova Scotia,   Low Wage,3317386 Nova Scotia Limited,"Truro, NS B2N 5B6",6322-Cooks,Unknown,2,3
Nova Scotia,   Low Wage,3317386 Nova Scotia Limited,"Truro, NS B2N 5B6",6731-Light duty cleaners,Unknown,1,1
Nova Scotia,   Low Wage,3319720 Nova Scotia Limited,"Sydney, NS B1S 1C6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Nova Scotia,   Low Wage,3320715NS LTD,"dartmouth, NS B2Y 2N7",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,3322016 Nova Scotia limited,"Bridgewater, NS B4V 1A9",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,3323091 Nova Scotia Ltd.,"Truro, NS B2N 4Z6",6731-Light duty cleaners,Unknown,1,5
Nova Scotia,   Low Wage,3324671 Nova Scotia Limited,"Bedford, NS B4A 0C9",6322-Cooks,Unknown,1,2
Nova Scotia,   Low Wage,3327191 Nova Scotia Limited,"Upper Tantallon, NS B3Z 1E2",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,3330035 Nova Scotia limited.,"Stellarton, NS B0K 1S0",1311-Accounting technicians and bookkeepers,Unknown,1,1
Nova Scotia,   Low Wage,3330035 Nova Scotia limited.,"Stellarton, NS B0K 1S0",6211-Retail sales supervisors,Unknown,1,2
Nova Scotia,   Low Wage,3331445 Nova Scotia Limited,"Halifax, NS B3M 3W8",6311-Food service supervisors,Unknown,1,1
Nova Scotia,   Low Wage,3332859 Nova Scotia Limited,"Bridgewater, NS B4V 1V8",6311-Food service supervisors,Unknown,1,1
Nova Scotia,   Low Wage,3334892 NOVA SCOTIA LIMITED,"BEDFORD, NS B4B 2E6",6311-Food service supervisors,Unknown,1,1
Nova Scotia,   Low Wage,3334989 NOVA SCOTIA LIMITED,"Lower Sackville, NS B4C 2S8",0631-Restaurant and food service managers,Unknown,1,1
Nova Scotia,   Low Wage,3334989 NOVA SCOTIA LIMITED,"Lower Sackville, NS B4C 2S8",6322-Cooks,Unknown,1,2
Nova Scotia,   Low Wage,3341007 Nova Scotia Limited,"Halifax, NS B3N 2S7",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,4344953 NOVA SCOTIA LIMITED,"Hammonds Plains, NS B4B 0A6",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,A and N Pizzeria Incorporated,"New Minas, NS B4N 3E9",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,A. AucoinBakery Ltd,"Cheticamp, NS B0E 1H0",6211-Retail sales supervisors,Unknown,1,1
Nova Scotia,   Low Wage,Able Infrastructure Inc,"Dartmouth, NS B3B 1N6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Nova Scotia,   Low Wage,Adcor Marketing Limited,"yarmouth, NS B5A 2T6",6311-Food service supervisors,Unknown,2,2
Nova Scotia,   Low Wage,ANDO SALON & LASER LTD.,"Halifax, NS B3M 3Y7",6316-Other services supervisors,Unknown,1,1
Nova Scotia,   Low Wage,ANDO SALON & LASER LTD.,"Halifax, NS B3M 3Y7",6341-Hairstylists and barbers,Unknown,1,1
Nova Scotia,   Low Wage,Aquashell Holdings Company,"Wallace, NS B0K 1Y0",9463-Fish and seafood plant workers,Unknown,2,54
Nova Scotia,   Low Wage,Arjenam foods ltd.,"Digby, NS B0V 1A0",6311-Food service supervisors,Unknown,3,4
Nova Scotia,   Low Wage,Arjenam foods ltd.,"Digby, NS B0V 1A0","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,2,8
Nova Scotia,   Low Wage,Atlantic Oriental Wholesale (AOW) Incorporated.,"Upper Port la Tour, NS B0W 3N0",9463-Fish and seafood plant workers,Unknown,1,3
Nova Scotia,   Low Wage,ATLANTIC QUALITY PAINTING AND MAINTENANCE SERVICES LTD.,"Halifax, NS B3T 1H1",6315-Cleaning supervisors,Unknown,1,1
Nova Scotia,   Low Wage,Birch Street Seafoods Ltd.,"Digby, NS B0V 1A0",9463-Fish and seafood plant workers,Unknown,1,2
Nova Scotia,   Low Wage,BOMBAY BISTRO PIZZA & RESTAURANT,"HALIFAX, NS B3M 0N7",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,Brass Rail Family Restaurant Limited,"Cole Harbour, NS B2V 1E7",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,Caissieco Enterprises,"Cole Harbour, NS B2W 6E4",6211-Retail sales supervisors,Unknown,1,1
Nova Scotia,   Low Wage,Captain Atlantic International Trade Co. Ltd.,"Shag Harbour,, NS B0W 3B0",9463-Fish and seafood plant workers,Unknown,1,6
Nova Scotia,   Low Wage,Care and Fun Childcare limited,"Halifax, NS B3M 3V3",4214-Early childhood educators and assistants,Unknown,1,1
Nova Scotia,   Low Wage,D2D Restaurant Inc,"Truro, NS B2N 1G7",6311-Food service supervisors,Unknown,1,1
Nova Scotia,   Low Wage,Dartmouth Crossing Hotel II Limited Partnership,"Dartmouth, NS B3B 0N4",6731-Light duty cleaners,Unknown,1,8
Nova Scotia,   Low Wage,DC Ventures Inc.,"Dartmouth, NS B2W 3E6",6311-Food service supervisors,Unknown,3,5
Nova Scotia,   Low Wage,Deep Cove Aqua Farms Limited,"Blandford, NS B0J 1T0",9618-Labourers in fish and seafood processing,Unknown,1,6
Nova Scotia,   Low Wage,Dexter Construction Company Ltd.,"Bedford, NS B4A 3Z2",7611-Construction trades helpers and labourers,Unknown,1,30
Nova Scotia,   Low Wage,DL McQuaid Holdings Amherst Inc.,"Amherst, NS B4H 4H5",6311-Food service supervisors,Unknown,1,1
Nova Scotia,   Low Wage,DL McQuaid Holdings Amherst Inc.,"Amherst, NS B4H 4H5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,2,2
Nova Scotia,   Low Wage,Down East Hospitality Incorporated,"Dartmouth, NS B2Y 1N7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,10
Nova Scotia,   Low Wage,DRIFT RESTAURANT GROUP LIMITED PARTNERSHIP,"Halifax, NS B3J 1S5",6322-Cooks,Unknown,1,8
Nova Scotia,   Low Wage,Elmer's & Casablanca Restaurant Limited,"Wolfville, NS B4P 2N5",6322-Cooks,Unknown,1,3
Nova Scotia,   Low Wage,Famolex Integrated Consult Limited,"Halifax, NS B3P 1S9",6421-Retail salespersons,Unknown,1,2
Nova Scotia,   Low Wage,Fisherman's Market International Incorporated,"Halifax, NS B3M 2L6",9618-Labourers in fish and seafood processing,Unknown,1,5
Nova Scotia,   Low Wage,Fishermen's Premium Atlantic Lobster Inc.,"North East Point, NS B0W 2P0",9618-Labourers in fish and seafood processing,Unknown,1,3
Nova Scotia,   Low Wage,G.B.J. FOOD SERVICES LIMITED,"New Glasgow, NS B2H 2J8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Nova Scotia,   Low Wage,GOGA ATLANTIC INC,"STEWIACKE, NS B0N 2J0",6311-Food service supervisors,Unknown,1,1
Nova Scotia,   Low Wage,GOGA ATLANTIC INC,"STEWIACKE, NS B0N 2J0",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,Gordon Food Service,"Amherst, NS B4H 4R5",7452-Material handlers,Unknown,1,15
Nova Scotia,   Low Wage,Grace Murray Inc,"Bridgewater, NS B4V 7P4",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,Halifax Tower Hotel Ltd.,"Halifax, NS B3S 1A2",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,Hotel N.S. Ownership Limited Partnership,"Halifax, NS B3H 2P6",6315-Cleaning supervisors,Unknown,1,1
Nova Scotia,   Low Wage,Independent Fisheries Limited,"Sable River, NS B0T 1V0",9618-Labourers in fish and seafood processing,Unknown,1,10
Nova Scotia,   Low Wage,J.M.P Sayles Holdings Inc.,"Windsor, NS B0N 2T0",6311-Food service supervisors,Unknown,2,8
Nova Scotia,   Low Wage,J.M.P Sayles Holdings Inc.,"Windsor, NS B0N 2T0","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,3,12
Nova Scotia,   Low Wage,Jamco Hospitality Inc,"Dartmouth, NS B2X 3T9",6311-Food service supervisors,Unknown,1,1
Nova Scotia,   Low Wage,Jessy'sPizza Original Ltd,"Lower Sackville, NS P4C 2N1",6322-Cooks,Unknown,1,1
Nova Scotia,   Low Wage,Jessy'sPizza Original Ltd,"Lower Sackville, NS P4C 2N1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Nova Scotia,   Low Wage,JK Crawlers Inc.,"Middle West Pubnico, NS B0W 2M0",9618-Labourers in fish and seafood processing,Unknown,1,2
Nova Scotia,   Low Wage,JRM 277 Investments Ltd.,"Bible Hill, NS B2N 4G7",6311-Food service supervisors,Unknown,3,5
Nova Scotia,   Low Wage,K & S Builders Limited,"Grafton, NS B0P 1V0",7611-Construction trades helpers and labourers,Unknown,1,3
