Province/Territory,"Program Stream","Employer ","Address ","Occupation ","Incorporate Status","Requested LMIAs","Requested Positions"
Ontario,"   Low Wage","1654187 ONTARIO INC.","TRENTON, ON K8V 5P6","1221-Administrative officers",Unknown,1,1
Ontario,"   Low Wage","1654187 ONTARIO INC.","TRENTON, ON K8V 5P6","1311-Accounting technicians and bookkeepers",Unknown,1,1
Ontario,"   Low Wage","2133807 Ontario Inc.","Brampton, ON L6P 2K7","6341-Hairstylists and barbers",Unknown,1,1
Ontario,"   Low Wage","2171187 Ontario Inc","Rosseau, ON P0C 1J0","0631-Restaurant and food service managers",Unknown,1,1
Ontario,"   Low Wage","2243600 Ontario inc","mississauga, ON L5M 5X5",6322-Cooks,Unknown,1,1
Ontario,"   Low Wage","2365479 ONTARIO LTD.","Toronto, ON M9N 2T8","6311-Food service supervisors",Unknown,1,1
Ontario,"   Low Wage","2412115 Ontario Inc.","BRAMPTON, ON L6T 1A7","7535-Other automotive mechanical installers and servicers",Unknown,1,1
Ontario,"   Low Wage","2464553 Ontario Inc  ( Bunman)","mississauga, ON L4X 2J4",6332-Bakers,Unknown,1,1
Ontario,"   Low Wage","2504983 Ontario Inc OA  Subway Sandwich","Sioux Lookout, ON P8T 1B8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Ontario,"   Low Wage","2520078 ONTARIO INC .","Brampton, ON L6T 5A2","1311-Accounting technicians and bookkeepers",Unknown,1,1
Ontario,"   Low Wage","2615669 ONTARIO INC","ST CATHERINE, ON L2P 1N5","6211-Retail sales supervisors",Unknown,1,1
Ontario,"   Low Wage","2664483 Ontario Inc.","Ancaster, ON L9G 1N1",6322-Cooks,Unknown,1,1
Ontario,"   Low Wage","2675464 ONTARIO INC","Woodbridge, ON L4L 8B5","1241-Administrative assistants",Unknown,1,1
Ontario,"   Low Wage","2757593 ONTARIO INC.","WASAGA BEACH, ON L9Z 2C5",6322-Cooks,Unknown,1,1
Ontario,"   Low Wage","2773517 Ontario Inc.","Toronto, ON M6J 1E3",6611-Cashiers,Unknown,1,1
Ontario,"   Low Wage","2773517 Ontario Inc.","Toronto, ON M6J 1E3","6622-Store shelf stockers, clerks and order fillers",Unknown,1,1
Ontario,"   Low Wage","5006390 Ontario Ltd","Stratford, ON N5A 1J4","1221-Administrative officers",Unknown,1,1
Ontario,"   Low Wage","7270411 Canada Inc","Ottawa, ON K1S 3Y2",6332-Bakers,Unknown,1,1
Ontario,"   Low Wage","AIA INSURANCE BROKERS LTD.","Vaughan, ON L4L 1T9","1221-Administrative officers",Unknown,1,1
Ontario,"   Low Wage","Demo For Your Reno Inc.","Toronto, ON M9A 1B2","7611-Construction trades helpers and labourers",Unknown,1,1
Ontario,"   Low Wage","Farrish Crushing Inc.","Listowel, ON N4W 3G6","7521-Heavy equipment operators (except crane)",Unknown,1,1
Ontario,"   Low Wage","Ganlaksmi Investment Corporation","Toronto, ON M9V 4B4","6313-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
Ontario,"   Low Wage","langdon retirement villa incorporated","woodstock, ON N4V 1A6","3413-Nurse aides, orderlies and patient service associates",Unknown,1,2
Ontario,"   Low Wage","London Waldorf School","London, ON N6G 1A5","4032-Elementary school and kindergarten teachers",Unknown,1,1
Ontario,"   Low Wage","MATRIX FURNITURE GROUP INC.","Toronto, ON M9W 4X3","6211-Retail sales supervisors",Unknown,1,1
Ontario,"   Low Wage","MTE Consultants Inc.","Kitchener, ON N2B 3X9","2254-Land survey technologists and technicians",Corporation,1,1
Ontario,"   Low Wage","NORTHSTAR CONSULTING INC.","Sault Ste. Marie, ON P6B 1Y2","1221-Administrative officers",Unknown,1,1
Ontario,"   Low Wage","OMNI KITCHEN AND BATH STUDIO Inc.","Brampton, ON L6R 1M4",7272-Cabinetmakers,Unknown,1,1
Ontario,"   Low Wage","P & G Truck & Trailer Repair Inc","Mississauga, ON L5T 2C1","7612-Other trades helpers and labourers",Unknown,1,1
Ontario,"   Low Wage","Pinehill Church of Christ","Sault Ste Marie, ON P6B 1N4","4154-Professional occupations in religion",Unknown,1,1
Ontario,"   Low Wage","PK Chem Industries Ltd.","Mississauga, ON L5S 1J6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Ontario,"   Low Wage","Rehoboth Chaffing World Rental $ Catering Services Inc","Oshawa, ON L1L 0G4",6322-Cooks,Unknown,1,2
Ontario,"   Low Wage","Soul Restaurants Canada Inc","Toronto, ON M2N 6K1","6311-Food service supervisors",Unknown,1,1
Ontario,"   Low Wage","Sure Track Courier Ltd.","Concord, ON L4K 5B5","7511-Transport truck drivers",Unknown,1,4
Ontario,"   Low Wage","Tirthankar Limited","toronto, ON M4G 3V1","7514-Delivery and courier service drivers",Unknown,1,1
Ontario,"   Low Wage","Trebastien Inc","st catharines, ON L2R 2N3",6322-Cooks,Unknown,1,1
Ontario,"   Low Wage","Trump Transport Inc.","Brampton, ON L6T 0H7","7302-Contractors and supervisors, heavy equipment operator crews",Unknown,2,2
Ontario,"   Low Wage","Wing Hing Lung Limited","Toronto, ON M8Z 5E9","9617-Labourers in food, beverage and associated products processing",Unknown,1,1
Ontario,"   Low Wage","Zigma Internet Marketing Inc.","Thornhill, ON L4J 1V9","5241-Graphic designers and illustrators",Unknown,1,1
Ontario,"  Primary Agriculture","11666622 Canada Inc.","Mississauga, ON L5W 0H7","8431-General farm workers",Unknown,1,5
Ontario,"  Primary Agriculture","609968 Ontario Limited","Wainfleet, ON L0S 1V0","8431-General farm workers",Unknown,1,2
Ontario,"  Primary Agriculture","Golden Acre Farms Inc.","Kingsville, ON N9Y 2E4","8431-General farm workers",Unknown,1,51
Manitoba,"    High Wage","10016472 Manitoba Ltd.","Winnipeg, MB R2P 2Y9","1221-Administrative officers",Unknown,1,1
Manitoba,"    High Wage","7553669 Manitoba Inc.","Winnipeg, MB R3M 2L6","1311-Accounting technicians and bookkeepers",Unknown,1,1
Manitoba,"    High Wage","Brar Brothers Transport Ltd.","Winnipeg, MB R2X 2Y1","7511-Transport truck drivers",Unknown,1,5
Manitoba,"    High Wage","Mahant Krupa Inc.","Minnedosa, MB R0J 1E0","6312-Executive housekeepers",Unknown,1,2
Manitoba,"    High Wage","NEO SHOP INC.","Winnipeg, MB R3C 0J7","6211-Retail sales supervisors",Unknown,1,1
Manitoba,"    High Wage","Providence University College and Theological Seminary","Otterburne, MB R0A 1G0","4011-University professors and lecturers",Unknown,1,1
Manitoba,"    High Wage","Quantum Utilities Ltd.","Winnipeg, MB R2R 1V6","7245-Telecommunications line and cable workers",Unknown,1,1
Manitoba,"    High Wage","Ran-Pasat Services INC","Winnipeg, MB R3E 0M4","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Manitoba,"    High Wage","Trip Laureate Limited","Winnipeg, MB R2G 2T7","1221-Administrative officers",Unknown,1,1
Manitoba,"    High Wage","XCHANGE TRANSPORTATION SYTEM INC.","Winnipeg, MB R2R 1V4","7511-Transport truck drivers",Unknown,1,3
Manitoba,"   Low Wage","10029888 Manitoiba Inc","Winnipeg, MB R3W 0A5","6311-Food service supervisors",Unknown,1,2
Manitoba,"   Low Wage","10029888 Manitoiba Inc","Winnipeg, MB R3W 0A5",6322-Cooks,Unknown,1,2
Manitoba,"   Low Wage","10040233 Manitoba Ltd.","Winnipeg, MB R2R 2V1","6311-Food service supervisors",Unknown,1,1
Manitoba,"   Low Wage","Andreanne Designs Inc","Winnipeg, MB R3L 0R6","9446-Industrial sewing machine operators",Unknown,1,1
Manitoba,"   Low Wage","Cool Lemon LTD","Winnipeg, MB R3J 3W6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Manitoba,"   Low Wage","Elite Oil Inc.","Sunnyside, MB R5R 0J4","1524-Purchasing and inventory control workers",Unknown,1,1
Manitoba,"   Low Wage","Pro-Care Health Services LTD","Winnipeg, MB R3C 1H9","3413-Nurse aides, orderlies and patient service associates",Unknown,2,7
Manitoba,"   Low Wage","Steinbach Pizza Ltd","Steinbach, MB R5G 1T6",6322-Cooks,Unknown,1,3
Manitoba,"  Primary Agriculture","Pennwood Dairy Inc.","STEINBACH, MB R5G 1L9","8431-General farm workers",Unknown,1,1
Saskatchewan,"   Low Wage","102118366 SASKATCHEWAN LTD.","Fillmore, SK S0G 1N0",6322-Cooks,Unknown,1,1
Saskatchewan,"   Low Wage","Brigadier Equities Ltd.","Meadow Lake, SK S9X 1Y8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Saskatchewan,"   Low Wage","Dr. Rick Jaggi Medical Prof. Corp.","SASKATOON, SK S7K 2J1","3219-Other medical technologists and technicians (except dental health)",Unknown,1,1
Saskatchewan,"   Low Wage","F.P. Bourgault Tillage Tools Ltd.","St. Brieux, SK S0K 3V0","9614-Labourers in wood, pulp and paper processing",Unknown,1,1
Saskatchewan,"   Low Wage","Foam Lake Dollar Store Limited","Foam Lake, SK S0A 1A0","6211-Retail sales supervisors",Unknown,1,1
Saskatchewan,"   Low Wage","H. K. CHOI HOLDINGS LTD.","Kamsack, SK S0A 1S0","6211-Retail sales supervisors",Unknown,1,1
Saskatchewan,"   Low Wage","Hanmam Enterprises Ltd.","Moose Jaw, SK S6J 1L4","6315-Cleaning supervisors",Unknown,1,2
Saskatchewan,"   Low Wage","R & D DRYWALL INC.","SASKATOON, SK S7K 5H1","7294-Painters and decorators (except interior decorators)",Unknown,1,1
Alberta,"    High Wage","1515134 Alberta Ltd.","Calgary, AB T2E 2M7","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,"    High Wage","1756888 ALBERTA LTD","Calgary, AB T3J 0W2",1525-Dispatchers,Unknown,1,1
Alberta,"    High Wage","2022492 Alberta Inc","Edmonton, AB T6T 0R6",1525-Dispatchers,Unknown,1,1
Alberta,"    High Wage","2040242 Alberta Inc.","St Albert, AB T8N 7A5","1241-Administrative assistants",Unknown,1,1
Alberta,"    High Wage","2121503 Alberta Inc.","Calgary, AB T2H 2K6","1241-Administrative assistants",Unknown,1,1
Alberta,"    High Wage","2163714 ALBERTA LTD","Pincher Creek, AB T0K 1W0","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"    High Wage","2231220 Alberta Ltd. O/A Two Hills Foods","Two Hills, AB T0B 4K0","1221-Administrative officers",Unknown,1,1
Alberta,"    High Wage","2395468 ALBERTA LTD.","Calgary, AB T3J 5H3",3114-Veterinarians,Unknown,1,2
Alberta,"    High Wage","BANA'S TRUCKING LTD.","EDMONTON, AB T5C 2L8","7511-Transport truck drivers",Unknown,1,2
Alberta,"    High Wage","Bufalus Transport LTD","Calgary, AB T3M 1N5","7511-Transport truck drivers",Unknown,1,3
Alberta,"    High Wage","Burman University","Lacombe, AB T4L 2E5","4011-University professors and lecturers",Unknown,1,1
Alberta,"    High Wage","Calgary Railings Ltd","Calgary, AB T3J 4H5","1241-Administrative assistants",Unknown,1,1
Alberta,"    High Wage","Calgary Railings Ltd","Calgary, AB T3J 4H5",7272-Cabinetmakers,Unknown,1,1
Alberta,"    High Wage","Canvita Canada Ltd.","Calgary, AB T3J 0R5","0014-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1
Alberta,"    High Wage","CHARIS COURIER INC","CALGARY, AB T3H 5Z7","1225-Purchasing agents and officers",Unknown,1,1
Alberta,"    High Wage","COUGAR LOGISTICS INC.","Calgary, AB T3J 4X5","7305-Supervisors, motor transport and other ground transit operators",Unknown,1,2
Alberta,"    High Wage","DTSA Inc.","Calgary, AB T3C 0J8","0213-Computer and information systems managers",Unknown,1,1
Alberta,"    High Wage","Elite Global Solutions Inc.","Calgary, AB T2Z 3R6","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,2
Alberta,"    High Wage","GDW Windows & Doors Inc.","Sherwood Park, AB T8A 0Z2","7441-Residential and commercial installers and servicers",Unknown,1,1
Alberta,"    High Wage","HPJ Transportation Group Inc.","CALGARY, AB T3K 3V4","7511-Transport truck drivers",Unknown,1,2
Alberta,"    High Wage","Jay's Metal Products Ltd.","Calgary, AB T2E 8S1","2234-Construction estimators",Unknown,1,2
Alberta,"    High Wage","Jay's Metal Products Ltd.","Calgary, AB T2E 8S1","7201-Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",Unknown,1,1
Alberta,"    High Wage","Jay's Metal Products Ltd.","Calgary, AB T2E 8S1","7235-Structural metal and platework fabricators and fitters",Unknown,1,2
Alberta,"    High Wage","JGN Bunty Trucking Ltd","Calgary, AB T3J 2W3","1241-Administrative assistants",Unknown,1,1
Alberta,"    High Wage","LOTUS CREATIVE SOLUTIONS LTD.","Edmonton, AB T6N 1B4","4163-Business development officers and marketing researchers and consultants",Unknown,1,1
Alberta,"    High Wage","MANN PURIA GROUP INC.","Calgary, AB T3J 0E7","1241-Administrative assistants",Unknown,1,1
Alberta,"    High Wage","MANN PURIA GROUP INC.","Calgary, AB T3J 0E7","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"    High Wage","Mark Zhang Professional Corporation","Calgary, AB T3K 5P3","1431-Accounting and related clerks",Unknown,1,1
Alberta,"    High Wage","Method Acoustic Inc.","Sherwood Park, AB T8H 0M2",7292-Glaziers,Unknown,1,1
Alberta,"    High Wage","New Generation Plastering Inc.","Edmonton, AB T5B 3T8","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,3
Alberta,"    High Wage","PB12 Bains transport ltd","Edmonton, AB T6L 3K5","7511-Transport truck drivers",Unknown,1,2
Alberta,"    High Wage","Phoenix Heli-Flight Inc.","Fort McMurray, AB T9H 0H8","2271-Air pilots, flight engineers and flying instructors",Unknown,1,2
Alberta,"    High Wage","ROVER CARRIER LIMITED","Calgary, AB T1Y 7H3","1241-Administrative assistants",Unknown,1,1
Alberta,"    High Wage","Specialized Stair & Rail Ltd","Edmonton, AB T5V 0A3",7271-Carpenters,Unknown,1,1
Alberta,"    High Wage","Swerdna Services Ltd","Edmonton, AB T6E 5R2","7522-Public works maintenance equipment operators and related workers",Unknown,1,2
Alberta,"    High Wage","TGP Trucking Ltd.","Chestermere, AB T1X 0T8","7511-Transport truck drivers",Unknown,1,4
Alberta,"    High Wage","THE INTERNATIONAL MARKETPLACE BUSINESS GROUP INC.","Calgary, AB T2C 2B3","0124-Advertising, marketing and public relations managers",Unknown,1,1
Alberta,"    High Wage","Wintrust Immigration Inc.","Edmonton, AB T5J 3R8","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,"    High Wage","Wintrust Immigration Inc.","Edmonton, AB T5J 3R8","1241-Administrative assistants",Unknown,1,1
Alberta,"   Low Wage","1326106 Alberta Ltd.","Boyle, AB T0A 0M0","6311-Food service supervisors",Unknown,1,1
Alberta,"   Low Wage","1718085 ALBERTA LTD","CALGARY, AB T3J 1T9","6311-Food service supervisors",Unknown,1,1
Alberta,"   Low Wage","1722025 ALBERTA LTD","Brooks, AB T1R 1C3","6315-Cleaning supervisors",Unknown,1,1
Alberta,"   Low Wage","1813305 AB LTD","Slave Lake, AB T0G 2A0","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,"   Low Wage","1878717 Alberta Ltd","Calgary, AB T3R 0V8","1241-Administrative assistants",Unknown,1,1
Alberta,"   Low Wage","1900358 Alberta Ltd.","Banf, AB T1L 1B4","1241-Administrative assistants",Unknown,1,1
Alberta,"   Low Wage","1900358 Alberta Ltd.","Banf, AB T1L 1B4","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"   Low Wage","1924085 Alberta Inc.","Cochrane, AB T4C 1M1","3213-Animal health technologists and veterinary technicians",Unknown,1,1
Alberta,"   Low Wage","2023366 ALBERTA LTD.","BEAUMONT, AB T4X 1V8","4214-Early childhood educators and assistants",Unknown,1,3
Alberta,"   Low Wage","2047433 Alberta Ltd. o/a Triple S Noodle Bar","Fort McMurray, AB T9K 1S6","6513-Food and beverage servers",Unknown,1,2
Alberta,"   Low Wage","2085533 Alberta Ltd.","Edmonton, AB T5C 2L2",6321-Chefs,Unknown,1,1
Alberta,"   Low Wage","2103856 Alberta Ltd.","St. Albert, AB T8N 7C8","6513-Food and beverage servers",Unknown,1,1
Alberta,"   Low Wage","2255447 Alberta Ltd","Edmonton, AB T5T 3T9","1241-Administrative assistants",Unknown,1,1
Alberta,"   Low Wage","2277361 Alberta Inc.","LEDUC, AB T9E 0C4","6311-Food service supervisors",Unknown,1,1
Alberta,"   Low Wage","3G & C Ltd","Slave Lake, AB T0G 2A0","6311-Food service supervisors",Unknown,1,2
Alberta,"   Low Wage","672854 Alberta LTD","Calgary, AB T2W 5V3","6563-Pet groomers and animal care workers",Unknown,1,1
Alberta,"   Low Wage","Alpine Village (1986) LTD","Jasper, AB T0E 1E0","0632-Accommodation service managers",Unknown,1,1
Alberta,"   Low Wage","Ayesha's Kitchen Inc","Edmonton, AB T6J 4R6","6513-Food and beverage servers",Unknown,1,1
Alberta,"   Low Wage","Can Pak Ltd","Red Deer, AB T4R 2L4","1311-Accounting technicians and bookkeepers",Unknown,1,1
