Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT demandes","Postes demandes"
Québec,"   Bas salaire","Auberge Forteresse de la Rive","Disraeli, QC G0N  1E","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Corporation,1,2
Québec,"   Bas salaire","B.M.S Auto inc","Montréal, QC H1G  4Y","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Partenariat,1,1
Québec,"   Bas salaire","Le Béninois Inc.","DISRAELI, QC G0N 1E0",6322-Cuisiniers,Corporation,1,1
Québec,"   Bas salaire","Les Services Entretien Myra Inc/Myra’s Cleaning and Services Inc","Gatineau, QC J9J 3V3","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,4
Québec,"   Bas salaire","R-Pro Placement Inc.","Candiac, QC J5R 0S3",7452-Manutentionnaires,Inconnu,1,1
Québec,"  Agriculture primaire","RP2R S.E.C.","Notre-Dame-du-Bon-Conseil, QC J0C 1A0","8431-Ouvriers agricoles",Corporation,1,1
Québec,"  Talent mondial","Saris AI Inc.","Montréal, QC H2X 1X8","0213-Gestionnaires des systèmes informatiques",Corporation,1,1
Ontario,"     Haut salaire","1000044865 ONTARIO INC","Oakville, ON L6H 3P5","2242-Électroniciens d'entretien (biens domestiques et commerciaux)",Inconnu,1,1
Ontario,"     Haut salaire","11227467 Canada Inc.","Bracebridge, ON P1L 1P3","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire","1990601ONTARIO INC.","ETOBICOKE, ON M9A 4X6","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,5
Ontario,"     Haut salaire","2743365 ONTARIO CORPORATION","ETOBICOKE, ON M9W 6S9","1112-Analystes financiers et analystes en placements",Inconnu,1,1
Ontario,"     Haut salaire","3 Trees Hardwood Flooring LTD.","Toronto, ON M3J 3H4","9437-Opérateurs de machines à travailler le bois",Inconnu,1,1
Ontario,"     Haut salaire","7657587 CANADA LIMITED","Etobicoke, ON M9W 6N5","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","9378677 Canada Inc","Ottawa, ON K1G 0E9",6322-Cuisiniers,Inconnu,1,1
Ontario,"     Haut salaire","Ace Property Care Inc.","Caledon, ON L7C 2K5","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","aldahan renovations inc","mississauga, ON L5L 4W3","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","ALL ROUTES LOGISTICS INC.","Mississauga, ON L5T 1E7","1241-Adjoints administratifs",Inconnu,1,3
Ontario,"     Haut salaire","Animals Inc.","TORONTO, ON M6J 2R9","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,6,6
Ontario,"     Haut salaire","Any-Wall Concrete Forming Inc.","Toronto, ON M9L 1Z8","7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation",Inconnu,1,1
Ontario,"     Haut salaire","Asymetric Media Ltd.","Toronto, ON M5V 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","B Negative LLC","TORONTO, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Cambridge Resources International (Canada) Inc.","Kingston, ON K7M 8J8","4166-Recherchistes, experts-conseils et agents de programmes en politiques de l'enseignement",Inconnu,1,1
Ontario,"     Haut salaire","Crescent Cabinet Company LTD","Hamilton, ON L8L 3Z4","9224-Surveillants dans la fabrication de meubles et d'accessoires",Inconnu,1,1
Ontario,"     Haut salaire","DAHI CONSTRUCTION INC.","TORONTO, ON M1N 4A5",7281-Briqueteurs-maçons,Inconnu,1,1
Ontario,"     Haut salaire","DC FREIGHT HAULERS INC","Woodstock, ON N4T 0G7","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire","DELTAKISH CORPORATION","Aurora, ON L4G 1C9","7305-Surveillants du transport routier et du transport en commun",Inconnu,1,1
Ontario,"     Haut salaire","DIAMOND INSURANCE GROUP INC.","Brampton, ON L6P 4B5","1241-Adjoints administratifs",Inconnu,1,2
Ontario,"     Haut salaire","Engtec Consulting Inc","Mississauga, ON L5S 1G1","2231-Technologues et techniciens en génie civil",Inconnu,1,1
Ontario,"     Haut salaire","Executive Real Estate Services Limited","BRAMPTON, ON L6Z 4N5","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Feels Like Home Films Inc.","Toronto, ON M6H  2X","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Coopérative,1,1
Ontario,"     Haut salaire","Flynn Canada Ltd.","Mississauga, ON L4V 1K2","0711-Directeurs de la construction",Inconnu,1,1
Ontario,"     Haut salaire","Greenbay Northern Ltd.","King City, ON L7B 1K5",7281-Briqueteurs-maçons,Inconnu,1,1
Ontario,"     Haut salaire","Guide Electric Ltd","Etobicoke, ON M9W 6J3","7202-Entrepreneurs et contremaîtres en électricité et en télécommunications",Inconnu,1,1
Ontario,"     Haut salaire","HSO Enterprise Solutions Inc.","Richmond Hill, ON L4B 3P6","1122-Professionnels des services-conseils en gestion aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Ina Construct Services Inc","North York, ON M2H 2C9",7271-Charpentiers-menuisiers,Inconnu,1,3
Ontario,"     Haut salaire","INDERSONS ELECTRONICS INC","Mississauga, ON L4W 5K4","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","Interglobo North America - Canada Inc","Oakville, ON L6H 5V1","0731-Directeurs des transports",Inconnu,1,1
Ontario,"     Haut salaire","Irpinia Kitchens","Richmond Hill, ON L4C 3G7","7204-Entrepreneurs et contremaîtres en charpenterie",Inconnu,1,1
Ontario,"     Haut salaire","JFE Shoji Power Canada Inc.","Burlington, ON L7N 3W7","0601-Directeurs des ventes corporatives",Inconnu,1,1
Ontario,"     Haut salaire","Juice Dudez Inc","ottawa, ON K1Z 0A7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"     Haut salaire","Kelsey Trail Trucking Ltd.","Innisfil, ON L9S 3V5","7511-Conducteurs de camions de transport",Inconnu,1,30
Ontario,"     Haut salaire","Longtech Computer Distribution Inc.","Markham, ON L3R 4C1","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","Metro Infrastructure Inc","BRAMPTON, ON L6S 5P2","7611-Aides de soutien des métiers et manoeuvres en construction",Corporation,1,4
Ontario,"     Haut salaire","OPC.TV INC","TORONTO, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,2,2
Ontario,"     Haut salaire","Partners Film Inc","TORONTO, ON M5A 3C4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Phoenix Contact Ltd","Milton, ON L9T 5V7","0601-Directeurs des ventes corporatives",Inconnu,1,1
Ontario,"     Haut salaire","Pliteq Inc.","Toronto, ON M2P 2A9","0601-Directeurs des ventes corporatives",Inconnu,1,1
Ontario,"     Haut salaire","PROINSTALLERS INC.","Brampton, ON L6T 1A2","0714-Directeurs de l'exploitation et de l'entretien d'immeubles",Inconnu,1,4
Ontario,"     Haut salaire","Sequoia Content International Ltd.","TORONTO, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","SIN Structures Inc.","St. Catharines, ON L2P 2H3","7311-Mécaniciens de chantier et mécaniciens industriels",Inconnu,1,1
Ontario,"     Haut salaire","Sister Sophie Ltd.","Markham, ON L3R 3A4","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","Skin and Bones Film Company","TORONTO, ON M6J 1H6","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","SOFT CITIZEN, INC","Toronto, ON M5A  2N","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Sparks Productions Incorporated","TORONTO, ON M6K 3J1","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Stackpole International Powder Metal, Ltd.","Ancaster, ON L9G 4V5",7232-Outilleurs-ajusteurs,Inconnu,1,2
Ontario,"     Haut salaire","Steam Films Inc.","TORONTO, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Partenariat,1,1
Ontario,"     Haut salaire","Suneeva Ltd.","TORONTO, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,3,3
Ontario,"     Haut salaire","TAIE International Institute","Toronto, ON M5B 2J6","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","The Cohen Clinic","Toronto, ON M4Y 1W4",4151-Psychologues,Inconnu,1,2
Ontario,"     Haut salaire","Ultra Dental Inc.","london, ON N5Y 3J1","3223-Technologues et techniciens dentaires et auxiliaires dans les laboratoires dentaires",Inconnu,1,1
Ontario,"     Haut salaire","Victoria Canadian Immigration Consultancy Inc.","MISSISSAUGA, ON L4T 0A4","2172-Analystes de bases de données et administrateurs de données",Inconnu,1,1
Ontario,"     Haut salaire","Vijilan Security LLC","Richmond Hill, ON L4B 3P8","2171-Analystes et consultants en informatique",Inconnu,1,1
Ontario,"     Haut salaire","Vijilan Security LLC","Richmond Hill, ON L4B 3P8","2174-Programmeurs et développeurs en médias interactifs",Inconnu,1,1
Ontario,"     Haut salaire","Vision Entertainment Inc","TORONTO, ON M6A 2A4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","York University","Toronto, ON M3J 1P3","4011-Professeurs et chargés de cours au niveau universitaire",Inconnu,1,1
Ontario,"   Bas salaire","13479251 Canada Ltd","Vaughan, ON L4L 3R5",6345-Tapissiers-garnisseurs,Inconnu,1,1
Ontario,"   Bas salaire","1458935 Ontario Ltd.","Toronto, ON M6A 1Y7","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,4
Ontario,"   Bas salaire","1654187 ONTARIO INC.","TRENTON, ON K8V 5P6","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","1654187 ONTARIO INC.","TRENTON, ON K8V 5P6","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"   Bas salaire","2133807 Ontario Inc.","Brampton, ON L6P 2K7","6341-Coiffeurs et barbiers",Inconnu,1,1
Ontario,"   Bas salaire","2171187 Ontario Inc","Rosseau, ON P0C 1J0","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","2243600 Ontario inc","mississauga, ON L5M 5X5",6322-Cuisiniers,Inconnu,1,1
Ontario,"   Bas salaire","2365479 ONTARIO LTD.","Toronto, ON M9N 2T8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","2412115 Ontario Inc.","BRAMPTON, ON L6T 1A7","7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles",Inconnu,1,1
Ontario,"   Bas salaire","2464553 Ontario Inc  ( Bunman)","mississauga, ON L4X 2J4",6332-Boulangers-pâtissiers,Inconnu,1,1
Ontario,"   Bas salaire","2504983 Ontario Inc OA  Subway Sandwich","Sioux Lookout, ON P8T 1B8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Ontario,"   Bas salaire","2520078 ONTARIO INC .","Brampton, ON L6T 5A2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"   Bas salaire","2615669 ONTARIO INC","ST CATHERINE, ON L2P 1N5","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Ontario,"   Bas salaire","2664483 Ontario Inc.","Ancaster, ON L9G 1N1",6322-Cuisiniers,Inconnu,1,1
Ontario,"   Bas salaire","2675464 ONTARIO INC","Woodbridge, ON L4L 8B5","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","2757593 ONTARIO INC.","WASAGA BEACH, ON L9Z 2C5",6322-Cuisiniers,Inconnu,1,1
Ontario,"   Bas salaire","2773517 Ontario Inc.","Toronto, ON M6J 1E3",6611-Caissiers,Inconnu,1,1
Ontario,"   Bas salaire","2773517 Ontario Inc.","Toronto, ON M6J 1E3","6622-Garnisseurs de tablettes, commis et préposés aux commandes dans les magasins",Inconnu,1,1
Ontario,"   Bas salaire","5006390 Ontario Ltd","Stratford, ON N5A 1J4","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","7270411 Canada Inc","Ottawa, ON K1S 3Y2",6332-Boulangers-pâtissiers,Inconnu,1,1
Ontario,"   Bas salaire","AIA INSURANCE BROKERS LTD.","Vaughan, ON L4L 1T9","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","Demo For Your Reno Inc.","Toronto, ON M9A 1B2","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Ontario,"   Bas salaire","Farrish Crushing Inc.","Listowel, ON N4W 3G6","7521-Conducteurs d'équipement lourd (sauf les grues)",Inconnu,1,1
Ontario,"   Bas salaire","Ganlaksmi Investment Corporation","Toronto, ON M9V 4B4","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",Inconnu,1,1
Ontario,"   Bas salaire","langdon retirement villa incorporated","woodstock, ON N4V 1A6","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",Inconnu,1,2
Ontario,"   Bas salaire","London Waldorf School","London, ON N6G 1A5","4032-Enseignants aux niveaux primaire et préscolaire",Inconnu,1,1
Ontario,"   Bas salaire","MATRIX FURNITURE GROUP INC.","Toronto, ON M9W 4X3","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Ontario,"   Bas salaire","MTE Consultants Inc.","Kitchener, ON N2B 3X9","2254-Technologues et techniciens en arpentage",Corporation,1,1
Ontario,"   Bas salaire","NORTHSTAR CONSULTING INC.","Sault Ste. Marie, ON P6B 1Y2","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","OMNI KITCHEN AND BATH STUDIO Inc.","Brampton, ON L6R 1M4",7272-Ébénistes,Inconnu,1,1
Ontario,"   Bas salaire","P & G Truck & Trailer Repair Inc","Mississauga, ON L5T 2C1","7612-Autres manoeuvres et aides de soutien de métiers",Inconnu,1,1
Ontario,"   Bas salaire","Pinehill Church of Christ","Sault Ste Marie, ON P6B 1N4","4154-Personnel professionnel relié à la religion",Inconnu,1,1
Ontario,"   Bas salaire","PK Chem Industries Ltd.","Mississauga, ON L5S 1J6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Ontario,"   Bas salaire","Rehoboth Chaffing World Rental $ Catering Services Inc","Oshawa, ON L1L 0G4",6322-Cuisiniers,Inconnu,1,2
Ontario,"   Bas salaire","Soul Restaurants Canada Inc","Toronto, ON M2N 6K1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","Sure Track Courier Ltd.","Concord, ON L4K 5B5","7511-Conducteurs de camions de transport",Inconnu,1,4
Ontario,"   Bas salaire","Tirthankar Limited","toronto, ON M4G 3V1","7514-Chauffeurs-livreurs - services de livraison et de messagerie",Inconnu,1,1
Ontario,"   Bas salaire","Trebastien Inc","st catharines, ON L2R 2N3",6322-Cuisiniers,Inconnu,1,1
Ontario,"   Bas salaire","Trump Transport Inc.","Brampton, ON L6T 0H7","7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd",Inconnu,2,2
Ontario,"   Bas salaire","Wing Hing Lung Limited","Toronto, ON M8Z 5E9","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,1
Ontario,"   Bas salaire","Zigma Internet Marketing Inc.","Thornhill, ON L4J 1V9","5241-Designers graphiques et illustrateurs",Inconnu,1,1
Ontario,"  Agriculture primaire","11666622 Canada Inc.","Mississauga, ON L5W 0H7","8431-Ouvriers agricoles",Inconnu,1,5
Ontario,"  Agriculture primaire","609968 Ontario Limited","Wainfleet, ON L0S 1V0","8431-Ouvriers agricoles",Inconnu,1,2
Ontario,"  Agriculture primaire","Golden Acre Farms Inc.","Kingsville, ON N9Y 2E4","8431-Ouvriers agricoles",Inconnu,1,51
Manitoba,"     Haut salaire","10016472 Manitoba Ltd.","Winnipeg, MB R2P 2Y9","1221-Agents d'administration",Inconnu,1,1
Manitoba,"     Haut salaire","7553669 Manitoba Inc.","Winnipeg, MB R3M 2L6","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Manitoba,"     Haut salaire","Brar Brothers Transport Ltd.","Winnipeg, MB R2X 2Y1","7511-Conducteurs de camions de transport",Inconnu,1,5
Manitoba,"     Haut salaire","Mahant Krupa Inc.","Minnedosa, MB R0J 1E0","6312-Gouvernants principaux",Inconnu,1,2
Manitoba,"     Haut salaire","NEO SHOP INC.","Winnipeg, MB R3C 0J7","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Manitoba,"     Haut salaire","Providence University College and Theological Seminary","Otterburne, MB R0A 1G0","4011-Professeurs et chargés de cours au niveau universitaire",Inconnu,1,1
Manitoba,"     Haut salaire","Quantum Utilities Ltd.","Winnipeg, MB R2R 1V6","7245-Monteurs de lignes et de câbles de télécommunications",Inconnu,1,1
Manitoba,"     Haut salaire","Ran-Pasat Services INC","Winnipeg, MB R3E 0M4","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Manitoba,"     Haut salaire","Trip Laureate Limited","Winnipeg, MB R2G 2T7","1221-Agents d'administration",Inconnu,1,1
Manitoba,"     Haut salaire","XCHANGE TRANSPORTATION SYTEM INC.","Winnipeg, MB R2R 1V4","7511-Conducteurs de camions de transport",Inconnu,1,3
Manitoba,"   Bas salaire","10029888 Manitoiba Inc","Winnipeg, MB R3W 0A5","6311-Superviseurs des services alimentaires",Inconnu,1,2
Manitoba,"   Bas salaire","10029888 Manitoiba Inc","Winnipeg, MB R3W 0A5",6322-Cuisiniers,Inconnu,1,2
Manitoba,"   Bas salaire","10040233 Manitoba Ltd.","Winnipeg, MB R2R 2V1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Manitoba,"   Bas salaire","Andreanne Designs Inc","Winnipeg, MB R3L 0R6","9446-Opérateurs de machines à coudre industrielles",Inconnu,1,1
Manitoba,"   Bas salaire","Cool Lemon LTD","Winnipeg, MB R3J 3W6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Manitoba,"   Bas salaire","Elite Oil Inc.","Sunnyside, MB R5R 0J4","1524-Commis aux achats et au contrôle de l'inventaire",Inconnu,1,1
Manitoba,"   Bas salaire","Pro-Care Health Services LTD","Winnipeg, MB R3C 1H9","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",Inconnu,2,7
Manitoba,"   Bas salaire","Steinbach Pizza Ltd","Steinbach, MB R5G 1T6",6322-Cuisiniers,Inconnu,1,3
Manitoba,"  Agriculture primaire","Pennwood Dairy Inc.","STEINBACH, MB R5G 1L9","8431-Ouvriers agricoles",Inconnu,1,1
Saskatchewan,"   Bas salaire","102118366 SASKATCHEWAN LTD.","Fillmore, SK S0G 1N0",6322-Cuisiniers,Inconnu,1,1
Saskatchewan,"   Bas salaire","Brigadier Equities Ltd.","Meadow Lake, SK S9X 1Y8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Saskatchewan,"   Bas salaire","Dr. Rick Jaggi Medical Prof. Corp.","SASKATOON, SK S7K 2J1","3219-Autres technologues et techniciens des sciences de la santé (sauf soins dentaires)",Inconnu,1,1
Saskatchewan,"   Bas salaire","F.P. Bourgault Tillage Tools Ltd.","St. Brieux, SK S0K 3V0","9614-Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois",Inconnu,1,1
Saskatchewan,"   Bas salaire","Foam Lake Dollar Store Limited","Foam Lake, SK S0A 1A0","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Saskatchewan,"   Bas salaire","H. K. CHOI HOLDINGS LTD.","Kamsack, SK S0A 1S0","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Saskatchewan,"   Bas salaire","Hanmam Enterprises Ltd.","Moose Jaw, SK S6J 1L4","6315-Surveillants des services de nettoyage",Inconnu,1,2
Saskatchewan,"   Bas salaire","R & D DRYWALL INC.","SASKATOON, SK S7K 5H1","7294-Peintres et décorateurs (sauf décorateurs d'intérieur)",Inconnu,1,1
Alberta,"     Haut salaire","1515134 Alberta Ltd.","Calgary, AB T2E 2M7","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Alberta,"     Haut salaire","1756888 ALBERTA LTD","Calgary, AB T3J 0W2",1525-Répartiteurs,Inconnu,1,1
Alberta,"     Haut salaire","2022492 Alberta Inc","Edmonton, AB T6T 0R6",1525-Répartiteurs,Inconnu,1,1
Alberta,"     Haut salaire","2040242 Alberta Inc.","St Albert, AB T8N 7A5","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"     Haut salaire","2121503 Alberta Inc.","Calgary, AB T2H 2K6","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"     Haut salaire","2163714 ALBERTA LTD","Pincher Creek, AB T0K 1W0","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"     Haut salaire","2231220 Alberta Ltd. O/A Two Hills Foods","Two Hills, AB T0B 4K0","1221-Agents d'administration",Inconnu,1,1
Alberta,"     Haut salaire","2395468 ALBERTA LTD.","Calgary, AB T3J 5H3",3114-Vétérinaires,Inconnu,1,2
Alberta,"     Haut salaire","BANA'S TRUCKING LTD.","EDMONTON, AB T5C 2L8","7511-Conducteurs de camions de transport",Inconnu,1,2
Alberta,"     Haut salaire","Bufalus Transport LTD","Calgary, AB T3M 1N5","7511-Conducteurs de camions de transport",Inconnu,1,3
Alberta,"     Haut salaire","Burman University","Lacombe, AB T4L 2E5","4011-Professeurs et chargés de cours au niveau universitaire",Inconnu,1,1
Alberta,"     Haut salaire","Calgary Railings Ltd","Calgary, AB T3J 4H5","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"     Haut salaire","Calgary Railings Ltd","Calgary, AB T3J 4H5",7272-Ébénistes,Inconnu,1,1
Alberta,"     Haut salaire","Canvita Canada Ltd.","Calgary, AB T3J 0R5","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",Inconnu,1,1
Alberta,"     Haut salaire","CHARIS COURIER INC","CALGARY, AB T3H 5Z7","1225-Agents aux achats",Inconnu,1,1
Alberta,"     Haut salaire","COUGAR LOGISTICS INC.","Calgary, AB T3J 4X5","7305-Surveillants du transport routier et du transport en commun",Inconnu,1,2
Alberta,"     Haut salaire","DTSA Inc.","Calgary, AB T3C 0J8","0213-Gestionnaires des systèmes informatiques",Inconnu,1,1
Alberta,"     Haut salaire","Elite Global Solutions Inc.","Calgary, AB T2Z 3R6","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,2
Alberta,"     Haut salaire","GDW Windows & Doors Inc.","Sherwood Park, AB T8A 0Z2","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",Inconnu,1,1
Alberta,"     Haut salaire","HPJ Transportation Group Inc.","CALGARY, AB T3K 3V4","7511-Conducteurs de camions de transport",Inconnu,1,2
Alberta,"     Haut salaire","Jay's Metal Products Ltd.","Calgary, AB T2E 8S1","2234-Estimateurs en construction",Inconnu,1,2
Alberta,"     Haut salaire","Jay's Metal Products Ltd.","Calgary, AB T2E 8S1","7201-Entrepreneurs et contremaîtres des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé",Inconnu,1,1
Alberta,"     Haut salaire","Jay's Metal Products Ltd.","Calgary, AB T2E 8S1","7235-Assembleurs et ajusteurs de plaques et de charpentes métalliques",Inconnu,1,2
Alberta,"     Haut salaire","JGN Bunty Trucking Ltd","Calgary, AB T3J 2W3","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"     Haut salaire","LOTUS CREATIVE SOLUTIONS LTD.","Edmonton, AB T6N 1B4","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",Inconnu,1,1
Alberta,"     Haut salaire","MANN PURIA GROUP INC.","Calgary, AB T3J 0E7","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"     Haut salaire","MANN PURIA GROUP INC.","Calgary, AB T3J 0E7","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"     Haut salaire","Mark Zhang Professional Corporation","Calgary, AB T3K 5P3","1431-Commis à la comptabilité et personnel assimilé",Inconnu,1,1
Alberta,"     Haut salaire","Method Acoustic Inc.","Sherwood Park, AB T8H 0M2",7292-Vitriers,Inconnu,1,1
Alberta,"     Haut salaire","New Generation Plastering Inc.","Edmonton, AB T5B 3T8","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,3
Alberta,"     Haut salaire","PB12 Bains transport ltd","Edmonton, AB T6L 3K5","7511-Conducteurs de camions de transport",Inconnu,1,2
Alberta,"     Haut salaire","Phoenix Heli-Flight Inc.","Fort McMurray, AB T9H 0H8","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",Inconnu,1,2
Alberta,"     Haut salaire","ROVER CARRIER LIMITED","Calgary, AB T1Y 7H3","1241-Adjoints administratifs",Inconnu,1,1
