Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT demandes","Postes demandes"
Québec,"   Bas salaire","Garaga Inc.","SAINT-GEORGES, QC G6A 1K5","1223-Agents des ressources humaines et de recrutement",Inconnu,1,1
Québec,"   Bas salaire","Garderie éducative la reine des neiges inc","St-Léonard, QC H1S 1K2","4214-Éducateurs et aides-éducateurs de la petite enfance","Entreprise à propriétaire unique",1,1
Québec,"   Bas salaire","R-Pro Placement Inc.","Candiac, QC J5R 0S3",7452-Manutentionnaires,Inconnu,1,1
Québec,"  Agriculture primaire","9008-1951 Québec Inc","La Présentation, QC J0H 1B0","8431-Ouvriers agricoles",Inconnu,2,23
Québec,"  Talent mondial","ASTEK Canada Inc.","Montréal, QC H2Y 1M6","2171-Analystes et consultants en informatique",Inconnu,1,1
Ontario,"     Haut salaire","1000073932 Ontario Inc.","Cambridge, ON N3E 0E2","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","10203947 Canada Inc.","Brampton, ON L6W 2B6","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","1160545 Ontario Inc.","NORTH YORK, ON M6L 1A4",6322-Cuisiniers,Inconnu,1,3
Ontario,"     Haut salaire","13144097 Canada Inc.","Ottawa, ON K1P 5G3","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","1567444 Ontario Limited","Brampton, ON L6R 1B6","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","1701021 ONTARIO INC.","Markham, ON L6B 0Z1","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","1979086 Ontario Ltd.","Mississauga, ON L4W 5G5","2232-Technologues et techniciens en génie mécanique",Inconnu,1,1
Ontario,"     Haut salaire","1994054 ONTARIO INC.","Petawawa,, ON K8H 2Z4","2241-Technologues et techniciens en génie électronique et électrique",Inconnu,1,1
Ontario,"     Haut salaire","1998181 ONTARIO INC","Toronto, ON M3B 1Y2","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","2071973 ontario ltd","mallorytown, ON K0E 1R0","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","2206765 Ontario Inc.","St. Catharines, ON L2G 1V4","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","2262957 on inc","barrie, ON L4N 9B3","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,1
Ontario,"     Haut salaire","2272078 ONTARIO INC.","Mississauga, ON L5B 3C4","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","2472370 Ontario Inc.","Etobicoke, ON M8V 3K1","2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture",Inconnu,1,3
Ontario,"     Haut salaire","2491351 ONTARIO INC","Oshawa, ON L1G 2S2","0125-Directeurs d'autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","2546662 ONTARIO INC.","Kitchener, ON N2C 0B5","2174-Programmeurs et développeurs en médias interactifs",Inconnu,1,1
Ontario,"     Haut salaire","2583319 ONTARIO INC.","MISSISSAUGA, ON L4V 1L4","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Ontario,"     Haut salaire","2645560 Ontario Inc.","Guelph, ON N1G 3A2","6311-Superviseurs des services alimentaires",Inconnu,1,2
Ontario,"     Haut salaire","2691530 ONTARIO INC.","Toronto, ON M3H 3V8","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",Inconnu,1,1
Ontario,"     Haut salaire","2700767 ONTARIO INC","Brampton, ON L6S 0A5","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","314321 Ontario Limited","Sudbury, ON P3A 1N7","7312-Mécaniciens d'équipement lourd",Inconnu,1,2
Ontario,"     Haut salaire","8421579 CANADA INC.","Brampton, ON L6W 3G1",6322-Cuisiniers,Inconnu,1,1
Ontario,"     Haut salaire","A-1 Bags and Supplies Inc.","Mississauga, ON L5T 2Z5","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","AceTronic Industrial Controls INC","Mississauga, ON L5T 1Y2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire","AH - DESIGN INC.","NORTH YORK, ON M2L 1L9","2232-Technologues et techniciens en génie mécanique",Inconnu,1,1
Ontario,"     Haut salaire","Amalfi Transport Inc.","Woodbridge, ON L4L 9S2","7305-Surveillants du transport routier et du transport en commun",Inconnu,1,1
Ontario,"     Haut salaire","Amcot Stucco Design Inc","Ottawa, ON K1C 7C6","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,1
Ontario,"     Haut salaire","AMPLITUDE CONTRACTING INC.","BRAMPTON, ON L6P 3H6","2232-Technologues et techniciens en génie mécanique",Inconnu,1,1
Ontario,"     Haut salaire","Applewood Forming Inc.","Concord, ON L4K 4H2","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Ontario,"     Haut salaire","AZ roofers Inc","MISSISSAUGA, ON L5S 1T7","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,1
Ontario,"     Haut salaire","B Negative LLC","Toronto, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","BND Woodworking Inc","Guelph, ON N1K 1T4","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","BRICK BY BRICK CONSTRUCTION","East Gwillimbury, ON L9N 0L6","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire","BSD Beauty Inc.","Kitchener, ON N2R 0J9","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","Bullewadd Transport Ltd.","MAIDSTONE, ON N0R 1K0","7511-Conducteurs de camions de transport",Inconnu,1,5
Ontario,"     Haut salaire","CONVENTIONAL MAINTENANCE SERVICES INC.","Toronto, ON M9N 3A5","6315-Surveillants des services de nettoyage",Inconnu,1,1
Ontario,"     Haut salaire","Cutler Forest Products Inc","Woodbridge, ON L4H 1X9","1122-Professionnels des services-conseils en gestion aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Cutler Forest Products Inc","Woodbridge, ON L4H 1X9","2251-Technologues et techniciens en architecture",Inconnu,1,1
Ontario,"     Haut salaire","DIGI Technologies International Inc.","Mississauga, ON L4W 1E4","7246-Installateurs et réparateurs de matériel de télécommunications",Inconnu,1,1
Ontario,"     Haut salaire","Feels Like Home Films Inc.","Toronto, ON M6H  2X","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Coopérative,1,1
Ontario,"     Haut salaire","GLOBAL METAL SOURCES CO., LTD.","Quinte West, ON K8V 5P7","9411-Opérateurs de machines dans le traitement des métaux et des minerais",Inconnu,1,3
Ontario,"     Haut salaire","GTA RESTORATION GROUP INC","Toronto, ON M3B 1Y2","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,2
Ontario,"     Haut salaire","Handyhome Inc.","Concord, ON L4K 3V9",7271-Charpentiers-menuisiers,Inconnu,1,2
Ontario,"     Haut salaire","HANSA-FLEX HYDRAULICS CANADA INC.","Concord, ON L4K 5R2","7312-Mécaniciens d'équipement lourd",Inconnu,1,1
Ontario,"     Haut salaire","Hespeler Animal Hospital","Cambridge, ON N1R 8A9","2281-Techniciens de réseau informatique",Inconnu,1,1
Ontario,"     Haut salaire","HWY Truck Services Inc.","Oakville, ON L6J 7Y2","0731-Directeurs des transports",Inconnu,1,1
Ontario,"     Haut salaire","JCS Nguyen Holdings Inc.","Lefroy, ON L0L 1W0","1114-Autres agents financiers",Inconnu,1,1
Ontario,"     Haut salaire","KPMg LLP","Toronto, ON M5G 2N9","1112-Analystes financiers et analystes en placements",Inconnu,1,1
Ontario,"     Haut salaire","Longtech Computer Distribution Inc.","Markham, ON L3R 4C1","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","Mikon Properties Inc.","Richmond Hill, ON L4E 0N2","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","OPC.TV INC","Toronto, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,1,1
Ontario,"     Haut salaire","Partners Film Inc","TORONTO, ON M5A 3C4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","PLAN B SOLUTION SERVICES CORP","Everett, ON L0M 1J0","0114-Directeurs d'autres services administratifs",Inconnu,1,1
Ontario,"     Haut salaire","Preston Freight System Inc.","Milton, ON L9T 4W9","7511-Conducteurs de camions de transport",Inconnu,1,1
Ontario,"     Haut salaire","R.N.G. Transport Inc.","Georgetown, ON L7G 4X4","7511-Conducteurs de camions de transport",Inconnu,1,5
Ontario,"     Haut salaire","REGISTON BUILDING RESTORATION LTD.","MISSISSAUGA, ON L5T 1N9","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Ontario,"     Haut salaire","RegWay Fintech Limited","Orleans, ON K4A 0R5","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Schweitzer Rolling Technology Inc.","Toronto, ON M2H 1Z5","2142-Ingénieurs métallurgistes et des matériaux",Inconnu,1,1
Ontario,"     Haut salaire","SeeSim Tech & Commercial Inc.","Mississauga, ON L5V 2L9","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Corporation,1,1
Ontario,"     Haut salaire","Sequoia Content International Ltd.","TORONTO, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","SOFT CITIZEN, INC","Toronto, ON M5A  2N","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","Sparks Productions Incorporated","TORONTO, ON M6K 3J1","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","STAR IMMIGRATION CONSULTANCY INC.","Brampton, ON L6Y 0P8","0111-Directeurs financiers",Inconnu,1,2
Ontario,"     Haut salaire","Suneeva Ltd.","TORONTO, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,3,3
Ontario,"     Haut salaire","Tammy's Homecare Angels Inc.","Hamilton, ON L8G 1E6","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","TECSCON SOLUTIONS LTD","BRAMPTON, ON L6V 1C4","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","THE DOLLAR CHOICE INC","Brighton, ON K0K 1H0","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","TOR-CAM CONSTRUCTION INC.","Cambridge, ON N1R 3B6","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,3
Ontario,"     Haut salaire","True North Freight Solutions Inc","Brampton, ON L6S 0E9","7511-Conducteurs de camions de transport",Inconnu,1,15
Ontario,"     Haut salaire","Uniparts OEM Canada Inc","Mississauga, ON L5B 3C2","0601-Directeurs des ventes corporatives",Inconnu,1,1
Ontario,"     Haut salaire","Usman Distribution Inc.","Toronto, ON M3J 1Y8","1211-Superviseurs de commis de bureau et du personnel de soutien administratif",Inconnu,1,1
Ontario,"     Haut salaire","W.D. Potato Limited","Beeton, ON L0G 1A0","7511-Conducteurs de camions de transport",Inconnu,1,1
Ontario,"     Haut salaire","WONDERFUL ART INC.","Mississauga, ON L5N 5V3","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",Inconnu,1,1
Ontario,"     Haut salaire","Zion Building Supplies Ltd","Scarborough, ON M1V 4Y9","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Ontario,"   Bas salaire","10217131 Canada inc","Toronto, ON M9L 2T4","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Ontario,"   Bas salaire","1425169 Ontario Limited","Sudbury, ON P3A 5J3","4212-Travailleurs des services sociaux et communautaires",Inconnu,1,1
Ontario,"   Bas salaire","1934368 ONTARIO INC.","Toronto, ON M5B 1T8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","1984745 ontario inc","Toronto, ON M3B 1Y2","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","2062460 ONTARIO INC.","BRAMPTON, ON L6X 5H9","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","2096899 Ontario Inc.","Toronto, ON M5S 1X8",6321-Chefs,Inconnu,1,1
Ontario,"   Bas salaire","2171187 Ontario Inc","Rosseau, ON P0C 1J0","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","2210115 AB LTD.","ottawa, ON K2G 1V7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","2300415 ONTARIO INC.","MISSISSAUGA, ON L4T 3X2",7272-Ébénistes,Inconnu,1,1
Ontario,"   Bas salaire","2369387 Ontario Inc.","KITCHNER, ON N2K 1L9","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Ontario,"   Bas salaire","2442383 ONTARIO INC","Mississauga, ON L4W 1E4","2231-Technologues et techniciens en génie civil",Inconnu,1,1
Ontario,"   Bas salaire","2468765 Ontario Incorporated","BRAMPTON, ON L6T 2J6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,2
Ontario,"   Bas salaire","2533652 ONTARIO INC.","SHARBOT LAKE, ON K0H 2P0","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Ontario,"   Bas salaire","2593523 Ontario Inc.","Guelph, ON N1G 0C1","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,2
Ontario,"   Bas salaire","2700767 ONTARIO INC","Brampton, ON L6S 0A5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","2746262 ONTARIO INC","CORNWALL, ON K6J 4P6",6322-Cuisiniers,Inconnu,1,1
Ontario,"   Bas salaire","Alex Hoerner Enterprises","Toronto, ON M4K 2R1","6315-Surveillants des services de nettoyage",Inconnu,1,1
Ontario,"   Bas salaire","BELFORM INSULATION LTD","London, ON N6L 1B8","7231-Machinistes et vérificateurs d'usinage et d'outillage",Inconnu,1,1
Ontario,"   Bas salaire","Black & White Construction Inc.","Windsor, ON N8W 4Z1","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Ontario,"   Bas salaire","Cana-Datum Moulds Ltd.","Etobicoke, ON M8Z 5S7","2232-Technologues et techniciens en génie mécanique",Inconnu,1,1
Ontario,"   Bas salaire","CanadianForex Ltd.","Toronto, ON M5H 1J8","6221-Spécialistes des ventes techniques - commerce de gros",Inconnu,1,1
Ontario,"   Bas salaire","Capital Floor Supply Inc.","Toronto, ON M6H 1Z7","7295-Poseurs de revêtements d'intérieur",Inconnu,1,4
Ontario,"   Bas salaire","Dolson Marketing Inc","Scarborough, ON M1X 1B9","7511-Conducteurs de camions de transport",Inconnu,1,1
Ontario,"   Bas salaire","Estacion Filipino Inc","Ajax, ON L1S 2G6",6322-Cuisiniers,Inconnu,1,1
Ontario,"   Bas salaire","Freeway Auto Service Inc.","TORONTO, ON M9W 2Z4","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","Jesse Tree Importing ltd.","bolton, ON L7E 3R6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Ontario,"   Bas salaire","Logos Training Centre Inc.","Mississauga, ON L5T 1B6","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","Mackay, Mackay & Peters Limited","Burlington, ON L7N 3J5","2254-Technologues et techniciens en arpentage",Inconnu,1,1
Ontario,"   Bas salaire","Noble Residential Home Inc.","Kitchener, ON N2G 1W4",6322-Cuisiniers,Inconnu,1,1
Ontario,"   Bas salaire","PSP FABRICATING INC","Barrie, ON L4N 8R8","9446-Opérateurs de machines à coudre industrielles",Inconnu,1,1
Ontario,"   Bas salaire","Rincon Paisa Inc","Hamilton, ON L9A 3S2","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","S&S HOME SERVICES INC.","vaughan, ON L4K 1Z8","7332-Réparateurs et préposés à l'entretien d'appareils",Inconnu,1,1
Ontario,"   Bas salaire","Shaina Enterprises Inc.","Mississauga, ON L5N 2R5","6311-Superviseurs des services alimentaires",Inconnu,1,2
Ontario,"   Bas salaire","SHEPPARD & ASSOCIATES LTD","Kemptville, ON K0G 1J0","1241-Adjoints administratifs",Inconnu,1,2
Ontario,"   Bas salaire","STOUFFVILLE PIZZA INC.","STOUFFVILLE, ON L4A 1H3",6322-Cuisiniers,Inconnu,1,1
Ontario,"   Bas salaire","Trutone Electronics Inc.","MISSISSAUGA, ON L4Y 2B8","2242-Électroniciens d'entretien (biens domestiques et commerciaux)",Inconnu,1,1
Ontario,"   Bas salaire","Twisted Food Concepts INC","toronto, ON M5A 4M8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","YM Inc. (Sales)","Toronto, ON M6A 2W1","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Ontario,"  Agriculture primaire","900100 Ontario Inc","LASALETTE, ON N0E 1H0","8431-Ouvriers agricoles",Corporation,1,5
Ontario,"  Talent mondial","Career Hunterz Inc.","Mississauga, ON L5N  1W","2171-Analystes et consultants en informatique",Corporation,1,1
Ontario,"  Talent mondial","ValGenesis Canada Inc.","Milton, ON L9T 1B2","2171-Analystes et consultants en informatique",Inconnu,1,2
Manitoba,"     Haut salaire","10016517 MANITOBA INC","Great Falls, MB R0E 0V0","0621-Directeurs - commerce de détail et de gros",Inconnu,1,2
Manitoba,"     Haut salaire","1313 Baba Transport Ltd","Winnipeg, MB R2K 3S6","7511-Conducteurs de camions de transport",Inconnu,1,7
Manitoba,"     Haut salaire","6493026 Manitoba Inc","Winnipeg, MB R2R 1H7","7511-Conducteurs de camions de transport",Inconnu,1,5
Manitoba,"     Haut salaire","DEEP KING LTD.","WINNIPEG, MB R2R 0R1",1525-Répartiteurs,Inconnu,1,1
Manitoba,"     Haut salaire","Eascan Automation Inc.","Winnipeg, MB R3G 2T9","0911-Directeurs de la fabrication",Inconnu,1,1
Manitoba,"     Haut salaire","FreightMove Inc","Winnipeg, MB R3E 2S7","1221-Agents d'administration",Inconnu,1,1
Manitoba,"     Haut salaire","KEEN TRANSPORT & LOGISTICS INC.","WINNIPEG, MB R2R 0P1","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Manitoba,"     Haut salaire","Mapleville-Winnipeg United Trading Group Inc.","Winnipeg, MB R3H 0X4","5241-Designers graphiques et illustrateurs",Inconnu,1,1
Manitoba,"     Haut salaire","Pluto Transport Inc","Winnipeg, MB R2R 1V3","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,2
Manitoba,"     Haut salaire","SATKARTAR TRANSPORT INC","WINNIPEG, MB R2P 1X3","7511-Conducteurs de camions de transport",Inconnu,1,5
Manitoba,"     Haut salaire","Sidhu Bros Logistics Inc","Winnipeg, MB R2P 0Z3","1221-Agents d'administration",Inconnu,1,1
Manitoba,"     Haut salaire","Sidhu Bros Logistics Inc","Winnipeg, MB R2P 0Z3","7511-Conducteurs de camions de transport",Inconnu,1,6
Manitoba,"   Bas salaire","6604529 Manitoba Limited","Winnipeg, MB R3E 0A4","9446-Opérateurs de machines à coudre industrielles",Inconnu,1,1
Manitoba,"   Bas salaire","6945172 Manitoba Ltd","Winnipeg, MB R3E 3H9","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,2
Manitoba,"   Bas salaire","Chaeban Ice Cream Ltd","Winnipeg, MB R3L 1Z9","9461-Opérateurs de machines et de procédés industriels dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,1
Manitoba,"   Bas salaire","H&N TRANSPORT INC.","WINNIPEG, MB R3T 4K4","7511-Conducteurs de camions de transport",Inconnu,1,1
Manitoba,"   Bas salaire","Nirbhai Transport Ltd","Winnipeg, MB R2P 1M1","7511-Conducteurs de camions de transport",Inconnu,1,3
Manitoba,"   Bas salaire","Steinbach Pizza Ltd","Steinbach, MB R5G 1T6",6322-Cuisiniers,Inconnu,1,3
Manitoba,"   Bas salaire","Superior Projects Inc.","Steinbach, MB R5G 1Y2","7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation",Inconnu,1,1
Saskatchewan,"     Haut salaire","101294417 Saskatchewan Ltd.","Preeceville, SK S0A 3B0","7312-Mécaniciens d'équipement lourd",Inconnu,1,1
Saskatchewan,"     Haut salaire","Falcon Transport Inc.","Saskatoon, SK S7K 4Z7","7511-Conducteurs de camions de transport",Inconnu,1,6
Saskatchewan,"   Bas salaire","Canalta Food Services Ltd.","Unity, SK S0K 4L0","6311-Superviseurs des services alimentaires",Inconnu,8,22
Saskatchewan,"   Bas salaire","EJ Restaurant Swift Current Inc","Swift Current, SK S9H 3Z4",6322-Cuisiniers,Inconnu,1,2
Saskatchewan,"   Bas salaire","Quick Apex Trucking Ltd.","SASKATOON, SK S7K 1W4","7511-Conducteurs de camions de transport",Inconnu,1,1
Alberta,"     Haut salaire","1654981 Alberta Ltd.","Edmonton, AB T5Y 3H5","7511-Conducteurs de camions de transport",Inconnu,1,1
Alberta,"     Haut salaire","1749015 Alberta Ltd","Edmonton, AB T6X 0G8","1221-Agents d'administration",Inconnu,1,1
Alberta,"     Haut salaire","1758504 Alberta Ltd.","Edmonton, AB T6T 0X7","1221-Agents d'administration",Inconnu,1,1
Alberta,"     Haut salaire","2204217 Alberta Inc","Calgary, AB T2G 0B7","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"     Haut salaire","AirMarket Inc","Edmonton, AB T5H 2T6","2147-Ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel)",Inconnu,1,1
Alberta,"     Haut salaire","Anchal Holding Ltd","Edmonton, AB T6L 6J6","7511-Conducteurs de camions de transport",Inconnu,1,2
Alberta,"     Haut salaire","BABAL LEHRA TRUCKING LTD.","Calgary, AB T3N 1E2","7511-Conducteurs de camions de transport",Inconnu,1,2
Alberta,"     Haut salaire","Berc Mechanical Ltd","Okotoks, AB, T1S 1B6, AB T1S 1B6","7313-Mécaniciens en réfrigération et en climatisation",Inconnu,1,1
Alberta,"     Haut salaire","BEST SIDING LTD.","EDMONTON, AB T6T 0J1","1221-Agents d'administration",Inconnu,1,1
Alberta,"     Haut salaire","Bluesky Solar Tech Limited","Calgary, AB T2R 0C5","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Alberta,"     Haut salaire","Canmore Glass & Screen (1988) ltd","Canmore, AB T1W 2W8","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",Inconnu,1,1
Alberta,"     Haut salaire","Caramex Logistics Inc","Sylvan Lake, AB T4S 0K5","7305-Surveillants du transport routier et du transport en commun",Inconnu,1,1
Alberta,"     Haut salaire","CJN Trucking Ltd.","Edmonton, AB T5Y 0L6","7511-Conducteurs de camions de transport",Inconnu,1,1
Alberta,"     Haut salaire","D.S. Dhaliwal Trans Ltd","Edmonton, AB T5T 5X8","7511-Conducteurs de camions de transport",Inconnu,2,4
Alberta,"     Haut salaire","Delight Roofing inc","Calgary, AB T3N 0B3","7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation",Inconnu,1,1
Alberta,"     Haut salaire","Destinies Inc","Edmonton, AB T5S 0C6","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Alberta,"     Haut salaire","Dynamic Concrete Pumping Inc.","Calgary, AB T2C 3E1","7521-Conducteurs d'équipement lourd (sauf les grues)",Inconnu,1,2
