Province/Territory,"Program Stream","Employer ","Address ","Occupation ","Incorporate Status","Requested LMIAs","Requested Positions"
Ontario,"    High Wage","Bounce Transport Inc.","Brampton, ON L6R 3E6","1221-Administrative officers",Unknown,1,1
Ontario,"    High Wage","Caravan Logistics Inc.","Oakville, ON L6L 6M1","7511-Transport truck drivers",Unknown,1,5
Ontario,"    High Wage","CEDARCOVE DEVELOPMENTS INC.","NORTH YORK, ON M6A 3A1",7271-Carpenters,Unknown,1,1
Ontario,"    High Wage","Central Painting Inc.","Barrie, ON L4N 9A5","7294-Painters and decorators (except interior decorators)",Unknown,1,2
Ontario,"    High Wage","Chinguacousy Physio and Foot Clinic","Brampton, ON L6X 5K7","1241-Administrative assistants",Unknown,1,1
Ontario,"    High Wage","CNB Computers Inc.","Mississauga, ON L4V 1K1","1121-Human resources professionals",Unknown,1,1
Ontario,"    High Wage","Coordinate Industries Ltd","Oakville, ON L6H 5R1","7231-Machinists and machining and tooling inspectors",Unknown,1,1
Ontario,"    High Wage","Cosmopolitan Construction Inc.","Mississauga, ON L5L 2G7","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,2
Ontario,"    High Wage","CRYSTAL FOUNTAIN INC.","TORONTO, ON L4K 4B3","2253-Drafting technologists and technicians",Unknown,1,1
Ontario,"    High Wage","DARK Enterprise","Hearst, ON P0L 1N0","7511-Transport truck drivers",Unknown,2,2
Ontario,"    High Wage","DIGI Technologies International Inc.","Mississauga, ON L4W 1E4","7246-Telecommunications installation and repair workers",Unknown,1,1
Ontario,"    High Wage","Drummond Brothers Landscaping Ltd","Mitchell, ON N0K 1N0","8612-Landscaping and grounds maintenance labourers",Corporation,1,1
Ontario,"    High Wage","ESIT Canada Enterprise Services Co.","Mississauga, ON L4W 5G2","0213-Computer and information systems managers",Corporation,1,1
Ontario,"    High Wage","Feels Like Home Films Inc.","Toronto, ON M6H  2X","5131-Producers, directors, choreographers and related occupations",Co-operative,1,1
Ontario,"    High Wage","Fida Construction INC","Whitby, ON L1N 9N8","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
Ontario,"    High Wage","G&R Saikali Contracting LTD","pickering, ON L1V 1X6","2253-Drafting technologists and technicians",Unknown,1,1
Ontario,"    High Wage","GVR Imports Inc","Mississauga, ON L5W 1L2","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,"    High Wage","Hercules Custom Fabrication Ltd.","Ayr, ON N0B 1E0","7237-Welders and related machine operators",Unknown,1,2
Ontario,"    High Wage","Ironstone Forming 2020 Ltd.","Etobicoke, ON M9P 2Z7",7271-Carpenters,Unknown,1,5
Ontario,"    High Wage","JD Trans Inc.","Cambridge, ON N1R 3H9","7511-Transport truck drivers",Unknown,1,5
Ontario,"    High Wage","KANMAN LOGISTICS INC.","Brampton, ON L6W 3W8","2174-Computer programmers and interactive media developers",Unknown,1,1
Ontario,"    High Wage","Kintel General Contractors Inc.","Vaughan, ON L4K 1K8",7281-Bricklayers,Unknown,1,1
Ontario,"    High Wage","Limen Masonry 2013 Ltd.","Toronto, ON M3J 1Z9",7281-Bricklayers,Unknown,1,1
Ontario,"    High Wage","McBurl Corp","Burlington, ON L7T 2E8","0631-Restaurant and food service managers",Unknown,1,1
Ontario,"    High Wage","MEERAB FREIGHTLINES INC.","Etobicoke, ON M9W 2Z7","1241-Administrative assistants",Unknown,1,1
Ontario,"    High Wage","Millennium Landscape Design & Construction","Waterloo, ON N2V 2J3","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Corporation,1,1
Ontario,"    High Wage","New Gobind Transport Inc.","Cambridge, ON N1T 2G3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Ontario,"    High Wage","OMEGA SOFTWARE SERVICES LTD.","SCARBOROUGH, ON M1G 2R1","2173-Software engineers and designers",Unknown,1,1
Ontario,"    High Wage","Optical Vision Group Inc.","St Catharines, ON L2R 2R2","1122-Professional occupations in business management consulting",Corporation,1,1
Ontario,"    High Wage","Petro v plus LTD","Toronto, ON M9W 4J9","1311-Accounting technicians and bookkeepers",Unknown,1,1
Ontario,"    High Wage","Pizza Hut","Sault Ste Marie, ON P6B 4Y9","0631-Restaurant and food service managers",Unknown,1,1
Ontario,"    High Wage","Planetrucks & Trailer Repairs Inc","Brampton, ON L6W 1W2","1241-Administrative assistants",Unknown,1,1
Ontario,"    High Wage","QTDS CONSTRUCTION CORP","Brampton, ON L7A 5B4","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
Ontario,"    High Wage","REAL TIME SYSTEMS INC","TORONTO, ON M9W 5N6","2174-Computer programmers and interactive media developers",Unknown,1,1
Ontario,"    High Wage","RJ TRUCK DRIVING SCHOOL LTD.","Mississauga, ON L5S 1V9","7511-Transport truck drivers",Unknown,1,1
Ontario,"    High Wage","RONI EXCAVATING LIMITED","Concord, ON L4K 4P3","7511-Transport truck drivers",Unknown,1,1
Ontario,"    High Wage","Service Plus Aquatics Inc.","Mississauga, ON L5L 5X9","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
Ontario,"    High Wage","Sherbrooke Heights Animal Hospital","Peterborough, ON K9K  0E",3114-Veterinarians,"Sole Proprietorship",1,1
Ontario,"    High Wage","Silk Road Group General Trading Inc.","North York, ON M3H 5T5","0621-Retail and wholesale trade managers",Corporation,1,1
Ontario,"    High Wage","Skin and Bones Film Company","TORONTO, ON M6J 1H6","5131-Producers, directors, choreographers and related occupations",Corporation,3,3
Ontario,"    High Wage","SOFT CITIZEN, INC","TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
Ontario,"    High Wage","Sparks Productions Incorporated","TORONTO, ON M6K 3J1","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
Ontario,"    High Wage","Steam Films Inc.","TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",Partnership,2,2
Ontario,"    High Wage","Suneeva Ltd.","TORONTO, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
Ontario,"    High Wage","University of Waterloo","Waterloo, ON N2L 3G1","4011-University professors and lecturers",Unknown,1,1
Ontario,"    High Wage","V. Food Group Inc.","Halton Hills, ON L7G 0C6","2281-Computer network technicians",Unknown,1,1
Ontario,"    High Wage","Vision Entertainment Inc","TORONTO, ON M6A 2A4","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
Ontario,"    High Wage","ZEAL EXPRESS LOGISTICS INC.","Caledon, ON L7C 3Z9","1221-Administrative officers",Unknown,1,1
Ontario,"    High Wage","ZEAL EXPRESS LOGISTICS INC.","Caledon, ON L7C 3Z9","1311-Accounting technicians and bookkeepers",Unknown,1,1
Ontario,"   Low Wage","1453502 Ontario Ltd","Toronto, ON M1R 2Y4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2
Ontario,"   Low Wage","2321335 Ontario Inc","Fergus, ON N1M 2R2",6322-Cooks,Unknown,1,2
Ontario,"   Low Wage","2334872 Ontario Inc.","Toronto, ON M6A 2C1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Ontario,"   Low Wage","2373790 Ontario Inc.","North York, ON M3J 2H8","2233-Industrial engineering and manufacturing technologists and technicians",Unknown,1,1
Ontario,"   Low Wage","2644278 ONTARIO INC.","Milton, ON L9T 0C7","6311-Food service supervisors",Unknown,1,2
Ontario,"   Low Wage","2679981 Ontario Inc.","Mono, ON L9W 5X7",6321-Chefs,Unknown,1,1
Ontario,"   Low Wage","2679981 Ontario Inc.","Mono, ON L9W 5X7",6322-Cooks,Unknown,1,3
Ontario,"   Low Wage","2679981 Ontario Inc.","Mono, ON L9W 5X7","6513-Food and beverage servers",Unknown,1,2
Ontario,"   Low Wage","2779900 Ontario Inc","Etobicoke, ON M8V  2V","6211-Retail sales supervisors",Corporation,1,1
Ontario,"   Low Wage","BRAMCITY LOGISTIC INC.","Amaranth, ON L9W 2Z3","7511-Transport truck drivers",Unknown,1,1
Ontario,"   Low Wage","CAN-Truck 2009 Inc.","Brampton, ON L6T 2H5","7511-Transport truck drivers",Unknown,1,1
Ontario,"   Low Wage","CARIBBEAN ICE CREAM COMPANY LTD","NORTH YORK, ON M4A 1X5","6221-Technical sales specialists - wholesale trade",Unknown,1,2
Ontario,"   Low Wage","Carnevale Supermarkets Inc","Toronto, ON M4K 1R2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2
Ontario,"   Low Wage","Carp Ridge EcoWellness Centre","Carp, ON K0A 1L0","6733-Janitors, caretakers and building superintendents",Unknown,1,2
Ontario,"   Low Wage","Chinguacousy Physio and Foot Clinic","Brampton, ON L6X 5K7","3237-Other technical occupations in therapy and assessment",Unknown,1,1
Ontario,"   Low Wage","CREN Enterprises Inc.","Brampton, ON L6S 0E7",6322-Cooks,Unknown,1,2
Ontario,"   Low Wage","Demo For Your Reno Inc.","Toronto, ON M9A 1B2","7611-Construction trades helpers and labourers",Unknown,1,1
Ontario,"   Low Wage","DESI BAR & GRILL LTD.","MISSISSAUGA, ON L4W 4C3","6311-Food service supervisors",Unknown,1,1
Ontario,"   Low Wage","Eli Logistics Solutions Inc","Mississauga, ON L4T 1G3","1311-Accounting technicians and bookkeepers",Unknown,1,2
Ontario,"   Low Wage","Global Plas Inc.","Concord, ON L4K 2P6","9422-Plastics processing machine operators",Unknown,1,5
Ontario,"   Low Wage","HARVEE LOGISTICS INC","WATERLOO, ON N2L 0C7","1221-Administrative officers",Unknown,1,1
Ontario,"   Low Wage","HAVEN INTERNATIONAL SCHOOL INC","BRANTFORD, ON N3S 3N3","4413-Elementary and secondary school teacher assistants",Unknown,1,1
Ontario,"   Low Wage","HT INTERNATIONAL INC","Toronto, ON M2H 3B4","6311-Food service supervisors",Unknown,1,1
Ontario,"   Low Wage","iRefer Inc.","Toronto, ON M2R 0A7","1242-Legal administrative assistants",Unknown,1,1
Ontario,"   Low Wage","New Canadian Drain and Plumber Ltd.","Toronto, ON M6H 4A1","7611-Construction trades helpers and labourers",Unknown,1,1
Ontario,"   Low Wage","Newfoundlandscape Inc.","Ottawa, ON K2G 6Y1","8612-Landscaping and grounds maintenance labourers",Unknown,1,1
Ontario,"   Low Wage","Rainbow Internatinal of Mississauga & Halton","Burlington, ON L7M 2Z9","7284-Plasterers, drywall installers and finishers and lathers",Corporation,1,1
Ontario,"   Low Wage","Rainbow Internatinal of Mississauga & Halton","Burlington, ON L7M 2Z9","7295-Floor covering installers",Corporation,1,1
Ontario,"   Low Wage","Saisethsons Realty Inc","Woodbridge, ON L4H 1B5","6311-Food service supervisors",Unknown,1,6
Ontario,"   Low Wage","SAKUNTHALA CATERING INC.","TIMMINS, ON P4R 1A1",6322-Cooks,Unknown,1,1
Ontario,"   Low Wage","SANO HEATING LTD.","VAUGHAN, ON L6A 3Y5","7511-Transport truck drivers",Unknown,1,1
Ontario,"   Low Wage","Spring Garden Market Ltd.","North York, ON M2N 3G1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Ontario,"   Low Wage","TINY-SHINY CHILDCARE INC.","STAYNER, ON L0M 1S0","4214-Early childhood educators and assistants",Unknown,1,1
Ontario,"   Low Wage","VJP Pallets Inc.","Mississauga, ON L4T 3V4","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,1
Ontario,"  Primary Agriculture","1811814 Ont. Inc","Watford, ON N0M 2S0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario," Global Talent Stream","Career Hunterz Inc.","Mississauga, ON L5N  1W","2171-Information systems analysts and consultants",Corporation,1,1
Ontario," Global Talent Stream","Global Outsourcing Team (Canada) Inc.","Toronto, ON M5H 3R3","2171-Information systems analysts and consultants",Corporation,1,1
Manitoba,"    High Wage","10065510 MANITOBA LTD RENNIE RIVER LEISURE","Rennie, MB R0E 1R0","0621-Retail and wholesale trade managers",Unknown,1,2
Manitoba,"    High Wage","Eascan Automation Inc.","Winnipeg, MB R3G 2T9","7311-Construction millwrights and industrial mechanics",Unknown,1,1
Manitoba,"    High Wage","EL Metalmaster Inc.","LaBroquerie, MB R0A 0W0","7322-Motor vehicle body repairers",Unknown,1,3
Manitoba,"    High Wage","Outdoor Elements La Ronge Inc","Sandylake, MB R0J 1X0","1311-Accounting technicians and bookkeepers",Unknown,1,1
Manitoba,"    High Wage","Road Pulse Trucking Ltd.","Winnipeg, MB R2P 0H2","1221-Administrative officers",Unknown,1,1
Manitoba,"    High Wage","Rocket Logistics Ltd","Winnipeg, MB R3W 0J9","7511-Transport truck drivers",Unknown,1,4
Manitoba,"   Low Wage","Powertec Electric Inc","Winnipeg, MB R3E 2S9","1241-Administrative assistants",Unknown,1,1
Saskatchewan,"    High Wage","Adewumi Adanlawo Medical Professional Corporation","Regina, SK S4N 0P3","3216-Medical sonographers",Unknown,1,1
Saskatchewan,"   Low Wage","Concorde Food Services (1996) Ltd.","Saskatoon, SK S7H 0S3","0631-Restaurant and food service managers",Unknown,1,1
Saskatchewan,"   Low Wage","Princey Salon LTD","Regina, SK S4X 4P1","6341-Hairstylists and barbers",Unknown,1,1
Saskatchewan,"   Low Wage","SUNRISE INN LTD.","Cabri, SK S0N 0J0","6312-Executive housekeepers",Unknown,1,1
Alberta,"    High Wage","1688130 Alberta Ltd.","Edmonton, AB T6L 6M1","7511-Transport truck drivers",Unknown,1,1
Alberta,"    High Wage","2080836 Alberta Ltd","Calgary, AB T2B 3R8","1241-Administrative assistants",Unknown,1,1
Alberta,"    High Wage","2151996 Alberta Ltd o/a Jusbubble","Calgary, AB T2G 0A3","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,"    High Wage","2232454 ALBERTA LTD","Calgary, AB T2E 6M6","0114-Other administrative services managers",Unknown,1,1
Alberta,"    High Wage","7220961 Canada Inc.","Edmonton, AB T6X 1Y1","7305-Supervisors, motor transport and other ground transit operators",Unknown,1,1
Alberta,"    High Wage","Adventure Physiotherapy Inc","Grande Prairie, AB T8V 7S4",3142-Physiotherapists,Unknown,1,1
Alberta,"    High Wage","Amayra enterprises ltd","calgary, AB T3J 2E7","1241-Administrative assistants",Unknown,1,2
Alberta,"    High Wage","Calgary Tractorland Ltd.","Rocky View  County, AB T4A 0E2","1221-Administrative officers",Unknown,1,1
Alberta,"    High Wage","Canada Book Distributors Ltd","Edmonton, AB T6E  5B","2171-Information systems analysts and consultants",Corporation,1,1
Alberta,"    High Wage","Caramex Logistics Inc","Sylvan Lake, AB T4S 0K5",1525-Dispatchers,Unknown,1,1
Alberta,"    High Wage","Caramex Logistics Inc","Sylvan Lake, AB T4S 0K5","7511-Transport truck drivers",Unknown,2,2
Alberta,"    High Wage","Grand Realty and Management Ltd","Calgary, AB T2E 8T6","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Alberta,"    High Wage","J&K Electrical Services Ltd.","edmonton, AB T6X 1S2","7241-Electricians (except industrial and power system)",Unknown,1,1
Alberta,"    High Wage","Pabyal construction Inc.","Chestermere, AB T1X 0R8","7204-Contractors and supervisors, carpentry trades",Unknown,1,1
Alberta,"   Low Wage","1119239 ALBERTA LTD. o/a EDO JAPAN (Medicine Hat)","Medicine Hat, AB T1B 2R4","6311-Food service supervisors",Unknown,1,1
Alberta,"   Low Wage","1122751 Alberta Ltd","Morinville, AB T8R 1P9","6311-Food service supervisors",Unknown,1,1
Alberta,"   Low Wage","1307208 AB LTD.","EDMONTON, AB T5L 4Y8","6311-Food service supervisors",Unknown,1,2
Alberta,"   Low Wage","1307208 AB LTD.","EDMONTON, AB T5L 4Y8",6322-Cooks,Unknown,1,3
Alberta,"   Low Wage","1624032 ALBERTA LTD","Fort SASKATCHEWAN, AB T8L 4P7",6322-Cooks,Unknown,1,1
Alberta,"   Low Wage","1724220 Alberta Ltd.","Canmore, AB T1W 2X3","6313-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
Alberta,"   Low Wage","1867499 Alberta Limited","Calgary, AB T2R 0C5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,"   Low Wage","1911522 Alberta Ltd. o/a Ramen Ramen Noodle House","Ft. McMurray, AB T9K 0T6","6311-Food service supervisors",Unknown,1,1
Alberta,"   Low Wage","1914349 Alberta Ltd","Edmonton, AB T6T 1A7",6322-Cooks,Unknown,1,2
Alberta,"   Low Wage","2054101 Alberta Ltd.","Edmonton, AB T6T 0M1","7511-Transport truck drivers",Unknown,1,4
Alberta,"   Low Wage","2104509 Alberta Ltd","FORT SASKATCHEWAN, AB T8L 4P4","6211-Retail sales supervisors",Unknown,1,1
Alberta,"   Low Wage","2165784 Alberta Ltd","Camrose, AB T4V 0K5","1241-Administrative assistants",Unknown,1,1
Alberta,"   Low Wage","4Word Inc.","Grande Prairie, AB T8V 2M9","6211-Retail sales supervisors",Unknown,1,1
Alberta,"   Low Wage","Amazing Nails & Spa","Grande Prairie, AB T8V 2N4","6316-Other services supervisors",Unknown,1,1
Alberta,"   Low Wage","BEIJING HOUSE CUISINE LTD","EDMONTON, AB T5L 5E7",6322-Cooks,Unknown,1,1
Alberta,"   Low Wage","C&L Cabinets Ltd.","Calgary, AB T2H 2L9","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"   Low Wage","Canada Book Distributors Ltd","Edmonton, AB T6E  5B","1221-Administrative officers",Corporation,1,1
Alberta,"   Low Wage","Dos Kalbos Ltd.","Slave Lake, AB T0G 2A0","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,"   Low Wage","Fast-Lane Pizza Pasta and More","CALGARY, AB T2J 2Y1","6311-Food service supervisors",Unknown,1,1
Alberta,"   Low Wage","Kyoto Sushi Japanese Restaurant","Edmonton, AB T6G 0G6",6322-Cooks,Unknown,1,1
Alberta,"   Low Wage","Pasifika Security Services Inc","Grande Prairie, AB T8V 2V4","6316-Other services supervisors",Unknown,1,1
Alberta,"   Low Wage","Petrojaffer116 Ltd.","Edmonton, AB T5V 1A1","6211-Retail sales supervisors",Unknown,1,1
Alberta,"   Low Wage","Pinoy Fiesta Ltd","Red Deer, AB T4P 2A5","6311-Food service supervisors",Unknown,1,2
Alberta,"   Low Wage","Pinoy Fiesta Ltd","Red Deer, AB T4P 2A5",6322-Cooks,Unknown,1,2
Alberta,"   Low Wage","Red Star Chinese Restaurant","RED DEER, AB T4N 3Y2",6322-Cooks,Unknown,1,1
Alberta,"   Low Wage","Westlock Inn Ltd.","Westlock, AB T7P 2G7",6322-Cooks,Unknown,2,2
Alberta," Global Talent Stream","Optimum Truck Lines Ltd","EDMONTON, AB T6T 0C6","2171-Information systems analysts and consultants",Unknown,1,1
"British Columbia","    High Wage","1074502 B.C. Ltd.","Richmond, BC V6X 2C3","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
"British Columbia","    High Wage","1146956 B.C. LTD","Coquitlam, BC V3K 3P4",6322-Cooks,Unknown,1,1
"British Columbia","    High Wage","1199405 BC Ltd","North Vancouver, BC V7P 1B7","7441-Residential and commercial installers and servicers",Unknown,1,1
"British Columbia","    High Wage","1220069 B.C. LTD.","NORTH VANCOUVER, BC V7P 2R4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
"British Columbia","    High Wage","32 Street Holdings Ltd","Surrey, BC V4P 1A2","6211-Retail sales supervisors",Unknown,1,1
"British Columbia","    High Wage","4S Scaffolding Ltd.","Burnaby, BC V5C 5M8","7611-Construction trades helpers and labourers",Unknown,1,1
"British Columbia","    High Wage","Audacia Ventures Inc.","Vancouver, BC V6B 2K4","0125-Other business services managers",Unknown,1,1
"British Columbia","    High Wage","Baran Steel Placing Rebar Inc","Vancouver, BC V5S 4R6",7236-Ironworkers,Unknown,1,5
"British Columbia","    High Wage","BluVec Technologies INC","Surrey, BC V4N 4Y1","0213-Computer and information systems managers",Unknown,1,1
"British Columbia","    High Wage","Candiz Food Group Ltd.","Burnaby, BC V5A 2H4","5241-Graphic designers and illustrators",Unknown,1,1
"British Columbia","    High Wage","Central Commercial and Residential Services Ltd","BURNABY, BC V5J 4V9","7313-Refrigeration and air conditioning mechanics",Unknown,1,1
"British Columbia","    High Wage","DMG Blockchain Solutions Inc.","Vancouver, BC V6B 2W9","2281-Computer network technicians",Unknown,1,6
"British Columbia","    High Wage","Dr. G Aulakh Inc","victoria, BC V8N 3E2","1221-Administrative officers",Unknown,1,1
"British Columbia","    High Wage","Dr. James Cadigan Inc.","RICHMOND, BC V7E 1T6","3222-Dental hygienists and dental therapists",Unknown,1,1
"British Columbia","    High Wage","Euro Food Plus Enterprises Inc","vancouver, BC V6G 1C7","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
"British Columbia","    High Wage","In & Out Express Ltd.","Maple Ridge, BC V2X 4Z5","1241-Administrative assistants",Unknown,1,1
"British Columbia","    High Wage","INAYAT CONSTRUCTION LTD.","Surrey, BC V3X 2Z5","7237-Welders and related machine operators",Unknown,1,1
"British Columbia","    High Wage","Manna International Trading Ltd.","Port Coquitlam, BC V3C 6N3","6411-Sales and account representatives - wholesale trade (non-technical)",Unknown,1,1
"British Columbia","    High Wage","Maple Appliances Ltd","Delta, BC V4C 7M5","7612-Other trades helpers and labourers",Unknown,1,2
"British Columbia","    High Wage","Nueltin Construction","Vancouver, BC V5N 5J2",7271-Carpenters,Unknown,1,1
"British Columbia","    High Wage","RM 200 Holding Ltd","BARRIERE, BC V0E 1E0","1241-Administrative assistants",Unknown,1,1
"British Columbia","    High Wage","RM 200 Holding Ltd","BARRIERE, BC V0E 1E0","1311-Accounting technicians and bookkeepers",Unknown,1,1
"British Columbia","    High Wage","Robertson Construction Ltd.","Surrey, BC V3S 7X1",7271-Carpenters,Co-operative,1,1
"British Columbia","    High Wage","SEA STAR EDUCATION LTD.","New Westminster, BC V3L 3C8","1221-Administrative officers",Unknown,1,2
"British Columbia","    High Wage","Shaan's Hair Studio Ltd","Abbotsford, BC V2T 1T3","6341-Hairstylists and barbers",Unknown,1,2
"British Columbia","    High Wage","Simple Solutions Immigration Consultancy Services Inc.","Surrey, BC V3W 3N5","1221-Administrative officers",Unknown,1,1
"British Columbia","    High Wage","Snow Peaks Cleaning Services Ltd.","Squamish, BC V8B 0P8","6315-Cleaning supervisors",Unknown,1,1
"British Columbia","    High Wage","Sparks Academy","Vancouver, BC V6M 3V7","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
"British Columbia","    High Wage","TRIPLE S TRUCK TIRES & TRAILER REPAIR LTD.","DELTA, BC V4G 1E4","1221-Administrative officers",Unknown,1,1
"British Columbia","    High Wage","Truwest Mortgage Incorporated","Surrey, BC V3W 3J7","1114-Other financial officers",Unknown,1,1
"British Columbia","    High Wage","Yeni Education (Richmond) Limited","Richmond, BC V6X 3Y2","4032-Elementary school and kindergarten teachers",Unknown,1,1
"British Columbia","   Low Wage","0803327 B.C. LTD.","Abbotsford, BC V2T 3S5","6513-Food and beverage servers",Unknown,1,1
