Province/Territory,"Program Stream",Employer,Address,Occupation,"Incorporate Status","Requested LMIAs","Requested Positions"
"New Brunswick                                                              ","Low Wage","GurSan food Inc","Moncton, NB E1C 2T6",63200-Cooks,Unknown,1,1
"New Brunswick                                                              ","Low Wage","Jack's Pizza & Donair","Fredericton, NB E3B 1E4",63200-Cooks,Unknown,1,1
"New Brunswick                                                              ","Low Wage","Lucky Dragon Stone Inc.","berry mills, NB E1G 3S2","94103-Concrete, clay and stone forming operators",Unknown,1,1
"New Brunswick                                                              ","Low Wage","Richibucto Food Services Inc.","Richibucto, NB E4W 4G5","62020-Food service supervisors",Unknown,1,2
"New Brunswick                                                              ","Low Wage","Stewart Transfer Ltd","PERTH-ANDOVER, NB E7H 5G3","73300-Transport truck drivers",Unknown,1,1
"New Brunswick                                                              ","Low Wage","Ultra painting Ltd","Moncton, NB E1A 5P2","73112-Painters and decorators (except interior decorators)",Unknown,1,1
"Quebec                                                                     ","High Wage","11782711 Canada Inc.","Montréal, QC H1G  3P","65311-Specialized cleaners",Corporation,1,6
"Quebec                                                                     ","High Wage","12657058 Canada Inc.","Mercier, QC J6R 2L1","73300-Transport truck drivers",Unknown,1,3
"Quebec                                                                     ","High Wage","93646818 Qc Inc","Saint-Hubert, QC J3Y 6W6","65220-Pet groomers and animal care workers",Unknown,1,1
"Quebec                                                                     ","High Wage","9419 9932 Quebec Inc","Delson, QC J5B 0A8","13100-Administrative officers",Unknown,1,1
"Quebec                                                                     ","High Wage","ALLUCENT RECHERCHE CANADA INC./ALLUCENT RESEARCH CANADA INC.","St-Laurent, QC H4M 2X4","21223-Database analysts and data administrators",Unknown,1,1
"Quebec                                                                     ","High Wage","Divex Marine Inc.","Saint-Mathieu-de-Beloeil, QC J3G 6X9","22312-Industrial instrument technicians and mechanics",Unknown,1,1
"Quebec                                                                     ","High Wage","Go RH","Québec, QC G1H 3E2","12101-Human resources and recruitment officers",Partnership,1,1
"Quebec                                                                     ","High Wage","Government of Canada / Gouvernement du Canada","Gatineau, QC K1A 0H3","21103-Meteorologists and climatologists",Unknown,1,1
"Quebec                                                                     ","High Wage","Grace Transport Services Inc","Pierrefonds, QC H8Z 1C2","14405-Transportation route and crew schedulers",Unknown,1,2
"Quebec                                                                     ","High Wage","Intelcom Courrier Canada","Montréal, QC H3C 1R5","13201-Production and transportation logistics coordinators",Unknown,1,1
"Quebec                                                                     ","High Wage","MARCHE FOUTA S.E.N.C.","MONTREAL, QC H1L 1C6","63201-Butchers - retail and wholesale",Unknown,1,1
"Quebec                                                                     ","High Wage","Nishan Transport","Dorval, QC H9P 2S1","62023-Customer and information services supervisors",Unknown,1,1
"Quebec                                                                     ","High Wage","Produits Andalos Inc.","St-Laurent, QC H4N 1R4","22312-Industrial instrument technicians and mechanics",Unknown,1,1
"Quebec                                                                     ","High Wage","S.P. Propre et Jolie Inc.","Laval, QC H7W 5E3","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
"Quebec                                                                     ","High Wage","Valiantys Inc.","Montréal, QC H3B 2E3","21222-Information systems specialists",Unknown,1,1
"Quebec                                                                     ","High Wage","Zone Technologie Electronique","Chambly, QC J3L 4X3","22310-Electrical and electronics engineering technologists and technicians",Unknown,1,1
"Quebec                                                                     ","Low Wage","12067471 CANADA INC.","Gatineau, QC J9J 2N6",14101-Receptionists,Unknown,1,1
"Quebec                                                                     ","Low Wage","12067471 CANADA INC.","Gatineau, QC J9J 2N6","33102-Nurse aides, orderlies and patient service associates",Unknown,1,6
"Quebec                                                                     ","Low Wage","12296969 Canada inc.","Saint-Jerome, QC J7Y 3K5","13100-Administrative officers",Unknown,1,1
"Quebec                                                                     ","Low Wage","12296969 Canada inc.","Saint-Jerome, QC J7Y 3K5",14404-Dispatchers,Unknown,1,2
"Quebec                                                                     ","Low Wage","14521561 Canada Inc.","Chateauguay, QC J6J 3H7","62024-Cleaning supervisors",Unknown,1,1
"Quebec                                                                     ","Low Wage","3311627 Canada inc.","Sept-Îles, QC G4R 1Y7","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
"Quebec                                                                     ","Low Wage","7957726 CANADA INC.","Québec, QC G1E 4Y6","72205-Telecommunications equipment installation and cable television service technicians",Unknown,1,1
"Quebec                                                                     ","Low Wage","8094705 CANADA INC","montreal, QC H4C 1N9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
"Quebec                                                                     ","Low Wage",91145102QUÉBECINC.,"Trois-rivières, QC G9A 4L3","14401-Storekeepers and partspersons",Unknown,1,1
"Quebec                                                                     ","Low Wage","9152-3555 Québec inc (Le Royaume des enfants)","Jonquière, QC G7X 0M5","42202-Early childhood educators and assistants",Unknown,1,1
"Quebec                                                                     ","Low Wage","9224-1173 quebec inc.","SAINT-RÉMI, QC J0L 2L0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
"Quebec                                                                     ","Low Wage","9297-8865 quebec inc","blainville, QC J7C 2L3","42202-Early childhood educators and assistants",Unknown,1,1
"Quebec                                                                     ","Low Wage","9309-3409 Québec INC","st-janvier de joly, QC G0S 1M0",14101-Receptionists,Unknown,1,1
"Quebec                                                                     ","Low Wage","9323-3492 Québec Inc.","Pont-Rouge, QC G3H 2Y2","65311-Specialized cleaners",Unknown,1,1
"Quebec                                                                     ","Low Wage","9328-7324 Québec Inc.","Québec, QC G1X 3S2","13110-Administrative assistants",Unknown,1,1
"Quebec                                                                     ","Low Wage","9366-3045 Quebec Inc","Laval, QC H7E 2C6","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
"Quebec                                                                     ","Low Wage","9377-6011 QUEBEC INC","MONTREAL, QC H4M 1S4","75201-Delivery service drivers and door-to-door distributors",Unknown,1,1
"Quebec                                                                     ","Low Wage","9378-6556 QUEBEC INC.","Pierrefonds, QC H9H 1K9","65312-Janitors, caretakers and heavy-duty cleaners",Unknown,1,1
"Quebec                                                                     ","Low Wage","9422-8145 Quebec Inc.","Laval, QC H7L 5A7",63200-Cooks,Unknown,1,5
"Quebec                                                                     ","Low Wage","9427-2101 Québec Inc.","laval, QC H7H 2V3","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Quebec                                                                     ","Low Wage","9427-2101 Québec Inc.","laval, QC H7H 2V3","13110-Administrative assistants",Unknown,1,1
"Quebec                                                                     ","Low Wage","9427-2101 Québec Inc.","laval, QC H7H 2V3",63200-Cooks,Unknown,1,7
"Quebec                                                                     ","Low Wage","9436-3785 Quebec inc.","Montréal, QC H3A 2L1",63200-Cooks,Unknown,1,1
"Quebec                                                                     ","Low Wage","9459-7770 Quebe inc","Montreal, QC H2X 2T2","63211-Estheticians, electrologists and related occupations",Unknown,1,1
"Quebec                                                                     ","Low Wage","9490-1097 QUEBEC INC GARAGE UNION AUTO","Montréal, QC H1H 0A2","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
"Quebec                                                                     ","Low Wage","9498-3186 QUÉBEC INC.","SAINT-HUBERT  - LONGUEUIL, QC J3Y 5K2",63200-Cooks,Unknown,1,2
"Quebec                                                                     ","Low Wage","9501-8370 Québec Inc.","Montréal, QC H2R 1N3",63200-Cooks,Unknown,1,1
"Quebec                                                                     ","Low Wage","Académie L'escargot Futé","Montréal, QC H2R 1X1","42202-Early childhood educators and assistants",Corporation,1,1
"Quebec                                                                     ","Low Wage","allo mon coco","Boucherville, QC J4B 7A2",63200-Cooks,Unknown,1,1
"Quebec                                                                     ","Low Wage","allo mon coco","Montréal, QC H1M 1W9","62020-Food service supervisors",Partnership,1,4
"Quebec                                                                     ","Low Wage","allo mon coco","Montréal, QC H1M 1W9",63200-Cooks,Partnership,1,6
"Quebec                                                                     ","Low Wage","amksolution inc","Québec, QC G1N 2C9","13110-Administrative assistants",Unknown,1,1
"Quebec                                                                     ","Low Wage","APN inc","Québec, QC G1P 4S5","72100-Machinists and machining and tooling inspectors","Sole Proprietorship",2,3
"Quebec                                                                     ","Low Wage","Auberge l'Amarré inc.","Mont-Louis, QC G0E 1T0","60031-Accommodation service managers",Unknown,1,1
"Quebec                                                                     ","Low Wage","Bah Emploi Inc","Laval, QC H7A 1Y9","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
"Quebec                                                                     ","Low Wage","Bernard et fils traiteur inc.","Montréal, QC H1W 3X6","65102-Store shelf stockers, clerks and order fillers",Unknown,1,1
"Quebec                                                                     ","Low Wage","CAMPING UNION INC.","Prévost, QC J0R 1T0","85121-Landscaping and grounds maintenance labourers",Unknown,1,3
"Quebec                                                                     ","Low Wage","CBR Laser inc.","PLESSISVILLE, QC G6L 2Y2","72400-Construction millwrights and industrial mechanics",Unknown,1,1
"Quebec                                                                     ","Low Wage","Chabot Carrosserie Inc.","Montmagny, QC G5V 4S5","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,5
"Quebec                                                                     ","Low Wage","Charles Turcotte et fils","Trois-rivieres, QC G8T 9S6","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
"Quebec                                                                     ","Low Wage","Château Bromont inc","Bromont, QC J2L 1K6","65310-Light duty cleaners",Unknown,1,1
"Quebec                                                                     ","Low Wage","Chez Djack","Amos, QC J9T 4B2",65100-Cashiers,Unknown,1,1
"Quebec                                                                     ","Low Wage","Cinesite Inc.","Montréal, QC H2Y  0A","21232-Software developers and programmers",Corporation,1,1
"Quebec                                                                     ","Low Wage","COLIBRI AVOCATS INC","Montreal, QC H1P 2B7","42200-Paralegal and related occupations",Unknown,1,1
"Quebec                                                                     ","Low Wage","Délices SG inc.","Saint-Jean-sur-Richelieu, QC J3B 8R4",63200-Cooks,Unknown,1,1
"Quebec                                                                     ","Low Wage","DISTRIBUTION CONNEXCEL","Gatineau, QC J9J 0B4","72205-Telecommunications equipment installation and cable television service technicians",Unknown,1,1
"Quebec                                                                     ","Low Wage",ecoair,"St-Alphonse-de-Granby, QC J0E 2A0","14100-General office support workers",Corporation,1,1
"Quebec                                                                     ","Low Wage","Eden Ménage Inc","Montréal, QC H3L 2J4","73200-Residential and commercial installers and servicers",Unknown,1,2
"Quebec                                                                     ","Low Wage","EMPREINTE AMERIQUE DU NORD INC","LASALLE, QC H8N 2W9","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
"Quebec                                                                     ","Low Wage","FABE - Custom Downstream Systems","Lachine, QC H8T 2Y3","94106-Machining tool operators",Unknown,1,1
"Quebec                                                                     ","Low Wage","Garderie Malika Inc","Longueuil, QC J4M 1C2","42202-Early childhood educators and assistants",Unknown,1,1
"Quebec                                                                     ","Low Wage","Gestion Cejemar Inc.","Berthierville, QC J0K 1A0","62020-Food service supervisors",Unknown,1,3
"Quebec                                                                     ","Low Wage","GESTION DARBICH INC.","Québec, QC G1C 1N7","73301-Bus drivers, subway operators and other transit operators",Corporation,1,1
"Quebec                                                                     ","Low Wage","Groupe Cabico Inc.","Coaticook, QC J1A 0B4","94124-Woodworking machine operators",Unknown,1,1
"Quebec                                                                     ","Low Wage","GROUPE KENZO INC","Saint-Laurent, QC H4N 2M5","13110-Administrative assistants",Unknown,1,1
"Quebec                                                                     ","Low Wage","GTI Consultant Inc","Salaberry-de-Valleyfield, QC J6T 1L6","22212-Drafting technologists and technicians",Unknown,1,1
"Quebec                                                                     ","Low Wage","IMMOBILIER QUATRE VENTS INC","WESTMOUNT, QC H3Z 1X1","65310-Light duty cleaners",Unknown,1,1
"Quebec                                                                     ","Low Wage","Impot d'Or inc.","Montréal, QC H1H 1M3","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Quebec                                                                     ","Low Wage","Kenko Food Bar","Montreal, QC H3P 3E9","65201-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,1
"Quebec                                                                     ","Low Wage","Lanna Thai Massage Montreal Inc","Outremont, QC H2T 1V9","32201-Massage therapists",Unknown,1,1
"Quebec                                                                     ","Low Wage","Le Groupe Jalicika Inc.","Saint-Hubert, QC J3Y 2S1","75101-Material handlers",Unknown,2,2
"Quebec                                                                     ","Low Wage","Les Bois de plancher PG inc.","Saint-Édouard-de-Lotbinière, QC G0S 1Y0","95103-Labourers in wood, pulp and paper processing",Unknown,1,5
"Quebec                                                                     ","Low Wage","Les Industries Rouillard inc","Québec, QC G1E 3G1","94210-Furniture and fixture assemblers, finishers, refinishers and inspectors",Unknown,1,1
"Quebec                                                                     ","Low Wage","MAclinique Mobile inc.","Quebec City, QC G2J 0C4","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1
"Quebec                                                                     ","Low Wage","Manucam Ressources Humaines","Laval, QC H7P 6B3","13110-Administrative assistants",Unknown,1,1
"Quebec                                                                     ","Low Wage","Marché Atlas","saint léonard, Montréal, QC H1S 1J9",63200-Cooks,Unknown,1,1
"Quebec                                                                     ","Low Wage","MONTYCA IMMIGRATION Inc.","Montréal, QC H3W 1W2","13110-Administrative assistants",Unknown,1,1
"Quebec                                                                     ","Low Wage","Morrisson Edoukou Joseph","Longueuil, QC J4K 4K2","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1
"Quebec                                                                     ","Low Wage","Multiservices Star inc.","Québec, QC G3E 0J7","13110-Administrative assistants",Unknown,1,1
"Quebec                                                                     ","Low Wage","NETTOYAGE YACOB SCRIVE ENR.","Montréal, QC H1S 1W6","62024-Cleaning supervisors","Sole Proprietorship",1,1
"Quebec                                                                     ","Low Wage","Nicolas Khouzam inc.","Laval, QC H7W  5N","62020-Food service supervisors","Sole Proprietorship",1,1
"Quebec                                                                     ","Low Wage","Nicolas Khouzam inc.","Laval, QC H7W  5N","65201-Food counter attendants, kitchen helpers and related support occupations","Sole Proprietorship",2,2
"Quebec                                                                     ","Low Wage","Nishan Transport","Dorval, QC H9P 2S1","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
"Quebec                                                                     ","Low Wage","Nozi inc.","Longueuil, QC J4K 3K6","70011-Home building and renovation managers",Unknown,1,1
"Quebec                                                                     ","Low Wage","PAVILLON MONTFORT","Montréal, QC H1G 2J5","33102-Nurse aides, orderlies and patient service associates",Corporation,1,1
"Quebec                                                                     ","Low Wage","Plomberie et Chauffage S.O.S Canada Inc.","Laval, QC H6T 1G8",72300-Plumbers,Unknown,1,2
"Quebec                                                                     ","Low Wage","Poulet Rouge Capitale","Québec, QC G1N 2E6","65201-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,1
"Quebec                                                                     ","Low Wage","Prada Coiffure Inc","Montréal, QC H1S 1L2",14101-Receptionists,Unknown,1,1
"Quebec                                                                     ","Low Wage","Prémoulé Inc.","Québec, QC G1P 3S3","94124-Woodworking machine operators",Unknown,1,1
"Quebec                                                                     ","Low Wage","Produits Forestiers St-Armand Inc.","Saint-Armand, QC J0J 1T0","72422-Electrical mechanics",Unknown,1,2
"Quebec                                                                     ","Low Wage","Recrutement Global du Québec, Inc.","Verdun, QC H4G 3A1","11200-Human resources professionals",Unknown,1,1
"Quebec                                                                     ","Low Wage","René Matériaux Composites","St-Éphrem, QC G0M 1R0","72100-Machinists and machining and tooling inspectors",Unknown,1,1
"Quebec                                                                     ","Low Wage","RESIDENCE CHATEAU BELLY 2023 INC","VICTORIAVILLE, QC G6P 6P3","33102-Nurse aides, orderlies and patient service associates",Unknown,1,2
"Quebec                                                                     ","Low Wage","Services de transport Trac-World Inc.","Sainte-Catherine, QC J5C 1B5","13102-Payroll administrators",Unknown,1,1
"Quebec                                                                     ","Low Wage","services pneu moran INC","SAINT MARTHE, QC J0P 1W0","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
"Quebec                                                                     ","Low Wage","Soins à la Maison Inc","Saint-Laurent, QC H4L 4L1","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1
"Quebec                                                                     ","Low Wage","TransportSAJA inc.","Montréal, QC H1Z 1M6","75201-Delivery service drivers and door-to-door distributors",Corporation,1,2
"Quebec                                                                     ","Low Wage","TREALMONT TRADE LANE INC.","MONTREAL, QC H2Y 1R2","13201-Production and transportation logistics coordinators",Unknown,1,1
"Quebec                                                                     ","Primary Agriculture","Les Entreprises Pitre Inc.","Mont-Laurier, QC J9L 3G5","85101-Harvesting labourers","Sole Proprietorship",1,16
"Quebec                                                                     ","Global Talent Stream","My Supply Chain Group LLC","Montreal, QC H2R 0C2","21221-Business system specialists",Corporation,1,1
"Ontario                                                                    ","High Wage","002555592 Ontario Inc.","Brampton, ON L6V 2A3","13110-Administrative assistants",Unknown,1,2
"Ontario                                                                    ","High Wage","01012021BDSEK INC","Niagara Falls, ON L2G 3R6","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","High Wage","1000011601 Ontario Ltd.","Brampton, ON L6P 4A9","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","High Wage","1000060382 Ontario Inc.","Woodbridge, ON L4L 9R4",63202-Bakers,Unknown,1,2
"Ontario                                                                    ","High Wage","1000103413 ONTARIO INC.","Niagara Falls, ON L2E 3M5","33102-Nurse aides, orderlies and patient service associates",Unknown,1,2
"Ontario                                                                    ","High Wage","1000199883 ONTARIO LTD.","Brampton, ON L6V 4R2","00012-Senior managers - financial, communications and other business services",Unknown,1,1
"Ontario                                                                    ","High Wage","1000211983 Ontario Inc.","London, ON N5V 1A1","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","High Wage","1000304070 ONTARIO INC","BRANTFORD, ON N3T 6M7","62020-Food service supervisors",Unknown,1,1
"Ontario                                                                    ","High Wage","1000322926 Ontario Inc.","Nepean, ON K2H 7B3","60020-Retail and wholesale trade managers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000360736 Ontario Inc","London, ON N5W 3C1","62020-Food service supervisors",Unknown,1,1
"Ontario                                                                    ","High Wage","1000413834 ONTARIO INC.","BRAMPTON, ON L7A 1B5","72020-Contractors and supervisors, mechanic trades",Unknown,1,1
"Ontario                                                                    ","High Wage","100043974 Ontario Inc.","Sudbury, ON P3C 3X8","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1
"Ontario                                                                    ","High Wage","1000518100 ONTARIO INCORPORATED","WINDSOR, ON N9A 1B3","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000518100 ONTARIO INCORPORATED","WINDSOR, ON N9A 1B3","62024-Cleaning supervisors",Unknown,1,1
"Ontario                                                                    ","High Wage","1000564672 Ontario Inc","North York, ON M2M 3W7","22220-Computer network and web technicians",Unknown,1,1
"Ontario                                                                    ","High Wage","1000567596 ONTARIO INC.","Richmond Hill, ON L4C 5P7","72204-Telecommunications line and cable installers and repairers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000582704 Ontario Inc","Markdale, ON N0C 1H0","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","High Wage","1000603513 ONTARIO INC.","KITCHENER, ON N2A 1B7","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","High Wage","1000605418 ONTARIO INC.","Toronto, ON M6K 0E9","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000615862 ONTARIO INC.","Toronto, ON M6K 0E9","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000615867 ONTARIO INC.","Toronto, ON M6K 0E9","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000615906 ONTARIO INC.","Toronto, ON M6K 0E9","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000635460 ONTARIO INC.","Richmond Hill, ON L4B 0H3","73200-Residential and commercial installers and servicers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000638543 ONTARIO INC.","Richmond Hill, ON L4B 0H3","70010-Construction managers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000647223 ONTARIO INC.","Toronto, ON M6K 0E9","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000658618 ONTARIO INC.","Mississuaga, ON L4X 1V7","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000664257 ONTARIO INC.","Toronto, ON M6H 1C8","21222-Information systems specialists",Unknown,1,1
"Ontario                                                                    ","High Wage","1000667925 ONTARIO INC.","Toronto, ON M5T 2K4","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000668147 ONTARIO INC.","Toronto, ON M4E 2E1","11101-Financial and investment analysts",Unknown,1,1
"Ontario                                                                    ","High Wage","1000672087 ONTARIO INC.","Vaughan, ON L4K 0L7","21222-Information systems specialists",Unknown,1,1
"Ontario                                                                    ","High Wage","1000672093 ONTARIO INC.","Toronto, ON M6H 1C8","22220-Computer network and web technicians",Unknown,1,1
"Ontario                                                                    ","High Wage","1000673976 ONTARIO INCORPORATED","Waterloo, ON N2J 3B8","21232-Software developers and programmers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000674075 ONTARIO INC.","Maple, ON L6A 4Z8","62024-Cleaning supervisors",Unknown,1,1
"Ontario                                                                    ","High Wage","1000677338 ONTARIO INCORPORATED","Richmond Hill, ON L4B 0H3","73200-Residential and commercial installers and servicers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000677913 ONTARIO INC.","Toronto, ON M4X 1K3","43109-Other instructors",Unknown,1,1
"Ontario                                                                    ","High Wage","1000678445 ONTARIO INCORPORATED","Maple, ON L6A 4Z8","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000691697 ONTARIO INCORPORATED","Toronto, ON M4X 1K3","43109-Other instructors",Unknown,1,1
"Ontario                                                                    ","High Wage","1000692451 ONTARIO INC.","Mississauga, ON L5M 4R5","62101-Retail and wholesale buyers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000710436 ONTARIO INC.","Mississauga, ON L5A 2R5","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000718341 ONTARIO INC.","Toronto, ON M5A 0K9","22312-Industrial instrument technicians and mechanics",Unknown,1,1
"Ontario                                                                    ","High Wage","1000733971 ONTARIO INC.","North York, ON M2N 3H6","10010-Financial managers",Unknown,1,1
"Ontario                                                                    ","High Wage","1000829301 ONTARIO INC.","London, ON N6B 1R3","72020-Contractors and supervisors, mechanic trades",Unknown,1,1
"Ontario                                                                    ","High Wage","1000829301 ONTARIO INC.","London, ON N6B 1R3","94200-Motor vehicle assemblers, inspectors and testers",Unknown,1,2
"Ontario                                                                    ","High Wage","10030341 Canada Inc.","Scarborough, ON M1L 4V9","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","High Wage","10030341 Canada Inc.","Scarborough, ON M1L 4V9","62029-Other services supervisors",Unknown,1,1
"Ontario                                                                    ","High Wage","1069195 Ontario Inc.","Toronto, ON M5H 2Y4","60010-Corporate sales managers",Unknown,1,1
"Ontario                                                                    ","High Wage","10832758 Canada Inc.","Mississauga, ON L5N 5T4","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","High Wage","10890855 Canada Inc.","St Thomas, ON N5R 6M1","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Ontario                                                                    ","High Wage","10953288 CANADA LIMITED","Mississauga, ON L5R 3E7","00013-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1
"Ontario                                                                    ","High Wage","10954195 CANADA CORP","Mississauga, ON L4T 3W4","60020-Retail and wholesale trade managers",Unknown,1,1
"Ontario                                                                    ","High Wage","11043277 CANADA INC.","Bradford, ON L3Z 0W8","70020-Managers in transportation",Unknown,1,1
"Ontario                                                                    ","High Wage","11043277 CANADA INC.","Bradford, ON L3Z 0W8","73300-Transport truck drivers",Unknown,2,7
"Ontario                                                                    ","High Wage","11203568 Canada Inc","Brampton, ON L6W 2B5","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","High Wage","11203568 Canada Inc","Brampton, ON L6W 2B5","72204-Telecommunications line and cable installers and repairers",Unknown,1,2
"Ontario                                                                    ","High Wage","11551221 Canada Inc.","Caledon, ON L7C 3N7","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
"Ontario                                                                    ","High Wage","11661477 Canada Inc.","Toronto, ON M6J 2H2","51120-Producers, directors, choreographers and related occupations",Unknown,1,1
"Ontario                                                                    ","High Wage","12061821 CANADA INC","BRAMPTON, ON L6S 6K7","73300-Transport truck drivers",Unknown,1,1
"Ontario                                                                    ","High Wage","12269147 Canada Inc.","Brampton, ON L6Y 5C1","73300-Transport truck drivers",Unknown,1,1
"Ontario                                                                    ","High Wage","1232928 Ontario Inc","Toronto, ON M5P 2X5","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Ontario                                                                    ","High Wage","12406489` CANADA INC.","BRAMPTON, ON L6X 2B4","73112-Painters and decorators (except interior decorators)",Unknown,1,1
"Ontario                                                                    ","High Wage","12572818 Canada Inc.","St-Thomas, ON N5R 6M1","21231-Software engineers and designers",Unknown,1,2
