Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT Approuvés","Postes Approuvés"
Île-du-Prince-Édouard,"   Bas salaire","By the Water Shellfish (2012) Inc","Borden Carleton, PE C0B 1X0","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,1,25
Île-du-Prince-Édouard,"   Bas salaire","Captain Cooke's Seafood Inc","Borden Carleton, PE C0B 1X0","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,60
Île-du-Prince-Édouard,"   Bas salaire","DW Restaurants Moncton  Inc","Charlottetown, PE C1A 4B5","6311-Superviseurs des services alimentaires",Inconnu,2,4
Île-du-Prince-Édouard,"   Bas salaire","EAST CAPE OYSTER COMPANY","Charlottetown, PE C1E 2A1","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,2,4
Île-du-Prince-Édouard,"   Bas salaire","East Point Potato 2009 Inc.","Souris, PE C0A 2B0",7452-Manutentionnaires,Inconnu,1,3
Île-du-Prince-Édouard,"   Bas salaire","Empire Bagels Inc","Charlottetown, PE C1A 8K3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Île-du-Prince-Édouard,"   Bas salaire","Garland Construction Inc.","Milton Station, PE C1E 0M6","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Île-du-Prince-Édouard,"   Bas salaire","L&C Fisheries Inc","French River, PE C0B 1M0","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,5
Île-du-Prince-Édouard,"   Bas salaire","Maritime Select Lobster Inc.","Alberton, PE C0B 1B0","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,1,10
Île-du-Prince-Édouard,"   Bas salaire","Murphy Investments Ltd.","Charlottetown, PE, PE C1E 2A1",6322-Cuisiniers,Inconnu,4,6
Île-du-Prince-Édouard,"   Bas salaire","NORTH ATLANTIC ORGANICS LTD","Tignish RR#4, PE C0B 2B0","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",Inconnu,1,2
Île-du-Prince-Édouard,"   Bas salaire","Perrys Construction Ltd.","Tignish, PE C0B 2B0","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,20
Île-du-Prince-Édouard,"   Bas salaire","PIZZA DELIGHT","Montague, PE C0A 1R0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Île-du-Prince-Édouard,"   Bas salaire","South Shore Seafoods Ltd.","Bloomfield, PE C0B 1E0","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,3,148
Île-du-Prince-Édouard,"   Bas salaire","Steerman's Quality Meats Inc.","Vernon Bridge, PE C0A 2E0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,1
Île-du-Prince-Édouard,"   Bas salaire","VALLEY HOLDINGS LTD","CHARLOTTETOWN, PE C1A 1P2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Île-du-Prince-Édouard,"   Bas salaire","VALLEY HOLDINGS LTD","CHARLOTTETOWN, PE C1A 1P2","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",Inconnu,1,7
Île-du-Prince-Édouard,"  Agriculture primaire","100556 P.E.I. INC. G W.& R Visser Farms","Vernon Bridge, PE C0A 2E0","8431-Ouvriers agricoles",Inconnu,1,6
Île-du-Prince-Édouard,"  Agriculture primaire","101497 PEI Inc","Cherry Valley, PE C0A 2E0","8431-Ouvriers agricoles",Inconnu,1,15
Île-du-Prince-Édouard,"  Agriculture primaire","14188977 Canada Inc.","Murray River, PE C0A  1W","8611-Manoeuvres à la récolte",Corporation,1,5
Île-du-Prince-Édouard,"  Agriculture primaire","6219128 Canada Inc","Montague, PE C0A 1R0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",Inconnu,1,1
Île-du-Prince-Édouard,"  Agriculture primaire","Atlantic Grown Organics Inc","Spring Valley, PE C0B 1M0","8431-Ouvriers agricoles",Inconnu,1,2
Île-du-Prince-Édouard,"  Agriculture primaire","Birch Farms Ltd.","Summerside, PE C1N 4J9","8431-Ouvriers agricoles",Inconnu,1,8
Île-du-Prince-Édouard,"  Agriculture primaire","Brookfield Gardens Inc","Brookfield, PE C0A 1Y0","8431-Ouvriers agricoles",Inconnu,1,2
Île-du-Prince-Édouard,"  Agriculture primaire","BUNNY BURROW VEGETABLE CO. LTD","Kinkora, PE C0B 1N0","8431-Ouvriers agricoles",Inconnu,2,2
Île-du-Prince-Édouard,"  Agriculture primaire","Cedar Grove Farms","RichmondRR1, PE C0B 1Y0","8431-Ouvriers agricoles",Inconnu,1,2
Île-du-Prince-Édouard,"  Agriculture primaire","Dalmeny Farms","Montague, PE C0A 1R0","8431-Ouvriers agricoles",Inconnu,1,2
Île-du-Prince-Édouard,"  Agriculture primaire","Eastern Exporters Limited","Souris, PE C0A 2B0","8431-Ouvriers agricoles",Inconnu,1,1
Île-du-Prince-Édouard,"  Agriculture primaire","Eastern Farms Ltd.","Pownal, PE C1B 3S5","8431-Ouvriers agricoles",Inconnu,1,4
Île-du-Prince-Édouard,"  Agriculture primaire","Frizzells Valleyville Farm Inc","Hunter River, PE C0A 1N0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",Inconnu,1,2
Île-du-Prince-Édouard,"  Agriculture primaire","HILLTOP PRODUCE LTD","Kinkora, PE C0B 1N0","8431-Ouvriers agricoles",Inconnu,1,4
Île-du-Prince-Édouard,"  Agriculture primaire","Hy-Croft Farms Inc.","Summerside, PE C1N 4V4","8431-Ouvriers agricoles",Inconnu,2,14
Île-du-Prince-Édouard,"  Agriculture primaire","Island Acres Produce Ltd.","North Tryon, PE C0B 1A0","8611-Manoeuvres à la récolte",Inconnu,1,4
Île-du-Prince-Édouard,"  Agriculture primaire","Island Seed Farm Inc.","Kinkora, PE C0B 1N0","8431-Ouvriers agricoles",Inconnu,1,1
Île-du-Prince-Édouard,"  Agriculture primaire","KINKORA HOLDINGS INC","Kinkora, PE C0B 1N0","8611-Manoeuvres à la récolte",Inconnu,1,8
Île-du-Prince-Édouard,"  Agriculture primaire","Kouwenberg Farm Inc.","Millview, PE C0A 2E0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",Inconnu,1,3
Île-du-Prince-Édouard,"  Agriculture primaire","Kyle Murray Farms","Albany, PE C0B 1A0","8431-Ouvriers agricoles","Entreprise à propriétaire unique",1,2
Île-du-Prince-Édouard,"  Agriculture primaire","Matos Winery Inc.","St. Catherines, PE C0A 1H1","8431-Ouvriers agricoles",Inconnu,1,1
Île-du-Prince-Édouard,"  Agriculture primaire","MGS Holdings & Distribution Ltd.","Alberton, PE C0B 1B0","8431-Ouvriers agricoles",Inconnu,4,63
Île-du-Prince-Édouard,"  Agriculture primaire","Middleton Farms Ltd","Kinkora, PE C0B 1N0","8431-Ouvriers agricoles",Inconnu,1,4
Île-du-Prince-Édouard,"  Agriculture primaire","Mol Farms Inc.","Kinkora, PE C0B 1N0","8431-Ouvriers agricoles",Inconnu,1,4
Île-du-Prince-Édouard,"  Agriculture primaire","Newland Farms Inc.","Hunter River, PE C0A 1N0","8431-Ouvriers agricoles",Inconnu,1,2
Île-du-Prince-Édouard,"  Agriculture primaire","Port Hill Milking Company","Tyne Valley, PE C0B 2C0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",Inconnu,2,2
Île-du-Prince-Édouard,"  Agriculture primaire","Smith Farms Ltd.","Kinkora, PE C0B 1N0","8431-Ouvriers agricoles",Inconnu,1,1
Île-du-Prince-Édouard,"  Agriculture primaire","Valley Grove Enterprises Ltd","Kensington, PE C0B 1M0","8431-Ouvriers agricoles",Inconnu,1,3
Île-du-Prince-Édouard,"  Agriculture primaire","Vanco Farms Ltd.","Mount Albion, PE C1B 0R4","8431-Ouvriers agricoles",Inconnu,4,104
Île-du-Prince-Édouard,"  Agriculture primaire","Verdant LLC","Cardigan, PE C0A 1G0","8431-Ouvriers agricoles",Inconnu,2,47
Île-du-Prince-Édouard,"  Agriculture primaire","W.P.  Griffin Inc.","Elmsdale, PE C0B 1K0","8431-Ouvriers agricoles",Inconnu,1,6
Nouvelle-Écosse,"     Haut salaire","2453196 ONTARIO LTD.","Glace Bay, NS B1A 2E8","1522-Magasiniers et commis aux pièces",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","3312739 Nova Scotia Limited","Halifax, NS B3M 3B4","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,3
Nouvelle-Écosse,"     Haut salaire","3324671 Nova Scotia Limited","Bedford, NS B4A 0C9","1241-Adjoints administratifs",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","3335649 Nova Scotia Limited","Halifax, NS B3M 2K6","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","3341342 NS LTD","PICTOU, NS B0K 1H0","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,2
Nouvelle-Écosse,"     Haut salaire","4044155 NOVA SCOTIA LIMITED","FALL RIVER, NS B2T 1E6","6316-Surveillants des autres services",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Acadian Seaplants Limited","Dartmouth, NS B3B 1X8","2221-Technologues et techniciens en biologie",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Aculocus Health and Beauty","Halifax, NS B3M 0J9","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Anumandla Accounting Limited","HALIFAX, NS B3J 3L8","1111-Vérificateurs et comptables",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Cameron Seafoods Company","Centreville, NS B0P 1J0","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Craigs Lobster Ltd","Shelburne County, NS B0W 3B0","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,1,3
Nouvelle-Écosse,"     Haut salaire","Dalhousie University","Halifax, NS B3H 4H2","4011-Professeurs et chargés de cours au niveau universitaire",Inconnu,2,2
Nouvelle-Écosse,"     Haut salaire","Dexter Construction Company Ltd.","Bedford, NS B4A 3Z2","7521-Conducteurs d'équipement lourd (sauf les grues)",Inconnu,1,5
Nouvelle-Écosse,"     Haut salaire","Dragon Ebikes Ltd.","Halifax, NS B3K 3B4","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","DRIFT RESTAURANT GROUP LIMITED PARTNERSHIP","Halifax, NS B3J 1S5",6332-Boulangers-pâtissiers,Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Eastwater Professional Roofing Services Ltd","Yarmouth, NS B5A 5H8",7271-Charpentiers-menuisiers,Inconnu,1,3
Nouvelle-Écosse,"     Haut salaire","Elmsdale Landscaping Limited","Elmsdale, NS B2S 1K7","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,6
Nouvelle-Écosse,"     Haut salaire","Elmsdale Landscaping Limited","Elmsdale, NS B2S 1K7","7612-Autres manoeuvres et aides de soutien de métiers",Inconnu,1,2
Nouvelle-Écosse,"     Haut salaire","Emigrance Consulting & Immigration Inc.","Lakeside, NS B3T 1A2","1241-Adjoints administratifs",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Harvest-Bedford Incorporated","Bedford, NS B4A 3P1","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","0113-Directeurs des achats",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","0114-Directeurs d'autres services administratifs",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","1122-Professionnels des services-conseils en gestion aux entreprises",Inconnu,4,4
Nouvelle-Écosse,"     Haut salaire","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","2171-Analystes et consultants en informatique",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","J. Mason Contracting Limited","FALL RIVER, NS B2T 1E6","7282-Finisseurs de béton",Inconnu,1,3
Nouvelle-Écosse,"     Haut salaire","Jack Lee Construction Inc.","Fall River, NS B2T 1H7",7271-Charpentiers-menuisiers,Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Jack Lee Construction Inc.","Fall River, NS B2T 1H7","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Kingsport Studios Limited","Kingsport, NS B0P 1H0","3232-Praticiens des médecines douces",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","MacDonell’s Small Jobs Ltd","Barrington Passage, NS B0W 1G0",7271-Charpentiers-menuisiers,Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","North End Community Day Care Center","Halifax, NS B3K 1X2","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","North's Auto Body Ltd.","Kentville, NS B4N 3V7","7322-Débosseleurs et réparateurs de carrosserie",Inconnu,1,2
Nouvelle-Écosse,"     Haut salaire","Paraza Technologies Inc.","Halifax, NS B3J 3K8",2112-Chimistes,Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Rainbow Nails Incorporated","Halifax, NS B3L 4N9","6562-Esthéticiens, électrolystes et personnel assimilé",Inconnu,1,5
Nouvelle-Écosse,"     Haut salaire","Road Riders Express Inc","halifax, NS B3S 0B9","1241-Adjoints administratifs",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","SANDHYAJI HOTELS NOVA INC.","Sydney, NS B1S 1A1","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Springfield Hotels (Halifax) Incorporated","Enfield, NS B2T 0A2","1212-Superviseurs de commis de finance et d'assurance",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","The Orb Factory Limited","Halifax, NS B3P 1L3","1122-Professionnels des services-conseils en gestion aux entreprises",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","THOR   RENOVATION","Bedford, NS B4A 1P3",7271-Charpentiers-menuisiers,Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","TOPAZ TRANSPORT INC.","BEAVER BANK, NS B4E 3J4",1525-Répartiteurs,Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Urbanowski Holdings Limited","Bedford, NS B4A 2X9","3223-Technologues et techniciens dentaires et auxiliaires dans les laboratoires dentaires",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Valley Flaxflour Limited","Middleton,, NS B0S 1P0","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,2
Nouvelle-Écosse,"   Bas salaire","12914158 Canada","Dartmouth, NS B3B 1E5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","12914158 Canada","Dartmouth, NS B3B 1E5","7511-Conducteurs de camions de transport",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","3056092 Nova Scotia Ltd.","Upper Tantallon, NS B3Z 1H3",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","3094037 Nova Scotia Limited","BEDFORD, NS B4A 3Y4",6322-Cuisiniers,Inconnu,1,2
Nouvelle-Écosse,"   Bas salaire","3099794 Nova Scotia Ltd.","Enfield, NS B2T 1C8","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,2
Nouvelle-Écosse,"   Bas salaire","3261813 Nova Scotia Limited","Dartmouth, NS B3K 4X7",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","3271160 NS Limited","Halifax, NS B3J 2C3",6322-Cuisiniers,Inconnu,1,4
Nouvelle-Écosse,"   Bas salaire","3272946 NOVA SCOTIA LIMITED","Lower Sackville, NS B4C 2S2","6513-Serveurs d'aliments et de boissons",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","3272946 NOVA SCOTIA LIMITED","Lower Sackville, NS B4C 2S2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","3274876 Nova Scotia Ltd","Clarks Harbour, NS B0W 1P0","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,36
Nouvelle-Écosse,"   Bas salaire","3277374 Nova Scotia Limited","Halifax, NS B3J 2B5",6322-Cuisiniers,Inconnu,1,4
Nouvelle-Écosse,"   Bas salaire","3290188 NS limited","Halifax, NS B3M 3Y7",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","3293656 Nova Scotia Limited","Halifax, NS B3L 1A5",6322-Cuisiniers,Inconnu,2,3
