Province/Territory,"Program Stream",Employer,Address,Occupation,"Incorporate Status","Requested LMIAs","Requested Positions"
"Quebec                                                                     ","Low Wage            ","Résidence des sages INC 2022","Lévis, QC G6V 8B4",63200-Cooks,Unknown,1,1
"Quebec                                                                     ","Low Wage            ","R-Pro Placement Inc.","Sainte-Julie, QC J3E 2B8","75101-Material handlers",Unknown,1,3
"Quebec                                                                     ","Low Wage            ","Shierly Kamali Immobilier Inc.","Brossard, QC J4X 1W6","22221-User support technicians",Unknown,1,1
"Quebec                                                                     ","Low Wage            ","SOCIÉTÉ EN COMMANDITE ÉKLA","Québec, QC G1W 0G2","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1
"Quebec                                                                     ","Low Wage            ",sterilite,"Montréal, QC H1P  2C","73300-Transport truck drivers",Corporation,1,1
"Quebec                                                                     ","Low Wage            ",Surplec,"Sherbrooke, QC J1R 0S6","72011-Contractors and supervisors, electrical trades and telecommunications occupations",Unknown,1,1
"Quebec                                                                     ","Low Wage            ","villeneuve autos inc","QUEBEC, QC G1G 3Y5","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
"Quebec                                                                     ","Permanent Resident Only","9292-9645 Québec Inc","Gatineau, QC J9H 3L3","42202-Early childhood educators and assistants",Unknown,1,1
"Ontario                                                                    ","Global Talent Stream  ","Allkare Techonolgy Services Canada Incorporated","Toronto, ON M9W 5Z8","21230-Computer systems developers and programmers",Unknown,1,2
"Ontario                                                                    ","Global Talent Stream  ","CLYDE RIVER CONSULTANTS INC.","BRAMPTON, ON L6X 0M6","21231-Software engineers and designers",Unknown,1,1
"Ontario                                                                    ","Global Talent Stream  ","Nex globe technologies LTD","Mississauga, ON L4Z 4C6","22222-Information systems testing technicians",Unknown,1,2
"Ontario                                                                    ","Global Talent Stream  ","Think Big Group Inc.","Mississauga, ON L5B 3C3","21222-Information systems specialists",Unknown,1,2
"Ontario                                                                    ","Global Talent Stream  ","Turing VPD Inc.","Burlington, ON L7L 6W6","00012-Senior managers - financial, communications and other business services",Corporation,1,1
"Ontario                                                                    ","Global Talent Stream  ","YASER SOFTSOLUTIONS INCORPORATED","Brampton, ON L6Y 6G7","21223-Database analysts and data administrators",Unknown,1,1
"Ontario                                                                    ","Global Talent Stream  ","Zehavi Creations Inc.","ETOBICOKE, ON M8W 2K2","21233-Web designers",Unknown,1,1
"Ontario                                                                    ","Global Talent Stream  ","ZIAI & ASSOCIATES IMMIGRATION CONSULTING","NORTH YORK, ON M2M 3X8","20012-Computer and information systems managers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","1000078949 Ontario Inc.","St Williams, ON N0E 1P0","22110-Biological technologists and technicians",Unknown,1,1
"Ontario                                                                    ","High Wage          ","1000254726 Ontario Inc","Mississauga, ON L4W 1C2","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
"Ontario                                                                    ","High Wage          ","1000304070 ONTARIO INC","BRANTFORD, ON N3T 6M7","62020-Food service supervisors",Unknown,1,1
"Ontario                                                                    ","High Wage          ","1000386626 Ontario Inc.","Toronto, ON M5J 2S2",62200-Chefs,Unknown,1,1
"Ontario                                                                    ","High Wage          ","1000394177 ONTARIO INC.","Mississauga, ON L5B 3E2",63200-Cooks,Unknown,1,3
"Ontario                                                                    ","High Wage          ","1000513221 Ontario Inc.","New Hamburg, ON N3A 1S6","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
"Ontario                                                                    ","High Wage          ","1000615862 ONTARIO INC.","Toronto, ON M6K 0E9","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","10690325 Canada Inc.","Brampton, ON L6R 1P4","22221-User support technicians",Unknown,1,1
"Ontario                                                                    ","High Wage          ","10839795 Canada Inc.","Pickering, ON L1V 6M4","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
"Ontario                                                                    ","High Wage          ","11051539 Canada Inc.","Mississauga, ON L4W 4L6","12102-Procurement and purchasing agents and officers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","11051539 Canada Inc.","Mississauga, ON L4W 4L6","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","High Wage          ","11051539 Canada Inc.","Mississauga, ON L4W 4L6","22100-Chemical technologists and technicians",Unknown,1,1
"Ontario                                                                    ","High Wage          ","11240692 CANADA INC.","BRAMPTON, ON L6V 4S6",72310-Carpenters,Unknown,1,1
"Ontario                                                                    ","High Wage          ","11713752Canada Inc.","Concord, ON L4K 1L3","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","11713752Canada Inc.","Concord, ON L4K 1L3","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","High Wage          ","11903250 Canada Ltd.","Etobicoke, ON M8W 3G5",73101-Tilesetters,Unknown,1,1
"Ontario                                                                    ","High Wage          ","11972391 Canada Inc.","Mississauga, ON L5S 1R6","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","12572818 Canada Inc.","Toronto, ON M9V 3Y6","21234-Web developers and programmers",Unknown,1,2
"Ontario                                                                    ","High Wage          ","12574136 Canada Inc.","Brampton, ON L7A 3M8","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","12574136 Canada Inc.","Brampton, ON L7A 3M8","73200-Residential and commercial installers and servicers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","13095240 CANADA INC.","BRAMPTON, ON L6R 0E9","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","High Wage          ","13183980 Canada INC","MISSISSAUGA, ON L5J 1N4","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","13248020 Canada Inc","Brampton, ON L7A 2L8","12101-Human resources and recruitment officers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","14263324 Canada Inc","Port Elgin, ON N0H 2C3","72024-Supervisors, motor transport and other ground transit operators",Unknown,1,1
"Ontario                                                                    ","High Wage          ","14426428 Canada Inc.","Owen Sound, ON N4K 1L1","72024-Supervisors, motor transport and other ground transit operators",Unknown,1,1
"Ontario                                                                    ","High Wage          ","1828736 Ontario Inc.","Mississauga, ON L4T 1G8","12010-Supervisors, general office and administrative support workers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","2108556 Alberta Ltd","Brampton, ON L6W 1X9","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
"Ontario                                                                    ","High Wage          ","2172058 ALBERTA LTD","Brampton, ON L6Y 5G8","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","2332111 ONTARIO INC.","Brampton, ON L6W 1L4","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
"Ontario                                                                    ","High Wage          ","2377305 Ontario Inc.","Brampton, ON L6R 0X2","75110-Construction trades helpers and labourers",Unknown,1,5
"Ontario                                                                    ","High Wage          ","2377919 ONTARIO INC","MISSISSAUGA, ON L5S 0A8","32109-Other technical occupations in therapy and assessment",Unknown,1,2
"Ontario                                                                    ","High Wage          ","2434102  ONTARIO INC.","Mississauga, ON L4T 1G3","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","2476035 Ontario Inc","Scarborough, ON M1X 1E6","60030-Restaurant and food service managers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","2502151 Ontario Inc.","Brampton, ON L6W 3G3","60030-Restaurant and food service managers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","2556679 ONTARIO INC.","London, ON N6J 4K2","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
"Ontario                                                                    ","High Wage          ","2563216 Ontario Inc.","Mississauga, ON L5B 1C4","70010-Construction managers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","2607254 ONTARIO INC.","BRAMPTON, ON L6T 1A4",72310-Carpenters,Unknown,1,2
"Ontario                                                                    ","High Wage          ","2664472 Ontario Inc.","Port Elgin, ON N0H 2C0","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
"Ontario                                                                    ","High Wage          ","2685421 Ontario Inc","Elora, ON N0B 1S0","60040-Managers in customer and personal services",Unknown,1,2
"Ontario                                                                    ","High Wage          ","2705119 Ontario Inc.","Whitchurch Stouffville, ON L4A 2T1","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","High Wage          ","2705517 ONTARIO INC","Georgetown, ON L7G 3E4","73100-Concrete finishers",Unknown,1,3
"Ontario                                                                    ","High Wage          ","2732007 Ontario Ltd.","Concord, ON L4K 2W8","75110-Construction trades helpers and labourers",Unknown,1,2
"Ontario                                                                    ","High Wage          ","2781113 Ontario Inc","Oakville, ON L6M 1M1","62020-Food service supervisors",Unknown,1,1
"Ontario                                                                    ","High Wage          ","5Rivers Media Inc.","Mississauga, ON L4Z 1V9","52110-Film and video camera operators",Unknown,1,1
"Ontario                                                                    ","High Wage          ","651093 Ontario Limited","Scarborough, ON M1B 2W3","13110-Administrative assistants",Unknown,1,2
"Ontario                                                                    ","High Wage          ","6952984 CANADA LTD.","NORTH YORK, ON M2J 4Y8","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","High Wage          ","9038728 CANADA INC.","Cornwall, ON K6J 5R1","13100-Administrative officers",Unknown,1,2
"Ontario                                                                    ","High Wage          ","9221018 Canada Inc.","Brampton, ON L6R 3J6","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
"Ontario                                                                    ","High Wage          ","9236597 CANADA INC.","MARKHAM, ON L3S 3L1","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","A1 Innovation Group Inc.","Richmond Hill, ON L4B 1J2","21222-Information systems specialists",Unknown,1,1
"Ontario                                                                    ","High Wage          ","ACCOUNZ CANADA LTD.","Windsor, ON N8X 1N3","11100-Financial auditors and accountants",Unknown,1,1
"Ontario                                                                    ","High Wage          ","AFFORDABLE TRANSPORT MANAGEMENT INC.","Brampton, ON L6W 1X9","00015-Senior managers - construction, transportation, production and utilities",Unknown,2,2
"Ontario                                                                    ","High Wage          ","AGU Staffing Inc.","Scarborough, ON M1T 3K4","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Allamani Technical Solutions Ltd","Ajax, ON L1S 3M4","22220-Computer network and web technicians",Unknown,1,1
"Ontario                                                                    ","High Wage          ","ANIMALS INC.","TORONTO, ON M6J 2R9","51120-Producers, directors, choreographers and related occupations",Corporation,1,1
"Ontario                                                                    ","High Wage          ","Atlas Gold International Inc.","Brampton, ON L6P 3H8","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Atlas Gold International Inc.","Brampton, ON L6P 3H8","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","High Wage          ","AV Terrace Bay Inc.","Terrace Bay, ON P0T 2W0","21301-Mechanical engineers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","B Negative LLC","TORONTO, ON M5A 2N4","51120-Producers, directors, choreographers and related occupations",Corporation,1,1
"Ontario                                                                    ","High Wage          ","B8 TRANSPORT LTD.","Innisfil, ON L9S 0M9","22221-User support technicians",Unknown,1,1
"Ontario                                                                    ","High Wage          ","BIJLIWALA LTD.","BRAMPTON, ON L6P 3C9",72310-Carpenters,Unknown,1,2
"Ontario                                                                    ","High Wage          ","BIJLIWALA LTD.","BRAMPTON, ON L6P 3C9","73112-Painters and decorators (except interior decorators)",Unknown,1,1
"Ontario                                                                    ","High Wage          ","BRAMPTON PANCAKES INC.","Brampton, ON L6W 4S1","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Canada Computers & Electronics","Richmond Hill, ON L4B 1K7","60020-Retail and wholesale trade managers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Circle Productions","TORONTO, ON M5V 1T2","51120-Producers, directors, choreographers and related occupations",Corporation,5,5
"Ontario                                                                    ","High Wage          ","Circle Productions Ltd.","TORONTO, ON M5V 1T2","51120-Producers, directors, choreographers and related occupations","Sole Proprietorship",4,4
"Ontario                                                                    ","High Wage          ","Corner Content INC.","Toronto, ON M5V 3K8","51120-Producers, directors, choreographers and related occupations",Corporation,1,1
"Ontario                                                                    ","High Wage          ","CYD INVESTMENT INC.","MARKHAM, ON L3R 4P9","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Cymak Canada Inc","Brampton, ON L6Y 5K6","21234-Web developers and programmers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","DAANA PAANI INC.","oshawa, ON L1J 2J8","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Deltera Inc.","Toronto, ON M3H 5S9","22221-User support technicians",Unknown,1,1
"Ontario                                                                    ","High Wage          ","DOLPHIN DUCT CLEANING INC","Whitby, ON L1R 3M8","10022-Advertising, marketing and public relations managers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Dx Inc","CALEDON, ON L7C 2X6","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Ehab Hanna Veterinary Medicine Professional Corporation","Mississauga, ON L5M 0Y4",31103-Veterinarians,Unknown,1,1
"Ontario                                                                    ","High Wage          ","Epic Climate Green(ECG) Inc.","Toronto, ON M9V 3Y7","00013-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Feels Like Home","Toronto, ON M6H  2X","51120-Producers, directors, choreographers and related occupations",Co-operative,2,2
"Ontario                                                                    ","High Wage          ","FIN INFOTECH INC.","Windsor, ON N8R 0B1","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
"Ontario                                                                    ","High Wage          ","FIN INFOTECH INC.","Windsor, ON N8R 0B1","41402-Business development officers and market researchers and analysts",Unknown,1,1
"Ontario                                                                    ","High Wage          ","FINTAX CONSULTING LTD.","Mississauga, ON L5A 4C8","00012-Senior managers - financial, communications and other business services",Unknown,1,1
"Ontario                                                                    ","High Wage          ","FIX IT RIGHT GARAGE DOORS INC.","Concord, ON L4K 1Z8","73200-Residential and commercial installers and servicers",Unknown,1,2
"Ontario                                                                    ","High Wage          ","FoodFund Inc.","London, ON N6E 1K1","92012-Supervisors, food and beverage processing",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Fourth Dimension Immigration Inc.","Mississauga, ON L5T 2M9","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","FRANK Content","TORONTO, ON M5V 2M9","51120-Producers, directors, choreographers and related occupations",Corporation,1,1
"Ontario                                                                    ","High Wage          ","Free Society.TV, Inc.","Toronto, ON M4M 1C4","51120-Producers, directors, choreographers and related occupations",Unknown,1,1
"Ontario                                                                    ","High Wage          ","FROZENMAN INC","Scarborough, ON M1N 4B5","51120-Producers, directors, choreographers and related occupations",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Furkin Construction Inc","Richmond Hill, ON L4C 3S7",72321-Insulators,Unknown,1,1
"Ontario                                                                    ","High Wage          ","Game of Stone Corp.","NEWMARKET, ON L3Y 2B5","22212-Drafting technologists and technicians",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Gaslight Events Company Inc.","Cambridge, ON N1S 0B7","62020-Food service supervisors",Unknown,1,1
"Ontario                                                                    ","High Wage          ","GOLDMINES CONSTRUCTION INC","Vaughan, ON L4K 4K5","73100-Concrete finishers",Unknown,1,3
"Ontario                                                                    ","High Wage          ","GREEN LIGHT CANADA GLOBAL MOBILITY SOLUTIONS LTD.","Toronto, ON M3J 0L5","64409-Other customer and information services representatives",Unknown,1,2
"Ontario                                                                    ","High Wage          ","Grizzly Construction Ontario Inc.","CONCORD, ON L4K 2L7","22310-Electrical and electronics engineering technologists and technicians",Unknown,1,1
"Ontario                                                                    ","High Wage          ","H&H The Spice Warehouse Limited","Toronto, ON M4J 1L2","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Heung Wing Li Medicine Professional Corporation","Scarborough, ON M1T 2M5","31102-General practitioners and family physicians",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Holiday Films Inc.","Toronto, ON M5A 1J2","51120-Producers, directors, choreographers and related occupations","Sole Proprietorship",2,2
"Ontario                                                                    ","High Wage          ","Icon Pest Control & Wildlife Removal Inc.","Richmond Hill, ON L4B 1B4","60040-Managers in customer and personal services",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Ideal Logistics Group Inc.","Mississauga, ON L4V 1S6","73300-Transport truck drivers",Unknown,1,5
"Ontario                                                                    ","High Wage          ","IK Construction Inc.","Toronto, ON M4K 1R1",72310-Carpenters,Unknown,1,1
"Ontario                                                                    ","High Wage          ","Interspan Canada Inc.","Concord, ON L4K 3W7","12102-Procurement and purchasing agents and officers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","ISHAN TRANSPORT INC.","Brampton, ON L6W 3J6","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","JANGRAL CONSTRUCTION INC.","Brampton, ON L6T 4H9",73101-Tilesetters,Unknown,1,2
"Ontario                                                                    ","High Wage          ","Kingsview Management Limited","Markham, ON L3R 3A4","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","K-NIGHT CARRIERS INC.","Caledon, ON L7E 5A7","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","LG Electrical & Engine Specialists Ltd","Brampton, ON L6W 3J5","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,2,2
"Ontario                                                                    ","High Wage          ","Lift Entertainment Inc.","NORTH YORK, ON M2K 0H2","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Lloyd Financial Inc.","Woodbridge, ON L4L 0E4","00012-Senior managers - financial, communications and other business services",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Long Branch Foundry Inc.","Mississauga, ON L5E 1H3","72106-Welders and related machine operators",Unknown,1,2
"Ontario                                                                    ","High Wage          ","M KABIR CONTRACTING INC.","Pickering, ON L1W 2Y5","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Machinex recycling services inc.","Pickering, ON L1W  3L","60010-Corporate sales managers",Corporation,1,1
"Ontario                                                                    ","High Wage          ","Mangat CPA Professional Corporation","TORONTO, ON M9C 5K6","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","High Wage          ","N. M. EUROPE ALUMINUM INC.","Guelph, ON N1H 7N1","73200-Residential and commercial installers and servicers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","North Prince Express Inc.","Toronto, ON M3J 2M2","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
"Ontario                                                                    ","High Wage          ","NUMBER 8 RESTAURANTS INC","AJAX, ON L1Z 0M1","10019-Other administrative services managers",Unknown,1,1
"Ontario                                                                    ","High Wage          ","OMEGA TECHSOURCE INC.","AJAX, ON L1Z 1W7","41402-Business development officers and market researchers and analysts",Unknown,1,1
