Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT demandes","Postes demandes"
Ontario,"     Haut salaire","2226896 Ontario Inc","Brampton, ON L7A 4N6","6732-Nettoyeurs spécialisés",Inconnu,1,1
Ontario,"     Haut salaire","2299620 ONTARIO INC O/A CIRCLE K","ETOBICOKE, ON M8Z 1P7","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","2326074 Ontario Corporation","Welland, ON L3C 1L8","0731-Directeurs des transports",Inconnu,1,1
Ontario,"     Haut salaire","2597835 ONTARIO INC.","Markham, ON L3R 9S1","0711-Directeurs de la construction",Inconnu,1,1
Ontario,"     Haut salaire","2604736 ONTARIO INC.","Maple, ON L6A 1C6","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","2681556 Ontario Ltd.","Ennismore, ON K0L 1T0","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Ontario,"     Haut salaire","2872305 ONTARIO LTD","HAMILTON, ON L8N 2C6","7322-Débosseleurs et réparateurs de carrosserie",Inconnu,1,2
Ontario,"     Haut salaire","3330529 Nova Scotia Ltd","Mississauga, ON L4Y 1Y6","7511-Conducteurs de camions de transport",Inconnu,1,4
Ontario,"     Haut salaire","7619936 CANADA INCORPORATED","Mississauga, ON L4T 3J7","4031-Enseignants au niveau secondaire",Inconnu,1,1
Ontario,"     Haut salaire","7972288 canada inc.","MISSISSAUGA, ON L5B 2N6","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","8356696 Canada Ltd","Nepean, ON K2E 7L5","0111-Directeurs financiers",Inconnu,1,1
Ontario,"     Haut salaire","Adepco Solutions Inc.","Mississauga, ON L4W 4J4","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Aethon Aerial Solutions Inc.","Burlington, ON L7N 3J1","2171-Analystes et consultants en informatique",Inconnu,1,1
Ontario,"     Haut salaire","AIMEX CANADA LTD.","SCARBOROUGH, ON M1R 2T4","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","All link logistics inc","caledon, ON L7C 3Z3","7305-Surveillants du transport routier et du transport en commun",Inconnu,1,1
Ontario,"     Haut salaire","ARJUN TRANS INC","CALEDON, ON L7C 0V4","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","ASSORTED SUPPLIES LIMITED","BURLINGTON, ON L7L 6A3","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","AYR DRYWALL & RENO'S LTD","KITCHENER, ON N2C 2G1","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,3
Ontario,"     Haut salaire","B Negative LLC","TORONTO, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Bel-Air Excavating & Grading Ltd","Cambridge, ON N1R 5S5","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","Breez Group Inc.","Mississauga, ON L5N 1V9","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Carte Management Inc.","Mississauga, ON L5N 7Y2","0125-Directeurs d'autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","CC Vodden Inc.","Brampton, ON L6V 1N2","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","Century Building Restoration Inc.","Markham, ON L3R 1G3",7281-Briqueteurs-maçons,Inconnu,1,1
Ontario,"     Haut salaire","Century Building Restoration Inc.","Markham, ON L3R 1G3","7282-Finisseurs de béton",Inconnu,1,1
Ontario,"     Haut salaire","club value cleaners inc.","mississauga, ON L5L 4L5","1523-Coordonnateurs de la logistique de la production",Inconnu,1,2
Ontario,"     Haut salaire","Curbside Construction LTD.","VAUGHAN, ON L6A 4P5","7282-Finisseurs de béton",Corporation,1,4
Ontario,"     Haut salaire","Cyber-V IT Solutions corporation","Brampton, ON L6T 0H2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire","David Nyentap Enterprises Inc.","Russell, ON K4R 1E5","7204-Entrepreneurs et contremaîtres en charpenterie",Inconnu,1,1
Ontario,"     Haut salaire","Deepu Management Ltd.","TIMMINS, ON P4N 2R9","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire","Eragon Capital Inc","York, ON M9N 1K2","1122-Professionnels des services-conseils en gestion aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Everready Trade Inc.","Oakville, ON L6H 6P5","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","EZ STAK INC.","Kingston, ON K7P 2T3","0111-Directeurs financiers",Inconnu,1,1
Ontario,"     Haut salaire","Feels Like Home Films Inc.","Toronto, ON M6H  2X","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Coopérative,1,1
Ontario,"     Haut salaire","Free Society.TV, Inc.","Toronto, ON M4M 1C4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,1,1
Ontario,"     Haut salaire","Friends Stucco & Siding Ltd.","Bolton, ON L7C 3B9","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","Fritz Marketing Inc","Mississauga, ON L5G 3H7","1121-Professionnels en ressources humaines",Inconnu,1,1
Ontario,"     Haut salaire","Furkin Construction Inc","Richmond Hill, ON L4C 3S7",7271-Charpentiers-menuisiers,Inconnu,1,2
Ontario,"     Haut salaire","MBMR AUTO SERVICE INC.","Mississauga, ON L4Y 2B8","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"     Haut salaire",Merchant,"Toronto, ON M6K  1Y","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,5,5
Ontario,"     Haut salaire","Nancy Campbell Academy","Stratford, ON N5A 4A8","4031-Enseignants au niveau secondaire",Inconnu,1,1
Ontario,"     Haut salaire","NAVBLUE INC","Waterloo, ON N2L 6R5","0601-Directeurs des ventes corporatives",Inconnu,1,1
Ontario,"     Haut salaire","North Eastern Trucking Inc.","Stoney Creek, ON L8E 5E4","7511-Conducteurs de camions de transport",Inconnu,1,10
Ontario,"     Haut salaire","OPC.TV INC","Toronto, ON M6J 1C3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,3,3
Ontario,"     Haut salaire","Podolinsky Equipment Ltd.","Petrolia, ON N0N 1R0","7312-Mécaniciens d'équipement lourd",Inconnu,1,3
Ontario,"     Haut salaire","Qtech Consulting Services Inc.","Toronto, ON M5V 2Y1","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,2,2
Ontario,"     Haut salaire","Quinte Health Care","Belleville, ON K8N 5A9","3124-Praticiens reliés en soins de santé primaire",Inconnu,1,1
Ontario,"     Haut salaire","Radke Films Ltd.","Toronto, ON M6J 1C3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Randhawa Transportation Inc.","London, ON N6L 0E5","7511-Conducteurs de camions de transport",Inconnu,1,5
Ontario,"     Haut salaire","Real Blue Roofing Services Inc.","Brampton, ON L6Y 0E1","0711-Directeurs de la construction",Inconnu,1,1
Ontario,"     Haut salaire","Sehajannat Financial Services Inc","Brampton, ON L6W 4P2","1212-Superviseurs de commis de finance et d'assurance",Inconnu,1,1
Ontario,"     Haut salaire","Sequoia Content International Ltd.","TORONTO, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","ShoreWise Consulting LLC","Mississauga, ON L5T 2C2","2173-Ingénieurs et concepteurs en logiciel",Inconnu,1,1
Ontario,"     Haut salaire","SILVER STONE LANDSCAPING LTD.","CONCORD, ON L4K 4C7",7281-Briqueteurs-maçons,Inconnu,1,1
Ontario,"     Haut salaire","Sioux Lookout Chevrolet Buick GMC Ltd","Sioux Lookout, ON P8T 1A8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,1
Ontario,"     Haut salaire","Starlite Equipment Consultancy Inc.","Waterloo, ON N2L 0C7","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Stephenson Engineering LTD","Toronto, ON M2J 5A9","2264-Inspecteurs en construction",Inconnu,1,1
Ontario,"     Haut salaire","SUN ARC HOLDINGS INC","Brampton, ON L6W 3E7","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","Suneeva Ltd.","TORONTO, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Super 8 hotel","north bay, ON P1A 2E6","0632-Directeurs des services d'hébergement",Inconnu,1,1
Ontario,"     Haut salaire","TBC Canada Services Inc.","Toronto, ON M4P 1J2","1211-Superviseurs de commis de bureau et du personnel de soutien administratif",Inconnu,1,1
Ontario,"     Haut salaire","The Ottawa Flying Club","Ottawa, ON K1V 1H7","0714-Directeurs de l'exploitation et de l'entretien d'immeubles",Inconnu,1,1
Ontario,"     Haut salaire","Westland Greenhouse Solutions Inc.","Jordan Station, ON L0R 1S0","0601-Directeurs des ventes corporatives",Inconnu,1,1
Ontario,"     Haut salaire","Xformics Canada Inc.","Richmond Hill, ON L4B  4L","2173-Ingénieurs et concepteurs en logiciel",Corporation,1,1
Ontario,"     Haut salaire","ZODIAC IMPEX INC.","MISSISSAUGA, ON L5L 5Y4","0731-Directeurs des transports",Inconnu,1,1
Ontario,"   Bas salaire","10442852 Canada Inc.","Scarborough, ON M1V 4A1","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","12466091 Canada Inc.","Brampton, ON L6S 0E3","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","1270765 ontario inc","Ottawa, ON K1T 1N9","6421-Vendeurs - commerce de détail",Inconnu,1,1
Ontario,"   Bas salaire","1515932 ONTARIO LTD.","Mississauga, ON L4W 4G1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","1833963 ONTARIO LIMITED","TORONTO, ON M6H 1N7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","1950233 ONTARIO INC","Mississauga, ON L4T 1G3","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",Inconnu,1,1
Ontario,"   Bas salaire","2083278 Ontario Inc","Mississauga, ON L5C 2S4","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",Inconnu,1,1
Ontario,"   Bas salaire","2314160 ONTARIO INC.","Mississauga, ON L4W 1R8","6733-Concierges et surintendants d'immeubles",Inconnu,1,4
Ontario,"   Bas salaire","2369157 Ontario Inc","Kitchener, ON N2P 1T6",6322-Cuisiniers,Inconnu,1,1
Ontario,"   Bas salaire","2546873 ONTARIO LIMITED","ANCASTER, ON L9G 3K9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","2642163 ONTARIO INC.","WINDSOR, ON N8X 3T4","7322-Débosseleurs et réparateurs de carrosserie",Inconnu,1,2
Ontario,"   Bas salaire","2727523 Ontario Inc","Ilderton, ON N0M 2A0","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","2818272 ONTARIO INC.","ORILLIA, ON L3V 5X9","6513-Serveurs d'aliments et de boissons",Inconnu,1,1
Ontario,"   Bas salaire","41 Park Avenue East Holdings Inc","Chatham, ON N7M 3V3","6311-Superviseurs des services alimentaires",Inconnu,1,2
Ontario,"   Bas salaire","5021735 ONTARIO INC.","BRAMPTON, ON L7A 4X3","6562-Esthéticiens, électrolystes et personnel assimilé",Inconnu,1,1
Ontario,"   Bas salaire","6386393 Canada Inc.","Nepean, ON K2H 8A6",6611-Caissiers,Inconnu,1,1
Ontario,"   Bas salaire","Advanced Design Solutions Inc.","Stratford, ON N5A 4V3","9612-Manoeuvres en métallurgie",Inconnu,1,3
Ontario,"   Bas salaire","Anjillan Consulting Services Inc.","Orleans, ON K1W 0N3","2282-Agents de soutien aux utilisateurs",Inconnu,1,2
Ontario,"   Bas salaire","BAJAJ TAX & FINANCIAL SECRETS INC.","Brampton, ON L6Y 0P6","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"   Bas salaire","Barnhart Asset Management","Toronto, ON M5H 3L5","1112-Analystes financiers et analystes en placements",Inconnu,1,1
Ontario,"   Bas salaire","Dr. Ravamehr and Dr. Samani Dentistry Professional Corporation","York, ON M9N  1X","1243-Adjoints administratifs médicaux",Corporation,1,1
Ontario,"   Bas salaire","Ecogest North America Inc","Toronto, ON M9W 5X6","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","Ellen McGreal Housing Co-op","Scarborough, ON M1B 4Z2","6315-Surveillants des services de nettoyage",Inconnu,1,1
Ontario,"   Bas salaire","Endcaps Inc.","London, ON N5W 3C9","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,2
Ontario,"   Bas salaire","IECS Group Inc.","Rodney, ON N0L 2C0","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",Inconnu,1,2
Ontario,"   Bas salaire","Industrial Commercial Plastics Corp.","Whitby, ON L1N 8P9","9422-Opérateurs de machines de traitement des matières plastiques",Inconnu,1,1
Ontario,"   Bas salaire","Infotek Consulting Services Inc","Toronto, ON M5R 0C7","1223-Agents des ressources humaines et de recrutement",Inconnu,1,1
Ontario,"   Bas salaire","JP’s INC","TORONTO, ON M5V 3K2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","MAMMA MARIA'S ITALIAN EATERY","CHATHAM, ON N7M 1E6",6321-Chefs,Inconnu,1,1
Ontario,"   Bas salaire","Mighty Lawn LTD.","Brampton, ON L6W 3G4","7282-Finisseurs de béton",Inconnu,1,1
Ontario,"   Bas salaire","Millwork by Millworkers Inc","Scarborough, ON M1H 2W2",7272-Ébénistes,Inconnu,1,1
Ontario,"   Bas salaire","Nature's Finest Produce Ltd","Pain Court, ON N0P 1Z0","6733-Concierges et surintendants d'immeubles",Inconnu,1,1
Ontario,"   Bas salaire","OWEN SOUND FIRE SUBS LTD.	","Owen Sound, ON N4K 6X8","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",Inconnu,1,1
Ontario,"   Bas salaire","P. Klassen Custom Fab","Oldcastle, ON N0R 1L0","9416-Opérateurs de machines à travailler les métaux légers et lourds, et de machines de formage",Inconnu,1,4
Ontario,"   Bas salaire","PR HOMESUPPLIES INC","BRAMPTON, ON L6T 5A2","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",Inconnu,1,1
Ontario,"   Bas salaire","Premier Property Maintenance Inc","Toronto, ON M3J 3K6","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"   Bas salaire","Puddicombe House Inc","New Hamburg, ON N3A 1E7","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,2
Ontario,"   Bas salaire","SKN Consumer Finance Ltd.","Brampton, ON L6W 3G1","6235-Représentants des ventes financières",Inconnu,1,1
Ontario,"   Bas salaire","Strictly Auto Parts Inc.","Markham, ON L3R 9T4","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","THE HITCH HOUSE INC","ORO-MEDONTE, ON L0L 2L0","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",Inconnu,1,2
Ontario,"   Bas salaire","The Sprinkler Company Inc.","Vaughan, ON L4K 3Z6","7511-Conducteurs de camions de transport",Inconnu,1,1
Ontario,"   Bas salaire","Thea Hospitality Inc","Georgetown, ON L7G 2B8","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","Think Logistics Inc.","Vaughan, ON L4K 5W1","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Ontario,"   Bas salaire","VIP Management Services Inc.","Markham, ON L3R 3Y2","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","VP Planning Inc","Vaughan, ON L4H 1H3","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Ontario,"   Bas salaire","Westech Group Ltd.","Oakville, ON L6K 0J4","5245-Patronniers de produits textiles et d'articles en cuir et en fourrure",Inconnu,1,1
Ontario,"   Bas salaire","Wingell Hospitality Group Inc.","Vanier, ON K1L 8A9",6322-Cuisiniers,Inconnu,1,1
Ontario,"   Bas salaire","Woodlore International Incorporated","brampton, ON L6T 5T6","9224-Surveillants dans la fabrication de meubles et d'accessoires",Inconnu,1,1
Ontario,"  Talent mondial","Shawarma Flavors Inc.","Mississauga, ON L5C 3B6","2172-Analystes de bases de données et administrateurs de données",Inconnu,1,1
Manitoba,"     Haut salaire","10089190 Manitoba Ltd","VIRDEN, MB R0M 2C0","6315-Surveillants des services de nettoyage",Inconnu,1,1
Manitoba,"     Haut salaire","10662828 CANADA INC.","WINNIPEG, MB R3C 3Z5","1221-Agents d'administration",Inconnu,1,1
Manitoba,"     Haut salaire","3088103 MANITOBA LTD B J HIDES","BEAUSEJOUR, MB R0E 0C0","9462-Bouchers industriels, dépeceurs-découpeurs de viande, préparateurs de volaille et personnel assimilé",Inconnu,1,8
Manitoba,"     Haut salaire","HANSRA ROOFING INCLUSIVE INC.","Winnipeg, MB R2R 0W4","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,2
Manitoba,"     Haut salaire","Moga Carriers Inc.","Winnipeg, MB R2P 2G2","7511-Conducteurs de camions de transport",Inconnu,1,1
Manitoba,"     Haut salaire","Sailors Group Ltd.","Winnipeg, MB R2R 0P8","7511-Conducteurs de camions de transport",Inconnu,1,5
Manitoba,"     Haut salaire","VERTEX TRANSPORT LTD.","WINNIPEG, MB R2P 0Y6","1221-Agents d'administration",Inconnu,1,2
Manitoba,"   Bas salaire","12471299 Canada Inc.","Swan River, MB R0L 1Z0",6611-Caissiers,Inconnu,1,2
Manitoba,"   Bas salaire","7446927 Manitoba Inc.","WINNIPEG, MB R2P 0J9","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,2
Manitoba,"   Bas salaire","BDS INTERNATIONAL TRUCKING CORPORATION","WINNIPEG, MB R3T 2S6","7511-Conducteurs de camions de transport",Inconnu,1,4
Manitoba,"   Bas salaire","Titan Environmental Containment LTD","Ile Des Chenes, MB R0A 0T1","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",Inconnu,1,12
Saskatchewan,"   Bas salaire","SUMMER ROLL RESTAURANT","SASKATOON, SK S7K 6Y6",6322-Cuisiniers,Inconnu,1,2
Alberta,"     Haut salaire","1743085 alberta ltd","Calgary, AB T3K 0S2","1241-Adjoints administratifs",Inconnu,1,2
Alberta,"     Haut salaire","1743085 alberta ltd","Calgary, AB T3K 0S2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"     Haut salaire","2048573 Alberta Ltd.","Sturgeon, AB T0G 1L1","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,1
Alberta,"     Haut salaire","2081150 Alberta Ltd.","Calgary, AB T2K 2P9","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"     Haut salaire","2098763 ALBERTA LTD","EDMONTON, AB T5A 2V9","1221-Agents d'administration",Inconnu,1,1
Alberta,"     Haut salaire","2194358 Alberta Ltd.","Calgary, AB T3J 5E9","7511-Conducteurs de camions de transport",Inconnu,1,3
Alberta,"     Haut salaire","2314301 Alberta Ltd.","Edmonton, AB T6H 2K5","2152-Architectes paysagistes",Inconnu,1,4
Alberta,"     Haut salaire","AMS Publisher Inc.","Calgary, AB T2G 4B7","5125-Traducteurs, terminologues et interprètes",Inconnu,1,1
Alberta,"     Haut salaire","AMS Publisher Inc.","Calgary, AB T2G 4B7","6552-Autres préposés aux services d'information et aux services à la clientèle",Inconnu,1,2
Alberta,"     Haut salaire","Bothar Inc","Calgary, AB T1X 0K3","8222-Entrepreneurs et surveillants du forage et des services reliés à l'extraction de pétrole et de gaz",Inconnu,1,1
Alberta,"     Haut salaire","Calgary Railings Ltd","Calgary, AB T3J 4H5",7271-Charpentiers-menuisiers,Inconnu,1,1
Alberta,"     Haut salaire","Cenfos Holdings Inc.","Calgary, AB T2G 0B7","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"     Haut salaire","I  & AW Inc","Irricana, AB T0M 1B0","1221-Agents d'administration",Inconnu,1,1
Alberta,"     Haut salaire","Maggo & Associates Inc.","Edmonton, AB T6X 2N4","1221-Agents d'administration",Inconnu,1,1
Alberta,"     Haut salaire","Matt Silver Trucking Ltd","Bonnyville, AB T9N 0H2","7511-Conducteurs de camions de transport",Inconnu,1,1
Alberta,"     Haut salaire","PHASOR ENGINEERING INC","Calgary, AB T2C 0L5","2133-Ingénieurs électriciens et électroniciens",Inconnu,1,1
Alberta,"     Haut salaire","Prestige Construction and Contracting Inc.","Spruce Grove, AB T7X 3R9",7272-Ébénistes,Inconnu,1,2
Alberta,"     Haut salaire","PYRAMID DEVELOPMENT LTD.","CALGARY A, AB T3J 0J2","0711-Directeurs de la construction",Inconnu,1,2
Alberta,"     Haut salaire","RSPC PROFESSIONAL CORPORATION","CALGARY, AB T3J 4N6","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"     Haut salaire","Safe Design Operations Inc.","Calgary, AB T2P 2C4","2174-Programmeurs et développeurs en médias interactifs",Inconnu,1,1
Alberta,"     Haut salaire","Shiva Pharmacy Inc","NW Edmonton, AB T5C 1R9","3219-Autres technologues et techniciens des sciences de la santé (sauf soins dentaires)",Inconnu,1,1
Alberta,"     Haut salaire","Smart Brands Auto Group Inc","Edmonton, AB T6E 6A4","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Alberta,"     Haut salaire","The NT Patel & Company Ltd.","Desert Blume, AB T1B 0A4","1223-Agents des ressources humaines et de recrutement",Inconnu,1,1
