Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT demandes","Postes demandes"
Ontario,"     Haut salaire","A ONE TRUCK & TRAILER REPAIR","Mississauga, ON L4W 1B2","7312-Mécaniciens d'équipement lourd",Inconnu,1,1
Ontario,"     Haut salaire","Accuenergy (Canada) Inc.","Scarborough, ON M1R 3E4","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","Ad Hoc Content","Toronto, ON M6K 3E9","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Adepco Solutions Inc.","Mississauga, ON L4W 4J4","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Aesthetics by Lovepreet Inc.","North York, ON M2N 3B3","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","ANIMALS INC.","TORONTO, ON M6J 2R9","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Asymetric Media Ltd","Toronto, ON M5V 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Bkz Reno’s Inc.","Milton, ON L9T 8A8","7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation",Inconnu,1,2
Ontario,"     Haut salaire","CANTRUST CANADA INSURANCE SERVICES","RICHMOND HILL, ON L4B 1E6","0112-Directeurs des ressources humaines",Inconnu,1,1
Ontario,"     Haut salaire","CAPTRA STAFFING CORPORATION","Missisauga, ON L4Z 1S1","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","Casa-Imperial Fine Chinese Cuisine Ltd.","Scarborough, ON M1W 3T4","0114-Directeurs d'autres services administratifs",Inconnu,1,1
Ontario,"     Haut salaire","Castlewall Developments Ltd","Toronto, ON M6M 2Y2",7283-Carreleurs,Inconnu,1,1
Ontario,"     Haut salaire","CHAUDHRY PETROLEUM & AUTO SERVICES INC.","Leamington, ON N8H 3X8","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","Circle Productions","TORONTO, ON M5V 1T2","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,4,4
Ontario,"     Haut salaire","Ekam Concrete  Cutting Inc.","Brampton, ON L6R 4A9","7282-Finisseurs de béton",Inconnu,1,1
Ontario,"     Haut salaire","Electrocraft Electric Inc.","Brampton, ON L6Y 2L3","7245-Monteurs de lignes et de câbles de télécommunications",Inconnu,1,1
Ontario,"     Haut salaire","ERP Buddies Inc.","Mississauga, ON L4W 5A6","6221-Spécialistes des ventes techniques - commerce de gros",Inconnu,1,1
Ontario,"     Haut salaire","Expert Geophysics Limited","Aurora, ON L4G 1G2","2212-Technologues et techniciens en géologie et en minéralogie",Inconnu,1,2
Ontario,"     Haut salaire","EXTERO BUSINESS LTD.","London, ON N6A 5B5","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","FAIRFAB LIMITED","NORTH YORK, ON M3J 2V1","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","GM STAFFING INC.","Kitchener, ON N2B 3S4","9214-Surveillants dans la fabrication de produits en caoutchouc et en plastique",Inconnu,1,1
Ontario,"     Haut salaire","Herzing Institutes of Canada","North York, ON M3J 3E5","4212-Travailleurs des services sociaux et communautaires",Inconnu,1,1
Ontario,"     Haut salaire","Holiday Films Inc.","Toronto, ON M5A 1J2","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé","Entreprise à propriétaire unique",1,1
Ontario,"     Haut salaire","Iclean Restaurants & Offices","Brampton, ON L7A 4A7",7271-Charpentiers-menuisiers,Inconnu,1,2
Ontario,"     Haut salaire","INFINITY HVAC LTD","CAMBRIDGE, ON N1R 7S7","7511-Conducteurs de camions de transport",Inconnu,1,1
Ontario,"     Haut salaire","JLSQ Construction Services LTD","Hamilton, ON L9C 5P7","7282-Finisseurs de béton",Inconnu,1,1
Ontario,"     Haut salaire","Khalsa Forming Inc.","Mississauga, ON L4W 1E4","7236-Monteurs de charpentes métalliques",Inconnu,1,2
Ontario,"     Haut salaire","Martella Tiling Services Inc.","Wasaga Beach, ON L9Z 1H9",7283-Carreleurs,Inconnu,1,1
Ontario,"     Haut salaire","MEEDA ACCOUNTING PROFESSIONAL CORPORATION","Brampton, ON L6T 5A2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,2
Ontario,"     Haut salaire","Melfer Construction","Stoufville, ON L4A 7X4","7282-Finisseurs de béton",Inconnu,1,1
Ontario,"     Haut salaire",Merchant,"Toronto, ON M6K  1Y","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,3,3
Ontario,"     Haut salaire","Metahus Inc","North York, ON M3C 2N6","1223-Agents des ressources humaines et de recrutement",Inconnu,1,1
Ontario,"     Haut salaire","MGB TELECOM INCORPORATED","Caledon, ON L7C 4B5","2171-Analystes et consultants en informatique",Inconnu,1,1
Ontario,"     Haut salaire","MiniWarGaming Inc","Welland, ON L3B 3J7","5232-Autres artistes de spectacle, n.c.a.",Corporation,1,1
Ontario,"     Haut salaire","Mississauga Harley-Davidson","Mississauga, ON L4W 4N3","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","Moga Design & Build Construction Inc.","Inglewood, ON L7C 2M2","7282-Finisseurs de béton",Inconnu,1,1
Ontario,"     Haut salaire","New Printing Inc.","Ottawa, ON K1B 5N3","1225-Agents aux achats",Inconnu,1,1
Ontario,"     Haut salaire","OBFT Inc","Oakville, ON L6H 1A6","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",Inconnu,1,1
Ontario,"     Haut salaire","OpenSourceDB Limited","MISSISSAUGA, ON L5R 2H9","2173-Ingénieurs et concepteurs en logiciel",Inconnu,1,1
Ontario,"     Haut salaire","Pearson Pelletier Ontario Telecom Inc.","Mississauga, ON L4W 1C7","7245-Monteurs de lignes et de câbles de télécommunications",Inconnu,1,6
Ontario,"     Haut salaire","Queen's Elite Academy of Canada","North York, ON L8P 4W7","0111-Directeurs financiers",Inconnu,1,1
Ontario,"     Haut salaire","Radke Films Ltd","Toronto, ON M6J 1C3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,2,2
Ontario,"     Haut salaire","RAGHU JEWELLERS INC.","TORONTO, ON M9V 1A7","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","Sequoia Content International Ltd","TORONTO, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Sikorski Sausages Co. Ltd.","London, ON N5W 4C1","7311-Mécaniciens de chantier et mécaniciens industriels",Inconnu,1,1
Ontario,"     Haut salaire","Soni Renovations Ltd","Brampton, ON L6Y 5A9","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","Sparks Productions","TORONTO, ON M6K 3J1","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,3,3
Ontario,"     Haut salaire","Steam Films Inc.","TORONTO, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Partenariat,1,1
Ontario,"     Haut salaire","Suneeva Ltd","TORONTO, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","TBC Canada Services Inc.","Toronto, ON M4P 1J2","1211-Superviseurs de commis de bureau et du personnel de soutien administratif",Inconnu,1,1
Ontario,"     Haut salaire","TransOcean Traders Inc.","Etobicoke, ON M9W 3L7","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",Inconnu,1,1
Ontario,"     Haut salaire","University of Ottawa","Ottawa, ON K1N 6N5","4011-Professeurs et chargés de cours au niveau universitaire",Inconnu,1,1
Ontario,"     Haut salaire","V. Top Marble & Granite Ltd.","Mississauga, ON L4Z 1E2",7283-Carreleurs,Inconnu,1,1
Ontario,"     Haut salaire","Walgre Transport Inc","Welland, ON L3C 6Z3","7305-Surveillants du transport routier et du transport en commun",Inconnu,1,1
Ontario,"   Bas salaire","10029483 Canada Inc.","Pembroke, ON K8A 7R9","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"   Bas salaire","10176729 Canada Inc","Ottawa, ON K1S 2J8",6321-Chefs,Inconnu,1,1
Ontario,"   Bas salaire","1151001 ONTARIO LTD","MARKHAM, ON L3P 1A5","7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles",Inconnu,1,3
Ontario,"   Bas salaire","11672746 CANADA INC.","Ottawa, ON K1T 3W7","6341-Coiffeurs et barbiers",Inconnu,1,1
Ontario,"   Bas salaire","1182464 Ontario Ltd.","ALGONQUIN HIGHLANDS, ON K0M 1J2",7452-Manutentionnaires,Inconnu,1,1
Ontario,"   Bas salaire","12194708 CANADA INC","Ottawa, ON K1G 4T8","7313-Mécaniciens en réfrigération et en climatisation",Inconnu,1,1
Ontario,"   Bas salaire","12624320 Canada Inc.","North York, ON M3C 3N6","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",Inconnu,1,2
Ontario,"   Bas salaire","1514342 ONTARIO LTD.","Mississauga, ON L4W 1A1","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","1760846 ONTARIO LTD","Oakville, ON L6K 3E1","2242-Électroniciens d'entretien (biens domestiques et commerciaux)",Inconnu,1,1
Ontario,"   Bas salaire","2523029 Ontario Inc.","Barrie, ON L4M 3C2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","2539878 Ontario Inc","Pickering, ON L1V 1B5","6513-Serveurs d'aliments et de boissons",Inconnu,1,2
Ontario,"   Bas salaire","2557107 ONTARIO INC","Mississauaga, ON L4Y 0G4","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","2612972 Ontario Inc.","Toronto, ON M6S 1N2","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,1
Ontario,"   Bas salaire","2814332 Ontario Inc","Kingston, ON K7L 1B7","6311-Superviseurs des services alimentaires",Inconnu,1,2
Ontario,"   Bas salaire","5019272 ONTARIO CORP.","Toronto, ON M5V 2B5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","7704798 Canada Ltd","Brighton, ON K0K 1H0","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","8093385 Canada Corporation","Manotick, ON K4M 1B2","6231-Agents et courtiers d'assurance",Inconnu,1,1
Ontario,"   Bas salaire","8413797 canada inc","Orléans, ON K1C 1T1","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","9447326 Canada Ltd.","Orono, ON L0B 1M0","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"   Bas salaire","Aliquam Group Inc.","North York, ON M3N 1W7","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","All Railings Division of DFL Fabrication Limited","Brampton, ON L6S 5P2","7237-Soudeurs et opérateurs de machines à souder et à braser",Inconnu,1,1
Ontario,"   Bas salaire","Barrie Core Wellness Centre","Barrie, ON L4N 9J5","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","Baydoun Appliances Inc","ottawa, ON K1C 5C5","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",Inconnu,1,1
Ontario,"   Bas salaire","Bayshore Pharmacy Limited","Ottawa, ON K2B 8E8","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Ontario,"   Bas salaire","BEAVER TRANSPORTATION INC.","Bolton, ON L7E 2J3","9532-Monteurs et contrôleurs de meubles et d'accessoires",Inconnu,1,1
Ontario,"   Bas salaire","Bombay Frankies Restaurants Inc.","East Gwillimbury, ON L9N 0A2","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,2
Ontario,"   Bas salaire","BRI-DON SERVICES INC","WINDSOR, ON N9G 1A8","7511-Conducteurs de camions de transport",Inconnu,1,1
Ontario,"   Bas salaire","Canada risk solutions inc","North York, ON M2J 4G8","0114-Directeurs d'autres services administratifs",Inconnu,1,2
Ontario,"   Bas salaire","Chapman Family Holdings Inc","Lindsay, ON K9V 6G8","9461-Opérateurs de machines et de procédés industriels dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,1
Ontario,"   Bas salaire","Complete Office Services Inc","Vaughan, ON L4K 5W9","2252-Designers industriels",Inconnu,1,1
Ontario,"   Bas salaire","Épelle-Moi CANADA","Windsor, ON N8T 3P5","1121-Professionnels en ressources humaines",Inconnu,1,1
Ontario,"   Bas salaire","Jet Cafe","Ontario, ON L8N 1B4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","KANDU POOLS & SPAS LTD","NIAGARA FALLS, ON L2E 6C7","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",Inconnu,1,3
Ontario,"   Bas salaire","Laark Enterprise Limited","Whitby, ON L1N 4J2","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","Lacroix Construction (2014) Ltd.","Sudbury, ON P3A 5N8","7237-Soudeurs et opérateurs de machines à souder et à braser",Inconnu,1,1
Ontario,"   Bas salaire","Little Asia","Dundas, ON L9H 1B8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Ontario,"   Bas salaire","Matthew Thibert Drugs Ltd. o/a Shoppers Drug Mart #760","Windsor, ON N8X  3Y","3414-Autre personnel de soutien des services de santé","Entreprise à propriétaire unique",1,1
Ontario,"   Bas salaire","Me and My Friends Child Care INC","Claremont, ON L1Y 1B3","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Ontario,"   Bas salaire","METEOR FOUNDRY COMPANY LIMITED","MISSISSAUGA, ON L5T 1C8","9612-Manoeuvres en métallurgie",Inconnu,1,1
Ontario,"   Bas salaire","MSGFROM Distribution and Sales LTD.","London, ON N6B 1L7","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Ontario,"   Bas salaire","MUSA’S FINAL TOUCH, INC","St. Catherine's, ON L2R 7L9","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",Inconnu,1,1
Ontario,"   Bas salaire","MUSKOKA HILLS RETIREMENT VILLA INC.","Bracebridge, ON P1L 1W8","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",Inconnu,1,1
Ontario,"   Bas salaire","Nova Centaurus Group Inc.","Greely, ON K4P 0G5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Ontario,"   Bas salaire","PALLID SWIFT LOGISTICS INC","MISSISSAUGA, ON L5T 1E7","1241-Adjoints administratifs",Inconnu,1,2
Ontario,"   Bas salaire","Pearson Pelletier Ontario Telecom Inc.","Mississauga, ON L4W 1C7","7245-Monteurs de lignes et de câbles de télécommunications",Inconnu,1,1
Ontario,"   Bas salaire","Perfect Glass and Mirrors Ltd","Scarborough, ON M1S 4J9","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Ontario,"   Bas salaire","PJ-M2R Restaurants Inc","Stittsville, ON K2S 1S9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,10
Ontario,"   Bas salaire","Preferred Transport","CHATHAM, ON N7M 5J7","7511-Conducteurs de camions de transport",Inconnu,1,3
Ontario,"   Bas salaire","Refresh Nail Spa","Richmond, ON K0A 2Z0","6562-Esthéticiens, électrolystes et personnel assimilé",Inconnu,1,2
Ontario,"   Bas salaire","RK DOORS INC","Concord, ON L4K 3C7","9437-Opérateurs de machines à travailler le bois",Inconnu,1,3
Ontario,"   Bas salaire","Sherwood Electromotion Inc","Concord, ON L4K 4L4","7612-Autres manoeuvres et aides de soutien de métiers",Inconnu,1,2
Ontario,"   Bas salaire","Sooch Law Professional Corporation","mississauga, ON L5S 0A7","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","Starfield LION Company","Toronto, ON M6M 3G2","5245-Patronniers de produits textiles et d'articles en cuir et en fourrure",Inconnu,1,1
Ontario,"   Bas salaire","The Job Shoppe Incorporated","Tecumseh, ON N8N 1M2","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","Tim's Rent All Ltd.","Bowmanville, ON L1C 1R5","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",Inconnu,1,3
Ontario,"   Bas salaire","TRI-BERMUDA FOOD INC.","Richmond Hill, ON L4G 5G2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","Two Bay Enterprizes Limited","Moosonee, ON P0L 1Y0","7335-Autres réparateurs de petits moteurs et de petits équipements",Inconnu,1,1
Ontario,"   Bas salaire","Winoa Canada","Welland, ON L3B 5N7","9416-Opérateurs de machines à travailler les métaux légers et lourds, et de machines de formage",Inconnu,1,1
Ontario,"  Agriculture primaire","Cedarwood Honey","Harriston, ON N0G 1Z0","8431-Ouvriers agricoles",Inconnu,1,1
Manitoba,"     Haut salaire","10055391 Manitoba LTD","Neepawa, MB R0J 1H0","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Manitoba,"     Haut salaire","AcuMassage Wellness Centre","Winnipeg, MB R2M 2X9","3232-Praticiens des médecines douces",Inconnu,1,1
Manitoba,"     Haut salaire","Administrative Facilities Limited Partnership","Brandon, MB R7A 4E9","4211-Techniciens juridiques et personnel assimilé",Inconnu,1,1
Manitoba,"     Haut salaire","FASTWAYS TRANSPORT LTD.","WINNIPEG, MB R3R 3Y7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,2
Manitoba,"     Haut salaire","GH MILLWORK LTD","WINNIPEG, MB R2V 4H6","1221-Agents d'administration",Inconnu,1,1
Manitoba,"     Haut salaire","GS Electronics","Winnipeg, MB R2W 2Y6","7612-Autres manoeuvres et aides de soutien de métiers",Inconnu,1,1
Manitoba,"     Haut salaire","Hunjan renovation Ltd.","WINNIPEG, MB R2M 3J7",7271-Charpentiers-menuisiers,Inconnu,1,1
Manitoba,"     Haut salaire","Meseyton Construction Ltd.","Portage la Prairie, MB R1N 3J9","2231-Technologues et techniciens en génie civil",Inconnu,1,2
Manitoba,"     Haut salaire","Rah-Firdaus Foods & Fashions Inc.","Winnipeg, MB R2M 2Z6","0113-Directeurs des achats",Inconnu,1,1
Manitoba,"     Haut salaire","Rah-Firdaus Foods & Fashions Inc.","Winnipeg, MB R2M 2Z6","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Manitoba,"     Haut salaire","Rah-Firdaus Foods & Fashions Inc.","Winnipeg, MB R2M 2Z6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Manitoba,"     Haut salaire","Sidhu Bros Logistics Inc","Winnipeg, MB R4A 6A1","7511-Conducteurs de camions de transport",Inconnu,1,6
Manitoba,"   Bas salaire","5174245MB LTD","Winnipeg, MB R3B 0A8",1525-Répartiteurs,Inconnu,1,1
Manitoba,"   Bas salaire","7229454 Manitoba Inc.","Winnipeg, MB R3P 2T3","6311-Superviseurs des services alimentaires",Inconnu,1,2
Manitoba,"   Bas salaire","Bigg Smoak BBQ Inc.","Steinbach, MB R5G 0X7",6322-Cuisiniers,Inconnu,1,2
Manitoba,"   Bas salaire","Canaus visa Consultancy Corporation","Winnipeg, MB R2V 2A2","4211-Techniciens juridiques et personnel assimilé",Inconnu,1,1
Manitoba,"   Bas salaire","Industrial Metals (2011)","Winnipeg, MB R2J 0G5","7237-Soudeurs et opérateurs de machines à souder et à braser",Inconnu,2,2
Manitoba,"   Bas salaire","RIEC OVERSEAS LTD.","WINNIPEG, MB R3T 5E2","1221-Agents d'administration",Inconnu,1,1
Manitoba,"   Bas salaire","Sukhpreet Bal, Chartered Professional Accountant Inc.","Winnipeg, MB R2V 2A2","1241-Adjoints administratifs",Inconnu,1,2
Manitoba,"   Bas salaire","TTN Immigration Consulting Inc.","Winnipeg, MB R3E 0C7","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Saskatchewan,"   Bas salaire","102144019 Saskatchewan Ltd","Aberdeen, SK S0K 0A0","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,2
Saskatchewan,"   Bas salaire","102157170 SASKATCHEWAN INC.","Moosomin, SK S0G 3N0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,3
Saskatchewan,"   Bas salaire","Meadow lake Foods INC","Meadow lake, SK S9X 1Y5","6311-Superviseurs des services alimentaires",Inconnu,1,2
Saskatchewan,"   Bas salaire","SS Stonebridge Del Fitness Corp","Saskatoon, SK S7S 1P2","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",Inconnu,1,1
Saskatchewan,"   Bas salaire","SWEET LUXURY NAILS & SPA","Saskatoon, SK S7T 0J1","6562-Esthéticiens, électrolystes et personnel assimilé",Inconnu,1,1
Alberta,"     Haut salaire","13537935 Canada Corporation","Calgary, AB T2P 2V6","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Alberta,"     Haut salaire","AKROPOLIS ASSET MANAGEMENT CORP.","Calgary, AB T3K 3V7","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Alberta,"     Haut salaire","Alberta Research Chemicals Inc.","Edmonton, AB T6G 2M9",2112-Chimistes,Inconnu,1,1
Alberta,"     Haut salaire","Alpha Phenomics Inc.","Edmonton, AB T6H 3P6","0125-Directeurs d'autres services aux entreprises",Inconnu,1,1
Alberta,"     Haut salaire","AL'S ATOMIC CONSTRUCTION LTD.","Edmonton, AB T5X 4P2","7282-Finisseurs de béton",Inconnu,1,3
Alberta,"     Haut salaire","BEST GLASS PARTS LTD.","Edmonton, AB T6E 3G3","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"     Haut salaire","Caramex Logistics Inc","Calgary, AB T3J 0J7","7511-Conducteurs de camions de transport",Inconnu,1,1
Alberta,"     Haut salaire","Cowboys Marketing Corporation","Calgary, AB T3M 1T7","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",Inconnu,1,2
