Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT Approuvés","Postes Approuvés"
Terre-Neuve-et-Labrador,"   Bas salaire","BJH Enterprises Inc.","St. John's, NL A1B 3R4",6322-Cuisiniers,Inconnu,1,1
Terre-Neuve-et-Labrador,"   Bas salaire","BSM Investments Inc.","Conception Bay South, NL A1X 0C8",6322-Cuisiniers,Inconnu,1,1
Terre-Neuve-et-Labrador,"   Bas salaire","Burton's Adventure Ltd","St John's, NL A1H 1A1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,3
Terre-Neuve-et-Labrador,"   Bas salaire","Coastline Adventures Inc","Kings Point, NL A0J 1H0","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",Inconnu,1,4
Terre-Neuve-et-Labrador,"   Bas salaire","ELH Enterprises Inc","Corner Brook, NL A2H 5L8",6322-Cuisiniers,Inconnu,1,2
Terre-Neuve-et-Labrador,"   Bas salaire","ELH Enterprises Inc","Corner Brook, NL A2H 5L8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Terre-Neuve-et-Labrador,"   Bas salaire","GOULDS FOODS INC","PORTUGAL COVE ST PHILIPS, NL A1M 1E3",6322-Cuisiniers,Inconnu,1,1
Terre-Neuve-et-Labrador,"   Bas salaire","Hermitage Processing Inc.","Hermitage, NL A0H 1S0","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,12
Terre-Neuve-et-Labrador,"   Bas salaire","J.Co Holdings Inc.","St. John's, NL A1B 3R2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Terre-Neuve-et-Labrador,"   Bas salaire","MiKe Davis Signs Ltd.","Mount Pearl, NL A1N 5E8","7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles",Inconnu,1,2
Terre-Neuve-et-Labrador,"   Bas salaire","Sexton Lumber Co. Limited","Bloomfield, NL A0C 1A0","9614-Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois",Inconnu,1,20
Terre-Neuve-et-Labrador,"   Bas salaire","Sunnyslope Foods Inc","Torbay, NL A1K 1G3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Terre-Neuve-et-Labrador,"   Bas salaire","Sunnyslope Foods Inc","Torbay, NL A1K 1G3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,3
Terre-Neuve-et-Labrador,"   Bas salaire","Vatcher Restaurant Inc","Corner Brook, NL A2H 2Y6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Terre-Neuve-et-Labrador,"  Agriculture primaire","Larch Grove Farm Ltd.","Cormack, NL A8A 2R7","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",Inconnu,1,3
Terre-Neuve-et-Labrador,"  Agriculture primaire","Larch Grove Farm Ltd.","Cormack, NL A8A 2R7","8431-Ouvriers agricoles",Inconnu,1,3
Terre-Neuve-et-Labrador,"  Agriculture primaire","Munn Poultry Farm Limited","ST. JOHN'S, NL A1E 2C2","8431-Ouvriers agricoles",Inconnu,1,5
Terre-Neuve-et-Labrador,"  Agriculture primaire","Sunrise Dairy Ltd","Musgravetwon, NL A0C 1Z0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",Inconnu,1,2
Île-du-Prince-Édouard,"     Haut salaire","Bulk Carriers (P.E.I.) Limited","Clyde River, PE C0A 1H3","7511-Conducteurs de camions de transport",Inconnu,1,15
Île-du-Prince-Édouard,"     Haut salaire","Diversified Divers Inc","Hazelbrook, PE C1B 0R9","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",Inconnu,1,1
Île-du-Prince-Édouard,"     Haut salaire","Flourish Construction Ltd.","Stratford, PE C1B 0E6","2231-Technologues et techniciens en génie civil",Inconnu,1,1
Île-du-Prince-Édouard,"     Haut salaire","Garland Construction Inc.","Charlottetown, PE C1E 0M6","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,1
Île-du-Prince-Édouard,"   Bas salaire","100066 PEI INC","summerside, PE C1N 4Y8",6322-Cuisiniers,Inconnu,1,1
Île-du-Prince-Édouard,"   Bas salaire","101775 PEI Inc.","Charlottetown, PE C1A 4B1",6322-Cuisiniers,Inconnu,1,1
Île-du-Prince-Édouard,"   Bas salaire","11865498 CANADA INC.","Charlottetown, PE C1A 6B2",6322-Cuisiniers,Inconnu,1,2
Île-du-Prince-Édouard,"   Bas salaire","Atlantic Beef Products Inc.","Albany, PE C0B 1A0","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",Inconnu,1,15
Île-du-Prince-Édouard,"   Bas salaire","Charlottetown Fresh Casual Restaurants Inc.","Charlottetown, PE C1A 4M9",6322-Cuisiniers,Inconnu,1,2
Île-du-Prince-Édouard,"   Bas salaire","DRM COMPANY LTD.","Charlottetown, PE C1A 4N2",6332-Boulangers-pâtissiers,Inconnu,1,4
Île-du-Prince-Édouard,"   Bas salaire","DRM COMPANY LTD.","Charlottetown, PE C1A 4N2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,6
Île-du-Prince-Édouard,"   Bas salaire","KILDARE FISHERIES LTD","Alberton, PE C0B 1B0","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,100
Île-du-Prince-Édouard,"   Bas salaire","L&C Fisheries Inc","French River, PE C0B 1M0","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,8
Île-du-Prince-Édouard,"   Bas salaire","PEI MUSSEL FARMS INC","MORELL, PE C0A 1S0","8613-Manoeuvres de l'aquaculture et de la mariculture",Inconnu,1,10
Île-du-Prince-Édouard,"   Bas salaire","PEI Mussel King Inc.","MORELL, PE C0A 1S0","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,1,12
Île-du-Prince-Édouard,"   Bas salaire","Piccottcare Familia Services Inc.","Charlottetown, PE C1A 0E3","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,3,3
Île-du-Prince-Édouard,"   Bas salaire","Prince Edward Island Coffee Inc","Charlottetown, PE C1A 4A4",6322-Cuisiniers,Inconnu,1,1
Île-du-Prince-Édouard,"  Agriculture primaire","100556 P.E.I. INC. G W.& R Visser Farms","Vernon Bridge, PE C0A 2E0","8431-Ouvriers agricoles",Inconnu,2,5
Île-du-Prince-Édouard,"  Agriculture primaire","7035233 Canada Inc.","Mount Stewart, PE C0A 1T0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",Inconnu,1,3
Île-du-Prince-Édouard,"  Agriculture primaire","Arlington Orchards Inc","arlington, PE C0B 1Y0","8431-Ouvriers agricoles",Inconnu,1,4
Île-du-Prince-Édouard,"  Agriculture primaire","Atlantic Grown Organics Inc","Spring Valley, PE C0B 1M0","8431-Ouvriers agricoles",Inconnu,1,10
Île-du-Prince-Édouard,"  Agriculture primaire","Birch Farms Ltd.","Summerside, PE C1N 4J9","8431-Ouvriers agricoles",Inconnu,1,5
Île-du-Prince-Édouard,"  Agriculture primaire","BUNNY BURROW VEGETABLE CO. LTD","Kinkora, PE C0B 1N0","8431-Ouvriers agricoles",Inconnu,1,2
Île-du-Prince-Édouard,"  Agriculture primaire","Eastern Exporters Limited","Souris, PE C0A 2B0","8431-Ouvriers agricoles",Inconnu,2,4
Île-du-Prince-Édouard,"  Agriculture primaire","Eastern Farms Ltd.","Pownal, PE C1B 3S5","8431-Ouvriers agricoles",Inconnu,1,1
Île-du-Prince-Édouard,"  Agriculture primaire","Extondale Farms Ltd.","Oyster Bed, PE C1E 0L9","8431-Ouvriers agricoles",Inconnu,1,2
Île-du-Prince-Édouard,"  Agriculture primaire","Hakkers Produce Inc","BELFAST, PE C0A 1A0","8431-Ouvriers agricoles",Inconnu,1,12
Île-du-Prince-Édouard,"  Agriculture primaire","Hy-Croft Farms Inc.","Summerside, PE C1N 4V4","8431-Ouvriers agricoles",Inconnu,1,2
Île-du-Prince-Édouard,"  Agriculture primaire","Jewell's of Prince Edward Island Inc.","York RR, PE C0A 1P0","8431-Ouvriers agricoles",Corporation,1,12
Île-du-Prince-Édouard,"  Agriculture primaire","King's County Pork Inc.","Montague, PE C0A 1R0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",Inconnu,2,2
Île-du-Prince-Édouard,"  Agriculture primaire","King's County Pork Inc.","Montague, PE C0A 1R0","8431-Ouvriers agricoles",Inconnu,1,1
Île-du-Prince-Édouard,"  Agriculture primaire","MGS Holdings & Distribution Ltd.","Alberton, PE C0B 1B0","8431-Ouvriers agricoles",Inconnu,1,3
Île-du-Prince-Édouard,"  Agriculture primaire","Middleton Farms Ltd","Kinkora, PE C0B 1N0","8431-Ouvriers agricoles",Inconnu,1,2
Île-du-Prince-Édouard,"  Agriculture primaire","Mol Farms Inc.","Kinkora, PE C0B 1N0","8431-Ouvriers agricoles",Inconnu,5,6
Île-du-Prince-Édouard,"  Agriculture primaire","Smith Farms Ltd.","Kinkora, PE C0B 1N0","8431-Ouvriers agricoles",Inconnu,1,6
Île-du-Prince-Édouard,"  Agriculture primaire","Valley Grove Enterprises Ltd","Kensington, PE C0B 1M0","8431-Ouvriers agricoles",Inconnu,1,3
Île-du-Prince-Édouard,"  Agriculture primaire","Vanco Farms Ltd.","Mount Albion, PE C1B 0R4","8431-Ouvriers agricoles",Inconnu,3,63
Île-du-Prince-Édouard,"  Agriculture primaire","Victoria Potato Farm Inc.","Crapaud, PE C0A 1J0","8431-Ouvriers agricoles",Inconnu,1,3
Île-du-Prince-Édouard,"  Agriculture primaire","W.P.  Griffin Inc.","Elmsdale, PE C0B 1K0","8431-Ouvriers agricoles",Inconnu,2,16
Île-du-Prince-Édouard,"  Talent mondial","101603 PEI Inc.","Charlottetown, PE C1A 4B6","2173-Ingénieurs et concepteurs en logiciel",Inconnu,1,1
Île-du-Prince-Édouard,"  Talent mondial","MAXIMUS Canada Services, Inc.","Charlottetown, PE C1A 4K9","2172-Analystes de bases de données et administrateurs de données",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","10094277 Canada Inc","Halifax, NS B3J 2T9","2175-Concepteurs et développeurs Web",Inconnu,1,2
Nouvelle-Écosse,"     Haut salaire","Acadian Seaplants Limited","Dartmouth, NS B3B 1X8","2121-Biologistes et personnel scientifique assimilé",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","ATLANTIC QUALITY PAINTING AND MAINTENANCE SERVICES LTD.","Halifax, NS B3T 1H1","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","BTTC (Canada) Incorporated","Halifax, NS B3J 3R7","1122-Professionnels des services-conseils en gestion aux entreprises",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Chedabucto Log Home Construction LTD","Boylston, NS B0H 1G0",7271-Charpentiers-menuisiers,Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","CONNORS TRANSFER LIMITED","Stellarton, NS B0K 1S0","7511-Conducteurs de camions de transport",Inconnu,1,20
Nouvelle-Écosse,"     Haut salaire","Darr Welding and Fabricating Limited","Halifax, NS B0J 2L0","2231-Technologues et techniciens en génie civil",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","FIRST GENERAL SERVICES (HALIFAX) LTD.","Dartmouth, NS B3B 1W2","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Genius Automotive Inc","Truro, NS B2N 1B2","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,3
Nouvelle-Écosse,"     Haut salaire","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","0211-Directeurs des services de génie",Inconnu,3,3
Nouvelle-Écosse,"     Haut salaire","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","0911-Directeurs de la fabrication",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","2141-Ingénieurs d'industrie et de fabrication",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","2171-Analystes et consultants en informatique",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Olde Town Hills Community Limited","Bedford, NS B4A 1E5","0601-Directeurs des ventes corporatives",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Portland Custom Millwork Limited","Dartmouth, NS B3B 1S3","2252-Designers industriels",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Quality Blasting & Coating Limited","Dartmouth, NS B2Y 4W6","9536-Peintres, enduiseurs et opérateurs de postes de contrôle dans le finissage du métal - secteur industriel",Inconnu,1,10
Nouvelle-Écosse,"     Haut salaire","Sobeys Inc.","Stellarton, NS B0K 0A2","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",Inconnu,1,2
Nouvelle-Écosse,"     Haut salaire","Supreme Investement Ltd","Bedford, NS B4A 1E4","1221-Agents d'administration",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Ubique Networks Inc.","Sydney, NS B1P 1J7","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Whitestone Building and Renovations Ltd.","Halifax, NS B3T 1A2",7271-Charpentiers-menuisiers,Inconnu,1,1
Nouvelle-Écosse,"     Haut salaire","Zutphen Equipment Inc.","South West Mabou, NS B0E 1X0","7312-Mécaniciens d'équipement lourd",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","10656330 Canada Inc.","Bedford, NS B4B 1G7","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","11336690 Canada Inc.","Dartmouth, NS B3B 1T3","7511-Conducteurs de camions de transport",Inconnu,1,4
Nouvelle-Écosse,"   Bas salaire","1213461 Ontario Limited","Middleton, NS B0S 1P0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","1950740 Ontario Limited","Dartmouth, NS B2X 1R5","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","1950740 Ontario Limited","Dartmouth, NS B2X 1R5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","3091914 NS LTD","HALIFAX, NS B3K 1H8","6525-Réceptionnistes d'hôtel",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","3094037 Nova Scotia Limited","Bedford, NS B4A 3Y4",6322-Cuisiniers,Inconnu,1,3
Nouvelle-Écosse,"   Bas salaire","3287893 Nova Scotia Limited","HALIFAX, NS B3J 0J1",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","3292516 Nova Scotia Ltd.","HAMMONDS PLAINS, NS B4B 1B4","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",Inconnu,1,3
Nouvelle-Écosse,"   Bas salaire","3298225 NOVA SCOTIA LIMITED","BEAVER BANK, NS B4G 1E8",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","3322016 Nova Scotia limited","Bridgewater, NS B4V 1A9",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","3331445 Nova Scotia Limited","Halifax, NS B3M 3W8",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","3334892 NOVA SCOTIA LIMITED","BEDFORD, NS B4B 2E6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","3339910 NOVA SCOTIA LIMITED","Halifax, NS B3N 2R8",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","631629 NB Inc","Dartmouth, NS B3B 1X7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,4
Nouvelle-Écosse,"   Bas salaire","631629 NB Inc","Dartmouth, NS B3B 1X7","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,10
Nouvelle-Écosse,"   Bas salaire","653349 N.B. Inc.","Amherst, NS B4H 4R7","6311-Superviseurs des services alimentaires",Inconnu,1,3
Nouvelle-Écosse,"   Bas salaire","A & D Services Ltd.","New Minas, NS B4N 3K9",6322-Cuisiniers,Inconnu,1,2
Nouvelle-Écosse,"   Bas salaire","Adam SG Enterprises Limited","Lunenburg, NS B0J 2C0",6322-Cuisiniers,Inconnu,1,4
Nouvelle-Écosse,"   Bas salaire","Adcor Marketing Limited","yarmouth, NS B5A 2T6","6311-Superviseurs des services alimentaires",Inconnu,5,11
Nouvelle-Écosse,"   Bas salaire","Adcor Marketing Limited","yarmouth, NS B5A 2T6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,2,8
Nouvelle-Écosse,"   Bas salaire","Atlantic Hardchrome Limited","Dartmouth, NS B3B 1N2","9417-Opérateurs de machines d'usinage",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","ATLANTIC QUALITY PAINTING AND MAINTENANCE SERVICES LTD.","Halifax, NS B3T 1H1","6315-Surveillants des services de nettoyage",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","ATLANTIC QUALITY PAINTING AND MAINTENANCE SERVICES LTD.","Halifax, NS B3T 1H1","7294-Peintres et décorateurs (sauf décorateurs d'intérieur)",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","Bakeco Management Inc","Eastern Passage, NS B3G 1M6","6311-Superviseurs des services alimentaires",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","Benco Foods Limited","Upper Tantallon, NS B3Z 1H3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","Blue Elephant Thai Restaurant","Bedford, NS B3M 0G2",6322-Cuisiniers,Inconnu,2,2
Nouvelle-Écosse,"   Bas salaire","BMC Seafoods Limited","Meteghan, NS B0W 2J0","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,1,20
Nouvelle-Écosse,"   Bas salaire","Brandner Investments Ltd","Lunenburg, NS B0J 2C0","6311-Superviseurs des services alimentaires",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","DJAJ Property Ltd.","Halifax, NS B3L 1L2",6322-Cuisiniers,Inconnu,1,3
Nouvelle-Écosse,"   Bas salaire","DRIFT RESTAURANT GROUP LIMITED PARTNERSHIP","Halifax, NS B3J 1S5",6322-Cuisiniers,Inconnu,1,21
Nouvelle-Écosse,"   Bas salaire","Fisherman's Market International Incorporated","Halifax, NS B3M 2L6","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,11
Nouvelle-Écosse,"   Bas salaire","Fisherman's Market International Incorporated","Halifax, NS B3M 2L6","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,2,21
Nouvelle-Écosse,"   Bas salaire","Grace Murray Inc","Bridgewater, NS B4V 7P4",6322-Cuisiniers,Inconnu,1,2
Nouvelle-Écosse,"   Bas salaire","Happy Veal Hot Pot Ltd.","Halifax, NS B3J 2K9",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","Hong Sheng International Ltd.","Halifax, NS B3S 1C8",6322-Cuisiniers,Inconnu,1,5
Nouvelle-Écosse,"   Bas salaire","JE Bembridge Enterprise Ltd","amherst, NS B4H 3E4",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","Jibro Enterprise Inc","Halifax, NS B3J 3T1",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","LEI FONG HONG GOODS DISTRIBUTOR INC.","HALIFAX, NS B3J 3K3",7452-Manutentionnaires,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","Les Entreprises Samson Enterprises Ltee","Petit De Grat, NS B0E 2L0","9535-Assembleurs, finisseurs et contrôleurs de produits en plastique",Inconnu,1,10
Nouvelle-Écosse,"   Bas salaire","LIGHTHOUSE RESTAURANT LIMITED","ANTIGONISH, NS B2G 2L4",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","Lobsterboys SH Ltd","Shag Harbour, NS B0W 3B0","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,1,10
Nouvelle-Écosse,"   Bas salaire","Long Point Lobster & Seafood Limited","NEWELLTON, NS B0W 1P0","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,1,6
Nouvelle-Écosse,"   Bas salaire","Louisbourg Seafoods Limited","Louisbourg, NS B1C 1B5","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",Inconnu,1,20
Nouvelle-Écosse,"   Bas salaire","M.J.N.J Investments Ltd","Lunenburg, NS B0J 2C0","6311-Superviseurs des services alimentaires",Inconnu,7,10
Nouvelle-Écosse,"   Bas salaire","M.J.N.J Investments Ltd","Lunenburg, NS B0J 2C0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,3,12
Nouvelle-Écosse,"   Bas salaire","MCLEAN'S SERVICE CENTER LIMITED","Newport, NS B0N 2A0","6421-Vendeurs - commerce de détail",Inconnu,1,2
Nouvelle-Écosse,"   Bas salaire","Mic-mac beverage room (2006) ltd","Dartmouth, NS B2X 2C3",6322-Cuisiniers,Inconnu,1,6
Nouvelle-Écosse,"   Bas salaire","naan n curry Restaurant LTD","Halifax, NS B3L 4N2",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","New Indian Bazaar Inc","Halifax, NS B3S 1B3","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","NS KT Foods Inc.","Halifax, NS B3L 2H8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","NS KT Foods Inc.","Halifax, NS B3L 2H8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Nouvelle-Écosse,"   Bas salaire","QUEEN AND CABLE LIMITED PARTNERSHIP","Halifax, NS B3J 0J2",6322-Cuisiniers,Inconnu,1,13
Nouvelle-Écosse,"   Bas salaire","R.L. Dunlap (2019) Limited","East Mountain, NS B6L 2N6","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,2
Nouvelle-Écosse,"   Bas salaire","RANDY'S PIZZA & DONAIR - LOWER SACKVILLE","Lower Sackville, NS B4C 2S4",6322-Cuisiniers,Inconnu,1,3
Nouvelle-Écosse,"   Bas salaire","SAWLUTIONS INC.","Dartmouth, NS B3B 1Z1",7452-Manutentionnaires,Inconnu,1,1
Nouvelle-Écosse,"   Bas salaire","Sydney Fresh Casual Restaurants Inc.","Sydney, NS B1P 5S8",6322-Cuisiniers,Inconnu,1,2
Nouvelle-Écosse,"   Bas salaire","Tomcat Holdings Ltd.","Upper Tantallon, NS B3Z 4R2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,4
Nouvelle-Écosse,"   Bas salaire","WOW! Food Systems Incorporated","Truro, NS B2N 6M5",6322-Cuisiniers,Inconnu,1,1
Nouvelle-Écosse,"  Agriculture primaire","Allen Farms Limited","Billtown, NS B0P 1J0","8431-Ouvriers agricoles",Inconnu,1,3
Nouvelle-Écosse,"  Agriculture primaire","Apple Lane Farm Inc","Berwick, NS B0P 1E0","8431-Ouvriers agricoles",Inconnu,1,6
Nouvelle-Écosse,"  Agriculture primaire","Atlantic Poultry Incorporated","Port Williams, NS B0P 1T0","8431-Ouvriers agricoles",Corporation,2,6
Nouvelle-Écosse,"  Agriculture primaire","Balamore Farm Ltd","Great Village, NS B0M 1L0","8431-Ouvriers agricoles",Inconnu,1,20
Nouvelle-Écosse,"  Agriculture primaire","Bayview Poultry Farms Ltd","Masstown, NS B0M 1G0","8431-Ouvriers agricoles",Inconnu,1,6
Nouvelle-Écosse,"  Agriculture primaire","Best Farms Ltd","Woodville, NS B0P 1V0","8431-Ouvriers agricoles",Partenariat,1,3
Nouvelle-Écosse,"  Agriculture primaire","Birchleigh Farms LTD.","Berwick, NS B0P 1E0","8431-Ouvriers agricoles",Inconnu,2,10
Nouvelle-Écosse,"  Agriculture primaire","CAP Farms Inc","Grafton, NS B0P 1V0","8431-Ouvriers agricoles",Inconnu,1,9
Nouvelle-Écosse,"  Agriculture primaire","Charles Keddy Farms Limited","Lakeville, NS B4N 3V7","8431-Ouvriers agricoles",Inconnu,2,22
Nouvelle-Écosse,"  Agriculture primaire","Craig Nichols Farms Limited","Aylesford, NS B0P 1C0","8431-Ouvriers agricoles",Inconnu,6,70
Nouvelle-Écosse,"  Agriculture primaire","Crisp Growers Incorporated","Berwick, NS B0P 1E0","8431-Ouvriers agricoles",Inconnu,3,39
Nouvelle-Écosse,"  Agriculture primaire","DeLong Farm Products Limited","New Germany, NS B0R 1E0","8432-Ouvriers de pépinières et de serres",Inconnu,2,24
