Province/Territory,"Program Stream",Employer,Address,Occupation,"Incorporate Status","Requested LMIAs","Requested Positions"
Ontario,"    High Wage","RAGHU JEWELLERS INC.","TORONTO, ON M9V 1A7","0621-Retail and wholesale trade managers",Unknown,1,1
Ontario,"    High Wage","Sequoia Content International Ltd","TORONTO, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
Ontario,"    High Wage","Sikorski Sausages Co. Ltd.","London, ON N5W 4C1","7311-Construction millwrights and industrial mechanics",Unknown,1,1
Ontario,"    High Wage","Soni Renovations Ltd","Brampton, ON L6Y 5A9","1221-Administrative officers",Unknown,1,1
Ontario,"    High Wage","Sparks Productions","TORONTO, ON M6K 3J1","5131-Producers, directors, choreographers and related occupations",Corporation,3,3
Ontario,"    High Wage","Steam Films Inc.","TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",Partnership,1,1
Ontario,"    High Wage","Suneeva Ltd","TORONTO, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
Ontario,"    High Wage","TBC Canada Services Inc.","Toronto, ON M4P 1J2","1211-Supervisors, general office and administrative support workers",Unknown,1,1
Ontario,"    High Wage","TransOcean Traders Inc.","Etobicoke, ON M9W 3L7","0014-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1
Ontario,"    High Wage","University of Ottawa","Ottawa, ON K1N 6N5","4011-University professors and lecturers",Unknown,1,1
Ontario,"    High Wage","V. Top Marble & Granite Ltd.","Mississauga, ON L4Z 1E2",7283-Tilesetters,Unknown,1,1
Ontario,"    High Wage","Walgre Transport Inc","Welland, ON L3C 6Z3","7305-Supervisors, motor transport and other ground transit operators",Unknown,1,1
Ontario,"   Low Wage","10029483 Canada Inc.","Pembroke, ON K8A 7R9","1311-Accounting technicians and bookkeepers",Unknown,1,1
Ontario,"   Low Wage","10176729 Canada Inc","Ottawa, ON K1S 2J8",6321-Chefs,Unknown,1,1
Ontario,"   Low Wage","1151001 ONTARIO LTD","MARKHAM, ON L3P 1A5","7535-Other automotive mechanical installers and servicers",Unknown,1,3
Ontario,"   Low Wage","11672746 CANADA INC.","Ottawa, ON K1T 3W7","6341-Hairstylists and barbers",Unknown,1,1
Ontario,"   Low Wage","1182464 Ontario Ltd.","ALGONQUIN HIGHLANDS, ON K0M 1J2","7452-Material handlers",Unknown,1,1
Ontario,"   Low Wage","12194708 CANADA INC","Ottawa, ON K1G 4T8","7313-Refrigeration and air conditioning mechanics",Unknown,1,1
Ontario,"   Low Wage","12624320 Canada Inc.","North York, ON M3C 3N6","3413-Nurse aides, orderlies and patient service associates",Unknown,1,2
Ontario,"   Low Wage","1514342 ONTARIO LTD.","Mississauga, ON L4W 1A1","1221-Administrative officers",Unknown,1,1
Ontario,"   Low Wage","1760846 ONTARIO LTD","Oakville, ON L6K 3E1","2242-Electronic service technicians (household and business equipment)",Unknown,1,1
Ontario,"   Low Wage","2523029 Ontario Inc.","Barrie, ON L4M 3C2","6311-Food service supervisors",Unknown,1,1
Ontario,"   Low Wage","2539878 Ontario Inc","Pickering, ON L1V 1B5","6513-Food and beverage servers",Unknown,1,2
Ontario,"   Low Wage","2557107 ONTARIO INC","Mississauaga, ON L4Y 0G4","1221-Administrative officers",Unknown,1,1
Ontario,"   Low Wage","2612972 Ontario Inc.","Toronto, ON M6S 1N2","9617-Labourers in food, beverage and associated products processing",Unknown,1,1
Ontario,"   Low Wage","2814332 Ontario Inc","Kingston, ON K7L 1B7","6311-Food service supervisors",Unknown,1,2
Ontario,"   Low Wage","5019272 ONTARIO CORP.","Toronto, ON M5V 2B5","6311-Food service supervisors",Unknown,1,1
Ontario,"   Low Wage","7704798 Canada Ltd","Brighton, ON K0K 1H0","1241-Administrative assistants",Unknown,1,1
Ontario,"   Low Wage","8093385 Canada Corporation","Manotick, ON K4M 1B2","6231-Insurance agents and brokers",Unknown,1,1
Ontario,"   Low Wage","8413797 canada inc","Orléans, ON K1C 1T1","0631-Restaurant and food service managers",Unknown,1,1
Ontario,"   Low Wage","9447326 Canada Ltd.","Orono, ON L0B 1M0","0621-Retail and wholesale trade managers",Unknown,1,1
Ontario,"   Low Wage","Aliquam Group Inc.","North York, ON M3N 1W7","1241-Administrative assistants",Unknown,1,1
Ontario,"   Low Wage","All Railings Division of DFL Fabrication Limited","Brampton, ON L6S 5P2","7237-Welders and related machine operators",Unknown,1,1
Ontario,"   Low Wage","Barrie Core Wellness Centre","Barrie, ON L4N 9J5","1241-Administrative assistants",Unknown,1,1
Ontario,"   Low Wage","Baydoun Appliances Inc","ottawa, ON K1C 5C5","7441-Residential and commercial installers and servicers",Unknown,1,1
Ontario,"   Low Wage","Bayshore Pharmacy Limited","Ottawa, ON K2B 8E8","6211-Retail sales supervisors",Unknown,1,1
Ontario,"   Low Wage","BEAVER TRANSPORTATION INC.","Bolton, ON L7E 2J3","9532-Furniture and fixture assemblers and inspectors",Unknown,1,1
Ontario,"   Low Wage","Bombay Frankies Restaurants Inc.","East Gwillimbury, ON L9N 0A2","0631-Restaurant and food service managers",Unknown,1,2
Ontario,"   Low Wage","BRI-DON SERVICES INC","WINDSOR, ON N9G 1A8","7511-Transport truck drivers",Unknown,1,1
Ontario,"   Low Wage","Canada risk solutions inc","North York, ON M2J 4G8","0114-Other administrative services managers",Unknown,1,2
Ontario,"   Low Wage","Chapman Family Holdings Inc","Lindsay, ON K9V 6G8","9461-Process control and machine operators, food, beverage and associated products processing",Unknown,1,1
Ontario,"   Low Wage","Complete Office Services Inc","Vaughan, ON L4K 5W9","2252-Industrial designers",Unknown,1,1
Ontario,"   Low Wage","Épelle-Moi CANADA","Windsor, ON N8T 3P5","1121-Human resources professionals",Unknown,1,1
Ontario,"   Low Wage","Jet Cafe","Ontario, ON L8N 1B4","6311-Food service supervisors",Unknown,1,1
Ontario,"   Low Wage","KANDU POOLS & SPAS LTD","NIAGARA FALLS, ON L2E 6C7","7441-Residential and commercial installers and servicers",Unknown,1,3
Ontario,"   Low Wage","Laark Enterprise Limited","Whitby, ON L1N 4J2","0631-Restaurant and food service managers",Unknown,1,1
Ontario,"   Low Wage","Lacroix Construction (2014) Ltd.","Sudbury, ON P3A 5N8","7237-Welders and related machine operators",Unknown,1,1
Ontario,"   Low Wage","Little Asia","Dundas, ON L9H 1B8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Ontario,"   Low Wage","Matthew Thibert Drugs Ltd. o/a Shoppers Drug Mart #760","Windsor, ON N8X  3Y","3414-Other assisting occupations in support of health services","Sole Proprietorship",1,1
Ontario,"   Low Wage","Me and My Friends Child Care INC","Claremont, ON L1Y 1B3","4214-Early childhood educators and assistants",Unknown,1,1
Ontario,"   Low Wage","METEOR FOUNDRY COMPANY LIMITED","MISSISSAUGA, ON L5T 1C8","9612-Labourers in metal fabrication",Unknown,1,1
Ontario,"   Low Wage","MSGFROM Distribution and Sales LTD.","London, ON N6B 1L7","6211-Retail sales supervisors",Unknown,1,1
Ontario,"   Low Wage","MUSA’S FINAL TOUCH, INC","St. Catherine's, ON L2R 7L9","0651-Managers in customer and personal services, n.e.c.",Unknown,1,1
Ontario,"   Low Wage","MUSKOKA HILLS RETIREMENT VILLA INC.","Bracebridge, ON P1L 1W8","3413-Nurse aides, orderlies and patient service associates",Unknown,1,1
Ontario,"   Low Wage","Nova Centaurus Group Inc.","Greely, ON K4P 0G5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Ontario,"   Low Wage","PALLID SWIFT LOGISTICS INC","MISSISSAUGA, ON L5T 1E7","1241-Administrative assistants",Unknown,1,2
Ontario,"   Low Wage","Pearson Pelletier Ontario Telecom Inc.","Mississauga, ON L4W 1C7","7245-Telecommunications line and cable workers",Unknown,1,1
Ontario,"   Low Wage","Perfect Glass and Mirrors Ltd","Scarborough, ON M1S 4J9","7611-Construction trades helpers and labourers",Unknown,1,2
Ontario,"   Low Wage","PJ-M2R Restaurants Inc","Stittsville, ON K2S 1S9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,10
Ontario,"   Low Wage","Preferred Transport","CHATHAM, ON N7M 5J7","7511-Transport truck drivers",Unknown,1,3
Ontario,"   Low Wage","Refresh Nail Spa","Richmond, ON K0A 2Z0","6562-Estheticians, electrologists and related occupations",Unknown,1,2
Ontario,"   Low Wage","RK DOORS INC","Concord, ON L4K 3C7","9437-Woodworking machine operators",Unknown,1,3
Ontario,"   Low Wage","Sherwood Electromotion Inc","Concord, ON L4K 4L4","7612-Other trades helpers and labourers",Unknown,1,2
Ontario,"   Low Wage","Sooch Law Professional Corporation","mississauga, ON L5S 0A7","1221-Administrative officers",Unknown,1,1
Ontario,"   Low Wage","Starfield LION Company","Toronto, ON M6M 3G2","5245-Patternmakers - textile, leather and fur products",Unknown,1,1
Ontario,"   Low Wage","The Job Shoppe Incorporated","Tecumseh, ON N8N 1M2","1241-Administrative assistants",Unknown,1,1
Ontario,"   Low Wage","Tim's Rent All Ltd.","Bowmanville, ON L1C 1R5","7441-Residential and commercial installers and servicers",Unknown,1,3
Ontario,"   Low Wage","TRI-BERMUDA FOOD INC.","Richmond Hill, ON L4G 5G2","6311-Food service supervisors",Unknown,1,1
Ontario,"   Low Wage","Two Bay Enterprizes Limited","Moosonee, ON P0L 1Y0","7335-Other small engine and small equipment repairers",Unknown,1,1
Ontario,"   Low Wage","Winoa Canada","Welland, ON L3B 5N7","9416-Metalworking and forging machine operators",Unknown,1,1
Ontario,"  Primary Agriculture","Cedarwood Honey","Harriston, ON N0G 1Z0","8431-General farm workers",Unknown,1,1
Manitoba,"    High Wage","10055391 Manitoba LTD","Neepawa, MB R0J 1H0","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Manitoba,"    High Wage","AcuMassage Wellness Centre","Winnipeg, MB R2M 2X9","3232-Practitioners of natural healing",Unknown,1,1
Manitoba,"    High Wage","Administrative Facilities Limited Partnership","Brandon, MB R7A 4E9","4211-Paralegal and related occupations",Unknown,1,1
Manitoba,"    High Wage","FASTWAYS TRANSPORT LTD.","WINNIPEG, MB R3R 3Y7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,2
Manitoba,"    High Wage","GH MILLWORK LTD","WINNIPEG, MB R2V 4H6","1221-Administrative officers",Unknown,1,1
Manitoba,"    High Wage","GS Electronics","Winnipeg, MB R2W 2Y6","7612-Other trades helpers and labourers",Unknown,1,1
Manitoba,"    High Wage","Hunjan renovation Ltd.","WINNIPEG, MB R2M 3J7",7271-Carpenters,Unknown,1,1
Manitoba,"    High Wage","Meseyton Construction Ltd.","Portage la Prairie, MB R1N 3J9","2231-Civil engineering technologists and technicians",Unknown,1,2
Manitoba,"    High Wage","Rah-Firdaus Foods & Fashions Inc.","Winnipeg, MB R2M 2Z6","0113-Purchasing managers",Unknown,1,1
Manitoba,"    High Wage","Rah-Firdaus Foods & Fashions Inc.","Winnipeg, MB R2M 2Z6","0621-Retail and wholesale trade managers",Unknown,1,1
Manitoba,"    High Wage","Rah-Firdaus Foods & Fashions Inc.","Winnipeg, MB R2M 2Z6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Manitoba,"    High Wage","Sidhu Bros Logistics Inc","Winnipeg, MB R4A 6A1","7511-Transport truck drivers",Unknown,1,6
Manitoba,"   Low Wage","5174245MB LTD","Winnipeg, MB R3B 0A8",1525-Dispatchers,Unknown,1,1
Manitoba,"   Low Wage","7229454 Manitoba Inc.","Winnipeg, MB R3P 2T3","6311-Food service supervisors",Unknown,1,2
Manitoba,"   Low Wage","Bigg Smoak BBQ Inc.","Steinbach, MB R5G 0X7",6322-Cooks,Unknown,1,2
Manitoba,"   Low Wage","Canaus visa Consultancy Corporation","Winnipeg, MB R2V 2A2","4211-Paralegal and related occupations",Unknown,1,1
Manitoba,"   Low Wage","Industrial Metals (2011)","Winnipeg, MB R2J 0G5","7237-Welders and related machine operators",Unknown,2,2
Manitoba,"   Low Wage","RIEC OVERSEAS LTD.","WINNIPEG, MB R3T 5E2","1221-Administrative officers",Unknown,1,1
Manitoba,"   Low Wage","Sukhpreet Bal, Chartered Professional Accountant Inc.","Winnipeg, MB R2V 2A2","1241-Administrative assistants",Unknown,1,2
Manitoba,"   Low Wage","TTN Immigration Consulting Inc.","Winnipeg, MB R3E 0C7","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Saskatchewan,"   Low Wage","102144019 Saskatchewan Ltd","Aberdeen, SK S0K 0A0","6731-Light duty cleaners",Unknown,1,2
Saskatchewan,"   Low Wage","102157170 SASKATCHEWAN INC.","Moosomin, SK S0G 3N0","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
Saskatchewan,"   Low Wage","Meadow lake Foods INC","Meadow lake, SK S9X 1Y5","6311-Food service supervisors",Unknown,1,2
Saskatchewan,"   Low Wage","SS Stonebridge Del Fitness Corp","Saskatoon, SK S7S 1P2","5254-Program leaders and instructors in recreation, sport and fitness",Unknown,1,1
Saskatchewan,"   Low Wage","SWEET LUXURY NAILS & SPA","Saskatoon, SK S7T 0J1","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Alberta,"    High Wage","13537935 Canada Corporation","Calgary, AB T2P 2V6","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Alberta,"    High Wage","AKROPOLIS ASSET MANAGEMENT CORP.","Calgary, AB T3K 3V7","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,"    High Wage","Alberta Research Chemicals Inc.","Edmonton, AB T6G 2M9",2112-Chemists,Unknown,1,1
Alberta,"    High Wage","Alpha Phenomics Inc.","Edmonton, AB T6H 3P6","0125-Other business services managers",Unknown,1,1
Alberta,"    High Wage","AL'S ATOMIC CONSTRUCTION LTD.","Edmonton, AB T5X 4P2","7282-Concrete finishers",Unknown,1,3
Alberta,"    High Wage","BEST GLASS PARTS LTD.","Edmonton, AB T6E 3G3","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"    High Wage","Caramex Logistics Inc","Calgary, AB T3J 0J7","7511-Transport truck drivers",Unknown,1,1
Alberta,"    High Wage","Cowboys Marketing Corporation","Calgary, AB T3M 1T7","0651-Managers in customer and personal services, n.e.c.",Unknown,1,2
Alberta,"    High Wage","Great Western Interiors Edmonton Corp","Calgary, AB T2Z 4H3","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,2
Alberta,"    High Wage","I.T.Quality Inc.","Fort McMurray, AB T9H 1S8","2281-Computer network technicians",Unknown,1,1
Alberta,"    High Wage","JSS BC Homes ltd.","CALGARY, AB T3N 1H8","7611-Construction trades helpers and labourers",Unknown,1,2
Alberta,"    High Wage","Loam Bio Inc","Calgary, AB T2P 1G1","4163-Business development officers and marketing researchers and consultants",Unknown,1,1
Alberta,"    High Wage","NAVNATH ENTERPRISES INC","EDMONTON, AB T6X 2L8","1221-Administrative officers",Unknown,1,1
Alberta,"    High Wage","OXFORD DAYCARE LTD.","EDMONTON, AB T5G 2J2","1221-Administrative officers",Unknown,1,1
Alberta,"    High Wage","PABLA'S GROUP OF COMPANIES INC.","edmonton, AB T6E 5X7","1221-Administrative officers",Unknown,1,1
Alberta,"    High Wage","Partners Publishing Ltd.","Edmonton, AB T6E 5B1","1241-Administrative assistants",Unknown,1,1
Alberta,"    High Wage","SVR GROUP LTD.","Calgary, AB T3J 3Z4","7295-Floor covering installers",Unknown,1,1
Alberta,"    High Wage","TVSMor Drafting Services Ltd.","Lloydminster, AB T9V 3J1","2254-Land survey technologists and technicians",Unknown,1,2
Alberta,"   Low Wage","1100881 Alberta LTD","Hines Creek, AB T0H 2A0","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Alberta,"   Low Wage","1290934 ALBERTA LTD","EDMONTON, AB T6A 0J1","6211-Retail sales supervisors",Unknown,1,1
Alberta,"   Low Wage","1658701 Alberta Ltd.Flytrans Delivery Services Ltd","Edmonton, AB T6L 3R5","7511-Transport truck drivers",Unknown,1,1
Alberta,"   Low Wage","2114061 ALBERTA LTD","Edmonton, AB T6N 1L5","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Alberta,"   Low Wage","2125198 Alberta Ltd","Grande Prairie, AB T8V 3Y2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,"   Low Wage","2132608 Alberta Inc","Edmonton, AB T6E 2A4","0631-Restaurant and food service managers",Unknown,1,1
Alberta,"   Low Wage","2137195 Alberta Ltd.","Edmonton, AB T5E 4C3","6311-Food service supervisors",Unknown,1,1
Alberta,"   Low Wage","2146599 Alberta Ltd","Edmonton, AB T5A 4L8","6211-Retail sales supervisors",Unknown,1,1
Alberta,"   Low Wage","2171121 ALBERTA LTD","Canmore, AB T1W 2W8","1224-Property administrators",Unknown,1,1
Alberta,"   Low Wage","2279655 Alberta Ltd","Sherwood Park, AB T8H 2J8","6311-Food service supervisors",Unknown,1,3
Alberta,"   Low Wage","2333743 Alberta Ltd","NE Calgary, AB T2E 7B2","6622-Store shelf stockers, clerks and order fillers",Unknown,1,1
Alberta,"   Low Wage","2333754 ALBERTA LTD.","Bowden, AB T0M 0K0","6622-Store shelf stockers, clerks and order fillers",Unknown,1,1
Alberta,"   Low Wage","Cut&fade Barbershop","Airdrie, AB T4B 3W9","6341-Hairstylists and barbers",Unknown,1,1
Alberta,"   Low Wage","Dave Does Lawns Ltd","Edmonton, AB T6H 2J7","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,1
