Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Demandes
,,2320576 Ontario Inc.,"Mississauga, ON L5B 3L6",1241-Adjoints administratifs,1
,,2394063 Ontario Inc.,"Hamilton, ON L8P 3A3",3112-Omnipraticiens et médecins en médecine familiale,1
,,2404023 ONTARIO LTD. O/A MARIO'S MEATS & SPECIALTY SHOP,"Maple, ON L6A 4H8","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
,,2543491 Ontario Incorporated,"Timmins, ON P4N 2W9",2281-Techniciens de réseau informatique,1
,,6971971 Canada Inc,"Richmond Hill, ON L4E 0X9",6211-Superviseurs des ventes - commerce de détail,1
,,826380 Ontario Ltd.,"Brampton, ON L6W 3J6",7322-Débosseleurs et réparateurs de carrosserie,1
,,8476942 Canada Corp.,"Milton, ON L9T 7H0",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,8541698 Canada Inc.,"Brampton, ON L6P 3B7",0621-Directeurs - commerce de détail et de gros,1
,,9576398 Canada Inc.,"Pickering, ON L1V 1A4","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
,,9765158 Canada Inc,"Toronto, ON M5C 1N7",2141-Ingénieurs d'industrie et de fabrication,1
,,All Seasons Weddings Ltd,"Kenmore, ON K0A 2G0",1226-Planificateurs de congrès et d'événements,1
,,Aluminum Window Designs Ltd.,"Woodbridge, ON L4L 4A3",2132-Ingénieurs mécaniciens,1
,,Anzano General Contracting Corp.,"Scarborough, ON M1L 3L1","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Applewood Roofing And Sheet Metal Ltd,"Toronto, ON M9L 1P6",7291-Couvreurs et poseurs de bardeaux,1
,,Arts & Sciences Dept. LLC,"Toronto, ON M6J 1H6","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,ASIA PACIFIC INTERNATIONAL INC,"Toronto, ON M5C 2M6",2252-Designers industriels,2
,,Asymetric Media Ltd.,"Toronto, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
,,Bawa Construction Inc.,"Brantford, ON N3R 4C5",7282-Finisseurs de béton,1
,,Bowmanville Medical Associates,"Bowmanville, ON L1C 1P6",3112-Omnipraticiens et médecins en médecine familiale,1
,,Brevitas Consulting Inc.,"Richmond Hill, ON L4B 3B2",1122-Professionnels des services-conseils en gestion aux entreprises,1
,,Castle Contracting Ltd.,"Nobleton, ON L0G 1N0",7204-Entrepreneurs et contremaîtres en charpenterie,1
,,Chef's Plate Inc.,"Toronto, ON M5V 2C3","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
,,Citco (Canada) Inc.,"Toronto, ON M4W 1A8",1212-Superviseurs de commis de finance et d'assurance,1
,,Digital Extremes Ltd.,"London, ON N6A 6K2",5241-Designers graphiques et illustrateurs,1
,,Eastside Chevrolet Buick GMC Ltd.,"Markham, ON L3R 2P4","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,,,"1123-Professionnels en publicité, en marketing et en relations publiques",1
,,Everest Toronto Services Inc.,"Mississauga, ON L5B 2C4",0621-Directeurs - commerce de détail et de gros,1
,,Falcon Motor Xpress Ltd.,"Caledon, ON L7C 2X3",2281-Techniciens de réseau informatique,1
,,Frischkorn Audio-Visual Corp,"Mississauga, ON L5A 3V3",5225-Techniciens en enregistrement audio et vidéo,1
,,Gears Bike & Ski Shops Limited,"Mississauga, ON L5H 1G4",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,GeoTerre Limited,"Brampton, ON L6T 4V9",2144-Ingénieurs géologues,1
,,Great Connections Employment Service Inc.,"North York, ON M3H 5T5",1222-Adjoints de direction,1
,,Green Valley Golf Schools,"London, ON N5Z 3N7","0513-Directeurs de programmes et de services de sports, de loisirs et de conditionnement physique",1
,,Harmony Hyundai Inc.,"Rockland, ON K4K 1J8",0621-Directeurs - commerce de détail et de gros,1
,,Historic Restoration inc.,"Toronto, ON M4M 2R5",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
,,Intervolt Electric Ltd.,"Toronto, ON M1R 3C3",7241-Électriciens (sauf électriciens industriels et de réseaux électriques),1
,,ISX International Student Exchange of Canada,"Toronto, ON M4Y 2B6",6411-Représentants des ventes et des comptes - commerce de gros (non-technique),1
,,Joe Amaral Landscaping & General Contract Ltd.,"Toronto, ON M6H 3T7",7282-Finisseurs de béton,1
,,Juice DMS Advertising Limited,"Toronto, ON M5V 3B1",0213-Gestionnaires des systèmes informatiques,1
,,Kabayan South Travel Inc,"Brampton, ON L6S 0E7",0621-Directeurs - commerce de détail et de gros,1
,,Kelsey Trail Trucking Ltd,"Innisfil, ON L9S 3V6",7511-Conducteurs de camions de transport,6
,,Marin Contracting Limited,"Concord, ON L4K 4X2",7271-Charpentiers-menuisiers,2
,,MK Dinner Inc,"Burlington, ON L7N 2R5",6322-Cuisiniers,2
,,Niagara Learning Academy,"Welland, ON L3B 3Z8",1226-Planificateurs de congrès et d'événements,1
,,North Eastern Trucking Inc.,"Hamilton, ON L8G 5H3",7511-Conducteurs de camions de transport,4
,,Ontario Corporation #1904516,"Kitchener, ON N2C 2S1",7282-Finisseurs de béton,2
,,Ontario Corporation 1350793,"Scarborough, ON M1W 2X1",2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture,1
,,Onyx Fire Protection Services Inc.,"Etobicoke, ON M9W 4M2",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
,,OPC.TV Inc.,"Toronto, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
,,"Optima Drywall & Acoustics, Ltd.","Richmond Hill, ON L4B 4T9",7204-Entrepreneurs et contremaîtres en charpenterie,1
,,Prica Group Construction Management Inc.,"Waterloo, ON N2V 2M7",6221-Spécialistes des ventes techniques - commerce de gros,1
,,Prime Nutrisource Inc.,"Scarborough, ON M1X 1E4",1225-Agents aux achats,1
,,QG Meat Ltd,"Scarborogh, ON M1V 5C8","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,"Radke Films, Ltd.","Toronto, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",7
,,Rafat General Contractor Inc,"Caledon, ON L7E 2Y4",7312-Mécaniciens d'équipement lourd,2
,,REAL-TIME CONTRACTING GROUP INC,"Mississauga, ON L5T 1M6",7291-Couvreurs et poseurs de bardeaux,1
,,Revolver Films Inc.,"Toronto, ON M5V 2B3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Ristorante Verdicchio Limited,"Sudbury, ON P3E 5P5",6321-Chefs,1
,,Sequoia Content Limited,"Toronto, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Soft Citizen, Inc.","Toronto, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Someplace Nice Inc.,"Toronto, ON M6H 2X6","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Steam Films, Inc.","Toronto, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Suneeva Ltd.,"Toronto, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",5
,,Sure Track West Ltd.,"Concord, ON L4K 5B5",7511-Conducteurs de camions de transport,1
,,The Corporation of The County of Simcoe,"Midhurst, ON L9X 1N6","4412-Aides familiaux résidents, aides de maintien à domicile et personnel assimilé",1
,,The Lodges at Blue Mountain Corporation,"Aurora, ON L4G 7S8",0632-Directeurs des services d'hébergement,1
,,Trivision Broadband and Telecom Inc,"Markham, ON L3R 2N7","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
,,U and MI Holdings Inc.,"Etobicoke, ON M9C 1B8",0631-Directeurs de la restauration et des services alimentaires,1
,,Vila Bricklaying Ltd,"Toronto, ON M6L 1H4",7281-Briqueteurs-maçons,1
,,Westside Studio,"Toronto, ON M6H 4A6","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Workplace Medical Corp,"Hamilton, ON L8R 1E2",3112-Omnipraticiens et médecins en médecine familiale,1
,,Z and Z Pharmacies Ltd.,"Windsor, ON N8W 3S4",3112-Omnipraticiens et médecins en médecine familiale,2
,   Bas salaire,1231889 Ontario Limited,"Mississauga, ON L4T 2H5",6322-Cuisiniers,2
,,1268887 Ontario Inc,"Toronto, ON M4K 2P8",6321-Chefs,1
,,1404087 Ontario Inc.,"Concord, ON L4K 2T8",2233-Technologues et techniciens en génie industriel et en génie de fabrication,1
,,1520636 Ontario Inc,"Brampton, ON L6R 2K7",0631-Directeurs de la restauration et des services alimentaires,1
,,1630604 Ontario Inc.,"Brampton, ON L6S 6L1",0631-Directeurs de la restauration et des services alimentaires,1
,,,,6322-Cuisiniers,1
,,1845073 Ontario Inc.,"Milton, ON L9T 1P8",6322-Cuisiniers,1
,,1845129 Ontario Ltd.,"Thornhill, ON L4J 8W1","6562-Esthéticiens, électrolystes et personnel assimilé",1
,,1855655 Ontario Inc,"London, ON N6G 5J3",6311-Superviseurs des services alimentaires,1
,,1928045 Ontario Ltd.,"Grimsby, ON L3M 4E8",6311-Superviseurs des services alimentaires,2
,,1st Ambuport Inc.,"North York, ON M3B 2T6",1241-Adjoints administratifs,1
,,2036062 Ontario Inc.,"Mississauga, ON L4T 2G8",6211-Superviseurs des ventes - commerce de détail,1
,,2053167 Ontario Inc.,"Toronto, ON M2N 5P9",6322-Cuisiniers,1
,,2065283 Ontario Inc.,"Toronto, ON M5P 2H8","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",1
,,2138725 Ontario Inc.,"Pickering, ON L1V 6K3",6311-Superviseurs des services alimentaires,1
,,2202662 Ontario Inc.,"Toronto, ON M4Y 1K9",6311-Superviseurs des services alimentaires,1
,,2209000 Ontario Ltd.,"Waterloo, ON N2J 4H7",5241-Designers graphiques et illustrateurs,1
,,2265122 Ontario Inc.,"Brampton, ON L6V 4N1",6322-Cuisiniers,1
,,2354181 Ontario Inc,"Toronto, ON M4N 2L9",6322-Cuisiniers,1
,,2387103 Ontario Inc.,"London, ON N6E 1V4",6322-Cuisiniers,1
,,2447103 Ontario Inc.,"Richmond Hill, ON L4B 3B1",6321-Chefs,1
,,2478388 Ontario Inc.,"Mount Hope, ON L0R 1W0","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
,,2480839 Ontario Inc.,"London, ON N5X 0L9",6211-Superviseurs des ventes - commerce de détail,1
,,2522618 Ontario Corporation,"Petawawa, ON K8H 2E2",6311-Superviseurs des services alimentaires,1
,,8320357 Canada Ltd.,"Brampton, ON L6R 2K7",6322-Cuisiniers,1
,,8720568 Canada Inc,"Scarborough, ON M1S 5V9",6322-Cuisiniers,5
,,Antica Pizzeria Inc.,"Niagara Falls, ON L2G 3L6",6322-Cuisiniers,1
,,Belwood Poultry Limited,"Amherstburg, ON N9V 2Y9","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",6
,,Central Tree Care Ltd.,"Toronto, ON M1L 4M7","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
,,Crystal Nail Spa Inc.,"Burlington, ON L7M 4C6","6562-Esthéticiens, électrolystes et personnel assimilé",2
,,D & J Manufacturing Co. Ltd,"Toronto, ON M8Z 5V5",7272-Ébénistes,1
,,DHG 09 Inc.,"Mississauga, ON L5W 1T2",6311-Superviseurs des services alimentaires,1
,,EAT ITALY LTD.,"Barrie, ON L4N 9N2",6322-Cuisiniers,1
,,Halton Hills Labradoodles Inc.,"Burlington, ON L7P 0A6",6563-Soigneurs d'animaux et travailleurs en soins des animaux,1
,,Heng Hing Trading Ltd . 1759317 Ontario Inc,"Richmond Hill, ON L4B 3K7",1221-Agents d'administration,1
,,"Hoya Lens Canada, Inc.","Mississauga, ON L5L 5Z9",2282-Agents de soutien aux utilisateurs,1
,,JDSM Creative Inc.,"Toronto, ON M6K 2T9","5243-Ensembliers de théâtre, dessinateurs de mode, concepteurs d'expositions et autres concepteurs artistiques",1
,,Just Shawarma Inc.,"Stittsville, ON K2S 1B9",6322-Cuisiniers,1
,,Kingsville Stamping Ltd.,"Kingsville, ON N9Y 2E5","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",9
,,kitchenforkitchen.com Inc.,"Toronto, ON M3N 1V7",7272-Ébénistes,1
,,Mohamad's Barber Shop,"Cambridge, ON N1T 1W2",6341-Coiffeurs et barbiers,1
,,Multi-Mold Plastics Inc.,"Concord, ON L4K 1G6",9214-Surveillants dans la fabrication de produits en caoutchouc et en plastique,1
,,Ontario Best Carrier Inc,"Bolton, ON L7E 3B6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Ontario Potato Dist. (Alliston) Inc. 1991,"Alliston, ON L9R 1W1",7452-Manutentionnaires,6
,,Phoenix Custom Autobody Inc.,"Brampton, ON L6W 1X9",7322-Débosseleurs et réparateurs de carrosserie,1
,,Pinecrest Remembrance Services Ltd.,"Ottawa, ON K2C 3H9",8612-Manoeuvres en aménagement paysager et en entretien des terrains,1
,,Preet Logistics LTD.,"Hornby, ON L0P 1E0",7511-Conducteurs de camions de transport,1
,,Pride Group Logistics Ltd.,"Mississauga, ON L5T 1A6",7511-Conducteurs de camions de transport,1
,,Projection Moulds Inc.,"Brantford, ON N3S 7X3",2233-Technologues et techniciens en génie industriel et en génie de fabrication,1
,,Promast Inc.,"Mississauga, ON L4X 2G1",1311-Techniciens en comptabilité et teneurs de livres,1
,,S & A Crafts,"Concord, ON L4K 1J1",7272-Ébénistes,1
,,Shivam Inc. O/A Subway Restaurant,"Etobicoke, ON M9B 4J3",6311-Superviseurs des services alimentaires,1
,,St. Joseph's Health Care London,"London, ON N6A 4V2",0711-Directeurs de la construction,1
,,The Strategy Institute Inc.,"Toronto, ON N5V 3A8","1123-Professionnels en publicité, en marketing et en relations publiques",1
,,Turco Persian Rug Company Inc,"Toronto, ON M5A 1R2","9442-Tisseurs, tricoteurs et autres opérateurs de machines textiles",1
,,ULS Corporate Inc.,"Toronto, ON M2N 5Y7",1225-Agents aux achats,1
,,VBE Developments Ltd.,"Toronto, ON M8Y 3J6",1224-Agents de gestion immobilière,1
,,Zuimei Corporation Ltd.,"Toronto, ON M5V 1Z4",6311-Superviseurs des services alimentaires,1
,  Agriculture primaire,2492309 Ontario Ltd / Double Diamond Plant 3,"Leamington, ON N8H 3W2",8432-Ouvriers de pépinières et de serres,4
,,Harwood Estate Vineyards Inc.,"Aurora, ON L4G 1H8",8431-Ouvriers agricoles,2
,,Horizon Seeds Canada Inc.,"Courtland, ON N0J 1E0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,JM Hydroponics Ltd,"Kingsville, ON N9Y 2N5",8432-Ouvriers de pépinières et de serres,20
,,Monaghan Mushrooms Ltd,"Campbellville, ON L0P 1B0",8611-Manoeuvres à la récolte,30
,,Pioneer Flower Farms Limited,"St. Catharines, ON L2R 6P9",8432-Ouvriers de pépinières et de serres,18
,,Prism Farms Ltd,"Leamington, ON N8H 3V8",8432-Ouvriers de pépinières et de serres,14
,,,,8611-Manoeuvres à la récolte,6
,,Roelands Plant Farms Inc,"Lambton Shores, ON N0N 1J5",8432-Ouvriers de pépinières et de serres,10
,,Under Sun Acres Inc,"Staples, ON N0P 2J0",8432-Ouvriers de pépinières et de serres,15
,,United Bait Inc.,"Stratford, ON N5A 1W3",8611-Manoeuvres à la récolte,7
,Résident permanent seulement,1087396 Ontario Ltd.,"Toronto, ON M4G 3B5",6321-Chefs,1
,,1295503 Ontario Inc.,"Mississauga, ON L5V 2H1","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
,,,,0731-Directeurs des transports,1
,,1740367 Ontario Inc.,"Toronto, ON M1V 4S9",6421-Vendeurs - commerce de détail,1
,,2130038 Ontario Inc,"Mississauga, ON L5T 1B6",1221-Agents d'administration,1
,,2207801 Ontario Inc.,"Brampton, ON L6W 1M6",6211-Superviseurs des ventes - commerce de détail,1
,,2212579 Ontario Ltd.,"Toronto, ON M5T 1S5","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,6775187 Canada Inc.,"Brampton, ON L6R 1R7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,A 2 Z Kitchen Cabinets Inc.,"Brampton, ON L6T 4M2",9224-Surveillants dans la fabrication de meubles et d'accessoires,1
,,A&C Law Firm LLP,"Ottawa, ON K1V 7Z3","4164-Recherchistes, experts-conseils et agents de programmes en politiques sociales",1
,,Ancam Solutions Company Ltd,"Oakville, ON L6L 6J4",1311-Techniciens en comptabilité et teneurs de livres,1
,,APS Mann Legal Professional Corp.,"Brampton, ON L6T 4L9","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
,,Clore Beauty Inc.,"Toronto, ON M6H 1M8",6211-Superviseurs des ventes - commerce de détail,1
,,Core Architects Inc,"Toronto, ON M5V 1P9",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,EP America Inc.,"Mississauga, ON L4W 4J4",1241-Adjoints administratifs,1
,,Everest Toronto Services Inc.,"Mississauga, ON L5B 2C4",0621-Directeurs - commerce de détail et de gros,3
,,Global IT Connect Ltd.,"Mississauga, ON L4V 1W1",2172-Analystes de bases de données et administrateurs de données,1
,,Navid Manufacturing Inc,"Guelph, ON N1H 6H9","7201-Entrepreneurs et contremaîtres des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé",1
,,N-Patrol Inc.,"Woodbridge, ON L4H 0J2",6221-Spécialistes des ventes techniques - commerce de gros,1
,,Rei Dos Leitos Bar & Grill Ltd,"London, ON N5Z 1T6",0631-Directeurs de la restauration et des services alimentaires,1
,,S & A Crafts,"Concord, ON L4K 1J1",7204-Entrepreneurs et contremaîtres en charpenterie,1
,,St. Isidore Storage Limited,"St. Isidore, ON K0C 2B0",0714-Directeurs de l'exploitation et de l'entretien d'immeubles,1
,,Standard Sweets and Restaurants Ltd.,"Brampton, ON L6R 2K4",6322-Cuisiniers,1
,,Tamello Enterprises Inc.,"Concord, ON L4K 1L9",6322-Cuisiniers,1
,,Toronto School of Management Inc.,"Toronto, ON M5G 1K2","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Manitoba,    Haut salaire,4667710 Manitoba Ltd.,"Winnipeg, MB R3P 2P2",4214-Éducateurs et aides-éducateurs de la petite enfance,2
,,Bison Family Medical Clinic Inc.,"Winnipeg, MB R3T 4Z7",4212-Travailleurs des services sociaux et communautaires,1
,,DFS Deck Freight Systems Inc.,"Winnipeg, MB R3S 1A3",7511-Conducteurs de camions de transport,3
,,Ingram Consulting Limited,"Winnipeg, MB R3B 1Z8",4211-Techniciens juridiques et personnel assimilé,1
,,Lozman Canada Inc,"Winnipeg, MB R3N 0V7",0621-Directeurs - commerce de détail et de gros,1
,,Nyu Nyu International Ltd.,"Winnipeg, MB R3N 1P3",0632-Directeurs des services d'hébergement,1
,,SH Construction & Renovation Inc,"Winnipeg, MB R2M 2P8",7283-Carreleurs,1
,,Urecoat Inc.,"Winnipeg, MB R2J 3R8",7293-Calorifugeurs,1
,   Bas salaire,4195101 Manitoba Ltd.,"Winnipeg, MB R2M 5A9",6322-Cuisiniers,2
,,6449434 Manitoba Ltd,"Winnipeg, MB R3T 4S5",6322-Cuisiniers,1
,,Domo Gasoline Corporation Ltd,"Winnipeg, MB R3C 1E5",6211-Superviseurs des ventes - commerce de détail,2
,,Lozman Canada Inc,"Winnipeg, MB R3N 0V7",6421-Vendeurs - commerce de détail,2
,,Peter Bastians International,"Winnipeg, MB R3P 2H2",6322-Cuisiniers,1
,,ShopDrop Ltd.,"Winnipeg, MB R3W 0G7",7514-Chauffeurs-livreurs - services de livraison et de messagerie,3
,  Agriculture primaire,Calvern Farms Ltd.,"Argyle, MB R0C 0B0",8431-Ouvriers agricoles,2
,Résident permanent seulement,Nexus Realty Brokerage,"Brandon, MB R7A 4K1","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
Saskatchewan,    Haut salaire,1647019 Ontario Inc.,"Regina, SK S4T 1E6",7312-Mécaniciens d'équipement lourd,3
,,,,7511-Conducteurs de camions de transport,4
,,Five Hills Health Region,"Moose Jaw, SK S6J 0C2",3111-Médecins spécialistes,1
,,Olugbenga Abimbola Akinsanya Dental Prof Corp,"Prince Albert, SK S6V 4T1",3113-Dentistes,1
,,Radiology Associates Of Regina Medical P.C. Inc.,"Regina, SK S4S 6X5",3111-Médecins spécialistes,1
,,S.K. Transportation Inc.,"Saskatoon, SK S7W 0X5",7511-Conducteurs de camions de transport,2
,   Bas salaire,101105624 Saskatchewan Ltd.,"Lanigan, SK S0K 2M0",6311-Superviseurs des services alimentaires,1
,,101190264 Saskatchewan Ltd.,"Saskatoon, SK S7T 0G3",6322-Cuisiniers,1
,,101298842 Saskatchewan Ltd.,"Big River, SK S0J 0E0",6311-Superviseurs des services alimentaires,1
,,102016053 Saskatchewan Ltd.,"Regina, SK S4V 1H1",0631-Directeurs de la restauration et des services alimentaires,1
,,AG Commercial Cleaner,"Prince Albert, SK S6V 1M1",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
,,Little Castle Childcare Centre,"Indian Head, SK S0G 2K0",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Moosomin Asian Food Mart Inc.,"Moosomin, SK S0G 3N0",6211-Superviseurs des ventes - commerce de détail,1
,,P & K Trading Ltd,"Hudson Bay, SK S0E 0Y0",6513-Serveurs d'aliments et de boissons,1
Alberta,    Haut salaire,1020102 Alberta Ltd.,"Edmonton, AB T6V 1G5",0631-Directeurs de la restauration et des services alimentaires,1
,,1213344 AB Ltd.,"Grande Prairie, AB T8V 5L4","7201-Entrepreneurs et contremaîtres des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé",1
,,1487016 Alberta Ltd,"Calgary, AB T2G 1K4",6314-Superviseurs des services d'information et des services à la clientèle,1
,,1798529 Alberta Ltd,"Calgary, AB T2A 0V1",0621-Directeurs - commerce de détail et de gros,1
,,417643 Alberta Ltd. o/a Kastelen Sausage & Fine Meats,"Ardrossan, AB T8G 2G2",0621-Directeurs - commerce de détail et de gros,1
,,Comm-It Canada Inc o/a Comm-it,"Calgary, AB T2T 0H1",0213-Gestionnaires des systèmes informatiques,1
,,Crane & IMJ Medical Clinics,"Chestermere, AB T1X 0T9",3112-Omnipraticiens et médecins en médecine familiale,1
,,Future Forward Inc,"Calgary, AB T3C 3K8",2175-Concepteurs et développeurs Web,1
