Province/Territory,"Program Stream","Employer ","Address ","Occupation ","Incorporate Status","Approved LMIAs","Approved Positions"
"Newfoundland and Labrador","   Low Wage","Burton's Adventure Ltd","St John's, NL A1H 1A1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
"Newfoundland and Labrador","   Low Wage","Coastline Adventures Inc","Kings Point, NL A0J 1H0","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,4
"Newfoundland and Labrador","   Low Wage","ELH Enterprises Inc","Corner Brook, NL A2H 5L8",6322-Cooks,Unknown,1,2
"Newfoundland and Labrador","   Low Wage","ELH Enterprises Inc","Corner Brook, NL A2H 5L8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
"Newfoundland and Labrador","   Low Wage","GOULDS FOODS INC","PORTUGAL COVE ST PHILIPS, NL A1M 1E3",6322-Cooks,Unknown,1,1
"Newfoundland and Labrador","   Low Wage","Hermitage Processing Inc.","Hermitage, NL A0H 1S0","9463-Fish and seafood plant workers",Unknown,1,12
"Newfoundland and Labrador","   Low Wage","J.Co Holdings Inc.","St. John's, NL A1B 3R2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
"Newfoundland and Labrador","   Low Wage","MiKe Davis Signs Ltd.","Mount Pearl, NL A1N 5E8","7535-Other automotive mechanical installers and servicers",Unknown,1,2
"Newfoundland and Labrador","   Low Wage","Sexton Lumber Co. Limited","Bloomfield, NL A0C 1A0","9614-Labourers in wood, pulp and paper processing",Unknown,1,20
"Newfoundland and Labrador","   Low Wage","Sunnyslope Foods Inc","Torbay, NL A1K 1G3","6311-Food service supervisors",Unknown,1,1
"Newfoundland and Labrador","   Low Wage","Sunnyslope Foods Inc","Torbay, NL A1K 1G3","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
"Newfoundland and Labrador","   Low Wage","Vatcher Restaurant Inc","Corner Brook, NL A2H 2Y6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
"Newfoundland and Labrador","  Primary Agriculture","Larch Grove Farm Ltd.","Cormack, NL A8A 2R7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,3
"Newfoundland and Labrador","  Primary Agriculture","Larch Grove Farm Ltd.","Cormack, NL A8A 2R7","8431-General farm workers",Unknown,1,3
"Newfoundland and Labrador","  Primary Agriculture","Munn Poultry Farm Limited","ST. JOHN'S, NL A1E 2C2","8431-General farm workers",Unknown,1,5
"Newfoundland and Labrador","  Primary Agriculture","Sunrise Dairy Ltd","Musgravetwon, NL A0C 1Z0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
"Prince Edward Island","    High Wage","Bulk Carriers (P.E.I.) Limited","Clyde River, PE C0A 1H3","7511-Transport truck drivers",Unknown,1,15
"Prince Edward Island","    High Wage","Diversified Divers Inc","Hazelbrook, PE C1B 0R9","7384-Other trades and related occupations, n.e.c.",Unknown,1,1
"Prince Edward Island","    High Wage","Flourish Construction Ltd.","Stratford, PE C1B 0E6","2231-Civil engineering technologists and technicians",Unknown,1,1
"Prince Edward Island","    High Wage","Garland Construction Inc.","Charlottetown, PE C1E 0M6","7291-Roofers and shinglers",Unknown,1,1
"Prince Edward Island","   Low Wage","100066 PEI INC","summerside, PE C1N 4Y8",6322-Cooks,Unknown,1,1
"Prince Edward Island","   Low Wage","101775 PEI Inc.","Charlottetown, PE C1A 4B1",6322-Cooks,Unknown,1,1
"Prince Edward Island","   Low Wage","11865498 CANADA INC.","Charlottetown, PE C1A 6B2",6322-Cooks,Unknown,1,2
"Prince Edward Island","   Low Wage","Atlantic Beef Products Inc.","Albany, PE C0B 1A0","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,15
"Prince Edward Island","   Low Wage","Charlottetown Fresh Casual Restaurants Inc.","Charlottetown, PE C1A 4M9",6322-Cooks,Unknown,1,2
"Prince Edward Island","   Low Wage","DRM COMPANY LTD.","Charlottetown, PE C1A 4N2",6332-Bakers,Unknown,1,4
"Prince Edward Island","   Low Wage","DRM COMPANY LTD.","Charlottetown, PE C1A 4N2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,6
"Prince Edward Island","   Low Wage","KILDARE FISHERIES LTD","Alberton, PE C0B 1B0","9463-Fish and seafood plant workers",Unknown,1,100
"Prince Edward Island","   Low Wage","L&C Fisheries Inc","French River, PE C0B 1M0","9463-Fish and seafood plant workers",Unknown,1,8
"Prince Edward Island","   Low Wage","PEI MUSSEL FARMS INC","MORELL, PE C0A 1S0","8613-Aquaculture and marine harvest labourers",Unknown,1,10
"Prince Edward Island","   Low Wage","PEI Mussel King Inc.","MORELL, PE C0A 1S0","9618-Labourers in fish and seafood processing",Unknown,1,12
"Prince Edward Island","   Low Wage","Piccottcare Familia Services Inc.","Charlottetown, PE C1A 0E3","6731-Light duty cleaners",Unknown,3,3
"Prince Edward Island","   Low Wage","Prince Edward Island Coffee Inc","Charlottetown, PE C1A 4A4",6322-Cooks,Unknown,1,1
"Prince Edward Island","  Primary Agriculture","100556 P.E.I. INC. G W.& R Visser Farms","Vernon Bridge, PE C0A 2E0","8431-General farm workers",Unknown,2,5
"Prince Edward Island","  Primary Agriculture","7035233 Canada Inc.","Mount Stewart, PE C0A 1T0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,3
"Prince Edward Island","  Primary Agriculture","Arlington Orchards Inc","arlington, PE C0B 1Y0","8431-General farm workers",Unknown,1,4
"Prince Edward Island","  Primary Agriculture","Atlantic Grown Organics Inc","Spring Valley, PE C0B 1M0","8431-General farm workers",Unknown,1,10
"Prince Edward Island","  Primary Agriculture","Birch Farms Ltd.","Summerside, PE C1N 4J9","8431-General farm workers",Unknown,1,5
"Prince Edward Island","  Primary Agriculture","BUNNY BURROW VEGETABLE CO. LTD","Kinkora, PE C0B 1N0","8431-General farm workers",Unknown,1,2
"Prince Edward Island","  Primary Agriculture","Eastern Exporters Limited","Souris, PE C0A 2B0","8431-General farm workers",Unknown,2,4
"Prince Edward Island","  Primary Agriculture","Eastern Farms Ltd.","Pownal, PE C1B 3S5","8431-General farm workers",Unknown,1,1
"Prince Edward Island","  Primary Agriculture","Extondale Farms Ltd.","Oyster Bed, PE C1E 0L9","8431-General farm workers",Unknown,1,2
"Prince Edward Island","  Primary Agriculture","Hakkers Produce Inc","BELFAST, PE C0A 1A0","8431-General farm workers",Unknown,1,12
"Prince Edward Island","  Primary Agriculture","Hy-Croft Farms Inc.","Summerside, PE C1N 4V4","8431-General farm workers",Unknown,1,2
"Prince Edward Island","  Primary Agriculture","Jewell's of Prince Edward Island Inc.","York RR, PE C0A 1P0","8431-General farm workers",Corporation,1,12
"Prince Edward Island","  Primary Agriculture","King's County Pork Inc.","Montague, PE C0A 1R0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,2,2
"Prince Edward Island","  Primary Agriculture","King's County Pork Inc.","Montague, PE C0A 1R0","8431-General farm workers",Unknown,1,1
"Prince Edward Island","  Primary Agriculture","MGS Holdings & Distribution Ltd.","Alberton, PE C0B 1B0","8431-General farm workers",Unknown,1,3
"Prince Edward Island","  Primary Agriculture","Middleton Farms Ltd","Kinkora, PE C0B 1N0","8431-General farm workers",Unknown,1,2
"Prince Edward Island","  Primary Agriculture","Mol Farms Inc.","Kinkora, PE C0B 1N0","8431-General farm workers",Unknown,5,6
"Prince Edward Island","  Primary Agriculture","Smith Farms Ltd.","Kinkora, PE C0B 1N0","8431-General farm workers",Unknown,1,6
"Prince Edward Island","  Primary Agriculture","Valley Grove Enterprises Ltd","Kensington, PE C0B 1M0","8431-General farm workers",Unknown,1,3
"Prince Edward Island","  Primary Agriculture","Vanco Farms Ltd.","Mount Albion, PE C1B 0R4","8431-General farm workers",Unknown,3,63
"Prince Edward Island","  Primary Agriculture","Victoria Potato Farm Inc.","Crapaud, PE C0A 1J0","8431-General farm workers",Unknown,1,3
"Prince Edward Island","  Primary Agriculture","W.P.  Griffin Inc.","Elmsdale, PE C0B 1K0","8431-General farm workers",Unknown,2,16
"Prince Edward Island"," Global Talent Stream","101603 PEI Inc.","Charlottetown, PE C1A 4B6","2173-Software engineers and designers",Unknown,1,1
"Prince Edward Island"," Global Talent Stream","MAXIMUS Canada Services, Inc.","Charlottetown, PE C1A 4K9","2172-Database analysts and data administrators",Unknown,1,1
"Nova Scotia","    High Wage","10094277 Canada Inc","Halifax, NS B3J 2T9","2175-Web designers and developers",Unknown,1,2
"Nova Scotia","    High Wage","Acadian Seaplants Limited","Dartmouth, NS B3B 1X8","2121-Biologists and related scientists",Unknown,1,1
"Nova Scotia","    High Wage","ATLANTIC QUALITY PAINTING AND MAINTENANCE SERVICES LTD.","Halifax, NS B3T 1H1","6731-Light duty cleaners",Unknown,1,1
"Nova Scotia","    High Wage","BTTC (Canada) Incorporated","Halifax, NS B3J 3R7","1122-Professional occupations in business management consulting",Unknown,1,1
"Nova Scotia","    High Wage","Chedabucto Log Home Construction LTD","Boylston, NS B0H 1G0",7271-Carpenters,Unknown,1,1
"Nova Scotia","    High Wage","CONNORS TRANSFER LIMITED","Stellarton, NS B0K 1S0","7511-Transport truck drivers",Unknown,1,20
"Nova Scotia","    High Wage","Darr Welding and Fabricating Limited","Halifax, NS B0J 2L0","2231-Civil engineering technologists and technicians",Unknown,1,1
"Nova Scotia","    High Wage","FIRST GENERAL SERVICES (HALIFAX) LTD.","Dartmouth, NS B3B 1W2","7611-Construction trades helpers and labourers",Unknown,1,1
"Nova Scotia","    High Wage","Genius Automotive Inc","Truro, NS B2N 1B2","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,3
"Nova Scotia","    High Wage","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","0211-Engineering managers",Unknown,3,3
"Nova Scotia","    High Wage","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","0911-Manufacturing managers",Unknown,1,1
"Nova Scotia","    High Wage","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
"Nova Scotia","    High Wage","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","2141-Industrial and manufacturing engineers",Unknown,1,1
"Nova Scotia","    High Wage","Irving Shipbuilding Inc","Halifax, NS B3K 5M7","2171-Information systems analysts and consultants",Unknown,1,1
"Nova Scotia","    High Wage","Olde Town Hills Community Limited","Bedford, NS B4A 1E5","0601-Corporate sales managers",Unknown,1,1
"Nova Scotia","    High Wage","Portland Custom Millwork Limited","Dartmouth, NS B3B 1S3","2252-Industrial designers",Unknown,1,1
"Nova Scotia","    High Wage","Quality Blasting & Coating Limited","Dartmouth, NS B2Y 4W6","9536-Industrial painters, coaters and metal finishing process operators",Unknown,1,10
"Nova Scotia","    High Wage","Sobeys Inc.","Stellarton, NS B0K 0A2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2
"Nova Scotia","    High Wage","Supreme Investement Ltd","Bedford, NS B4A 1E4","1221-Administrative officers",Unknown,1,1
"Nova Scotia","    High Wage","Ubique Networks Inc.","Sydney, NS B1P 1J7","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
"Nova Scotia","    High Wage","Whitestone Building and Renovations Ltd.","Halifax, NS B3T 1A2",7271-Carpenters,Unknown,1,1
"Nova Scotia","    High Wage","Zutphen Equipment Inc.","South West Mabou, NS B0E 1X0","7312-Heavy-duty equipment mechanics",Unknown,1,1
"Nova Scotia","   Low Wage","10656330 Canada Inc.","Bedford, NS B4B 1G7","1311-Accounting technicians and bookkeepers",Unknown,1,1
"Nova Scotia","   Low Wage","11336690 Canada Inc.","Dartmouth, NS B3B 1T3","7511-Transport truck drivers",Unknown,1,4
"Nova Scotia","   Low Wage","1213461 Ontario Limited","Middleton, NS B0S 1P0","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
"Nova Scotia","   Low Wage","1950740 Ontario Limited","Dartmouth, NS B2X 1R5","0631-Restaurant and food service managers",Unknown,1,1
"Nova Scotia","   Low Wage","1950740 Ontario Limited","Dartmouth, NS B2X 1R5","6311-Food service supervisors",Unknown,1,1
"Nova Scotia","   Low Wage","3091914 NS LTD","HALIFAX, NS B3K 1H8","6525-Hotel front desk clerks",Unknown,1,1
"Nova Scotia","   Low Wage","3094037 Nova Scotia Limited","Bedford, NS B4A 3Y4",6322-Cooks,Unknown,1,3
"Nova Scotia","   Low Wage","3287893 Nova Scotia Limited","HALIFAX, NS B3J 0J1",6322-Cooks,Unknown,1,1
"Nova Scotia","   Low Wage","3292516 Nova Scotia Ltd.","HAMMONDS PLAINS, NS B4B 1B4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,3
"Nova Scotia","   Low Wage","3298225 NOVA SCOTIA LIMITED","BEAVER BANK, NS B4G 1E8",6322-Cooks,Unknown,1,1
"Nova Scotia","   Low Wage","3322016 Nova Scotia limited","Bridgewater, NS B4V 1A9",6322-Cooks,Unknown,1,1
"Nova Scotia","   Low Wage","3331445 Nova Scotia Limited","Halifax, NS B3M 3W8",6322-Cooks,Unknown,1,1
"Nova Scotia","   Low Wage","3334892 NOVA SCOTIA LIMITED","BEDFORD, NS B4B 2E6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
"Nova Scotia","   Low Wage","3339910 NOVA SCOTIA LIMITED","Halifax, NS B3N 2R8",6322-Cooks,Unknown,1,1
"Nova Scotia","   Low Wage","631629 NB Inc","Dartmouth, NS B3B 1X7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,4
"Nova Scotia","   Low Wage","631629 NB Inc","Dartmouth, NS B3B 1X7","6731-Light duty cleaners",Unknown,1,10
"Nova Scotia","   Low Wage","653349 N.B. Inc.","Amherst, NS B4H 4R7","6311-Food service supervisors",Unknown,1,3
"Nova Scotia","   Low Wage","A & D Services Ltd.","New Minas, NS B4N 3K9",6322-Cooks,Unknown,1,2
"Nova Scotia","   Low Wage","Adam SG Enterprises Limited","Lunenburg, NS B0J 2C0",6322-Cooks,Unknown,1,4
"Nova Scotia","   Low Wage","Adcor Marketing Limited","yarmouth, NS B5A 2T6","6311-Food service supervisors",Unknown,5,11
"Nova Scotia","   Low Wage","Adcor Marketing Limited","yarmouth, NS B5A 2T6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,2,8
"Nova Scotia","   Low Wage","Atlantic Hardchrome Limited","Dartmouth, NS B3B 1N2","9417-Machining tool operators",Unknown,1,1
"Nova Scotia","   Low Wage","ATLANTIC QUALITY PAINTING AND MAINTENANCE SERVICES LTD.","Halifax, NS B3T 1H1","6315-Cleaning supervisors",Unknown,1,1
"Nova Scotia","   Low Wage","ATLANTIC QUALITY PAINTING AND MAINTENANCE SERVICES LTD.","Halifax, NS B3T 1H1","7294-Painters and decorators (except interior decorators)",Unknown,1,1
"Nova Scotia","   Low Wage","Bakeco Management Inc","Eastern Passage, NS B3G 1M6","6311-Food service supervisors",Unknown,1,1
"Nova Scotia","   Low Wage","Benco Foods Limited","Upper Tantallon, NS B3Z 1H3","6311-Food service supervisors",Unknown,1,1
"Nova Scotia","   Low Wage","Blue Elephant Thai Restaurant","Bedford, NS B3M 0G2",6322-Cooks,Unknown,2,2
"Nova Scotia","   Low Wage","BMC Seafoods Limited","Meteghan, NS B0W 2J0","9618-Labourers in fish and seafood processing",Unknown,1,20
"Nova Scotia","   Low Wage","Brandner Investments Ltd","Lunenburg, NS B0J 2C0","6311-Food service supervisors",Unknown,1,1
"Nova Scotia","   Low Wage","DJAJ Property Ltd.","Halifax, NS B3L 1L2",6322-Cooks,Unknown,1,3
"Nova Scotia","   Low Wage","DRIFT RESTAURANT GROUP LIMITED PARTNERSHIP","Halifax, NS B3J 1S5",6322-Cooks,Unknown,1,21
"Nova Scotia","   Low Wage","Fisherman's Market International Incorporated","Halifax, NS B3M 2L6","9463-Fish and seafood plant workers",Unknown,1,11
"Nova Scotia","   Low Wage","Fisherman's Market International Incorporated","Halifax, NS B3M 2L6","9618-Labourers in fish and seafood processing",Unknown,2,21
"Nova Scotia","   Low Wage","Grace Murray Inc","Bridgewater, NS B4V 7P4",6322-Cooks,Unknown,1,2
"Nova Scotia","   Low Wage","Happy Veal Hot Pot Ltd.","Halifax, NS B3J 2K9",6322-Cooks,Unknown,1,1
"Nova Scotia","   Low Wage","Hong Sheng International Ltd.","Halifax, NS B3S 1C8",6322-Cooks,Unknown,1,5
"Nova Scotia","   Low Wage","JE Bembridge Enterprise Ltd","amherst, NS B4H 3E4",6322-Cooks,Unknown,1,1
"Nova Scotia","   Low Wage","Jibro Enterprise Inc","Halifax, NS B3J 3T1",6322-Cooks,Unknown,1,1
"Nova Scotia","   Low Wage","LEI FONG HONG GOODS DISTRIBUTOR INC.","HALIFAX, NS B3J 3K3","7452-Material handlers",Unknown,1,1
"Nova Scotia","   Low Wage","Les Entreprises Samson Enterprises Ltee","Petit De Grat, NS B0E 2L0","9535-Plastic products assemblers, finishers and inspectors",Unknown,1,10
"Nova Scotia","   Low Wage","LIGHTHOUSE RESTAURANT LIMITED","ANTIGONISH, NS B2G 2L4",6322-Cooks,Unknown,1,1
"Nova Scotia","   Low Wage","Lobsterboys SH Ltd","Shag Harbour, NS B0W 3B0","9618-Labourers in fish and seafood processing",Unknown,1,10
"Nova Scotia","   Low Wage","Long Point Lobster & Seafood Limited","NEWELLTON, NS B0W 1P0","9618-Labourers in fish and seafood processing",Unknown,1,6
"Nova Scotia","   Low Wage","Louisbourg Seafoods Limited","Louisbourg, NS B1C 1B5","9463-Fish and seafood plant workers",Unknown,1,20
"Nova Scotia","   Low Wage","M.J.N.J Investments Ltd","Lunenburg, NS B0J 2C0","6311-Food service supervisors",Unknown,7,10
"Nova Scotia","   Low Wage","M.J.N.J Investments Ltd","Lunenburg, NS B0J 2C0","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,3,12
"Nova Scotia","   Low Wage","MCLEAN'S SERVICE CENTER LIMITED","Newport, NS B0N 2A0","6421-Retail salespersons",Unknown,1,2
"Nova Scotia","   Low Wage","Mic-mac beverage room (2006) ltd","Dartmouth, NS B2X 2C3",6322-Cooks,Unknown,1,6
"Nova Scotia","   Low Wage","naan n curry Restaurant LTD","Halifax, NS B3L 4N2",6322-Cooks,Unknown,1,1
"Nova Scotia","   Low Wage","New Indian Bazaar Inc","Halifax, NS B3S 1B3","6211-Retail sales supervisors",Unknown,1,1
"Nova Scotia","   Low Wage","NS KT Foods Inc.","Halifax, NS B3L 2H8","6311-Food service supervisors",Unknown,1,1
"Nova Scotia","   Low Wage","NS KT Foods Inc.","Halifax, NS B3L 2H8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
"Nova Scotia","   Low Wage","QUEEN AND CABLE LIMITED PARTNERSHIP","Halifax, NS B3J 0J2",6322-Cooks,Unknown,1,13
"Nova Scotia","   Low Wage","R.L. Dunlap (2019) Limited","East Mountain, NS B6L 2N6","6731-Light duty cleaners",Unknown,1,2
"Nova Scotia","   Low Wage","RANDY'S PIZZA & DONAIR - LOWER SACKVILLE","Lower Sackville, NS B4C 2S4",6322-Cooks,Unknown,1,3
"Nova Scotia","   Low Wage","SAWLUTIONS INC.","Dartmouth, NS B3B 1Z1","7452-Material handlers",Unknown,1,1
"Nova Scotia","   Low Wage","Sydney Fresh Casual Restaurants Inc.","Sydney, NS B1P 5S8",6322-Cooks,Unknown,1,2
"Nova Scotia","   Low Wage","Tomcat Holdings Ltd.","Upper Tantallon, NS B3Z 4R2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,4
"Nova Scotia","   Low Wage","WOW! Food Systems Incorporated","Truro, NS B2N 6M5",6322-Cooks,Unknown,1,1
"Nova Scotia","  Primary Agriculture","Allen Farms Limited","Billtown, NS B0P 1J0","8431-General farm workers",Unknown,1,3
"Nova Scotia","  Primary Agriculture","Apple Lane Farm Inc","Berwick, NS B0P 1E0","8431-General farm workers",Unknown,1,6
"Nova Scotia","  Primary Agriculture","Atlantic Poultry Incorporated","Port Williams, NS B0P 1T0","8431-General farm workers",Corporation,2,6
"Nova Scotia","  Primary Agriculture","Balamore Farm Ltd","Great Village, NS B0M 1L0","8431-General farm workers",Unknown,1,20
"Nova Scotia","  Primary Agriculture","Bayview Poultry Farms Ltd","Masstown, NS B0M 1G0","8431-General farm workers",Unknown,1,6
"Nova Scotia","  Primary Agriculture","Best Farms Ltd","Woodville, NS B0P 1V0","8431-General farm workers",Partnership,1,3
"Nova Scotia","  Primary Agriculture","Birchleigh Farms LTD.","Berwick, NS B0P 1E0","8431-General farm workers",Unknown,2,10
"Nova Scotia","  Primary Agriculture","CAP Farms Inc","Grafton, NS B0P 1V0","8431-General farm workers",Unknown,1,9
"Nova Scotia","  Primary Agriculture","Charles Keddy Farms Limited","Lakeville, NS B4N 3V7","8431-General farm workers",Unknown,2,22
"Nova Scotia","  Primary Agriculture","Craig Nichols Farms Limited","Aylesford, NS B0P 1C0","8431-General farm workers",Unknown,6,70
"Nova Scotia","  Primary Agriculture","Crisp Growers Incorporated","Berwick, NS B0P 1E0","8431-General farm workers",Unknown,3,39
"Nova Scotia","  Primary Agriculture","DeLong Farm Products Limited","New Germany, NS B0R 1E0","8432-Nursery and greenhouse workers",Unknown,2,24
"Nova Scotia","  Primary Agriculture","Evangeline Orchards Limited","Port Williams, NS B0P 1T0","8431-General farm workers",Unknown,1,1
"Nova Scotia","  Primary Agriculture","G & C Hughes Enterprises Limited","New Ross, NS B0J 2M0","8432-Nursery and greenhouse workers",Unknown,1,15
"Nova Scotia","  Primary Agriculture","G.A.R. Tree Farms Ltd","Barss Corner, NS B0R 1A0","8432-Nursery and greenhouse workers",Unknown,2,7
"Nova Scotia","  Primary Agriculture","J & B Millen Farms Limited","Great Village, NS B0M 1L0","8431-General farm workers",Unknown,1,5
"Nova Scotia","  Primary Agriculture","J & M Reeves Christmas Greens Limited","New Ross, NS B0J 2M0","8432-Nursery and greenhouse workers",Unknown,1,5
"Nova Scotia","  Primary Agriculture","LUTZ FAMILY FARM LTD","Berwick, NS B0P 1E0","8611-Harvesting labourers",Unknown,1,3
"Nova Scotia","  Primary Agriculture","M. KEDDY FARM & FOREST LTD.","New Ross, NS B0J 2M0","8431-General farm workers",Unknown,1,6
"Nova Scotia","  Primary Agriculture","Noggins Corner Farm II Ltd.","Greenwich, NS B4P 2R2","8431-General farm workers",Unknown,1,6
"Nova Scotia","  Primary Agriculture","Northridge Farms N.S. Limited","Aylesford, NS B0P 1C0","8431-General farm workers",Unknown,1,2
"Nova Scotia","  Primary Agriculture","Power Farms Inc.","Canning, NS B0P 1H0","8431-General farm workers",Unknown,2,14
"Nova Scotia","  Primary Agriculture","Power Farms Inc.","Canning, NS B0P 1H0","8432-Nursery and greenhouse workers",Unknown,1,2
"Nova Scotia","  Primary Agriculture","Reimer Gardens Inc.","Waterville, NS B0P 1V0","8431-General farm workers",Corporation,4,13
"Nova Scotia","  Primary Agriculture","Sawler Gardens Ltd.","Somerset, NS B0P 1E0","8431-General farm workers",Unknown,1,4
"Nova Scotia","  Primary Agriculture","Stirling Fruit Farms (2000) Ltd","Greenwich, NS B4P 2R2","8431-General farm workers",Unknown,5,68
"Nova Scotia","  Primary Agriculture","Stirlings Mountainside Farms 2017 Ltd","Centreville, NS B0P 1J0","8431-General farm workers",Unknown,1,10
"Nova Scotia","  Primary Agriculture","Stokdijk Greenhouses Ltd","Beaver Brook, NS B6L 1H3","8431-General farm workers",Unknown,1,12
"Nova Scotia","  Primary Agriculture","Sunny Point Farms Limited","Noel, NS B0N 1T0","8431-General farm workers",Corporation,1,2
"Nova Scotia","  Primary Agriculture","TapRoot Farms Inc.","Port Williams, NS B0P 1T0","8431-General farm workers",Unknown,1,20
"Nova Scotia","  Primary Agriculture","Thiessen Farm Ltd.","Grafton, NS B0P 1V0","8431-General farm workers",Unknown,3,11
"Nova Scotia","  Primary Agriculture","Traditional Evergreen Tree Farms Ltd.","Wileville, NS B4V 5J3","8432-Nursery and greenhouse workers",Unknown,1,2
"Nova Scotia","  Primary Agriculture","Van Meekeren Farms Ltd.","Lakeville, NS B4N 3V7","8431-General farm workers",Unknown,3,10
"Nova Scotia","  Primary Agriculture","Van Meekeren Farms Ltd.","Lakeville, NS B4N 3V7","8611-Harvesting labourers",Unknown,2,3
"Nova Scotia","  Primary Agriculture","Walsh Farms Inc.","Rockland, NS B0P 1E0","8431-General farm workers",Corporation,1,5
"Nova Scotia","  Primary Agriculture","Webster Farms Limited","Cambridge, NS B0P 1G0","8611-Harvesting labourers",Unknown,1,12
"Nova Scotia","  Primary Agriculture","Wohlgemuth Farms Ltd.","Aylesford, NS B0P 1C0","8431-General farm workers",Unknown,2,3
"Nova Scotia"," Global Talent Stream","Axis Specialty Canada Services ULC","Halifax, NS B3J 0E8","2173-Software engineers and designers",Corporation,1,1
"Nova Scotia"," Global Talent Stream","Delicious Brains Inc.","Bible Hill, NS B6L 4G5","2174-Computer programmers and interactive media developers",Unknown,1,1
"Nova Scotia"," Global Talent Stream","DOCMATION CANADA ULC","Halifax, NS B3M 2L8","2171-Information systems analysts and consultants",Unknown,1,1
"Nova Scotia"," Global Talent Stream","DOCMATION CANADA ULC","Halifax, NS B3M 2L8","2173-Software engineers and designers",Unknown,1,1
"Nova Scotia"," Global Talent Stream","Irving Shipbuilding Inc.","Halifax, NS B3K  5M","0016-Senior managers - construction, transportation, production and utilities",Corporation,1,1
"Nova Scotia"," Global Talent Stream","Maritime Digital Art and Design ltd","Halifax, NS B3J 1G5","2281-Computer network technicians",Unknown,1,1
