Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT demandes","Postes demandes"
Québec,"   Bas salaire","Global Gestion A.J. Inc","Montréal, QC H1R 1Z6","1311-Techniciens en comptabilité et teneurs de livres",Corporation,1,1
Québec,"   Bas salaire","KG2 Ressources Inc.","Laval, QC H7T 1A1","1223-Agents des ressources humaines et de recrutement",Inconnu,2,5
Québec,"   Bas salaire","KG2 Ressources Inc.","Laval, QC H7T 1A1","1241-Adjoints administratifs",Inconnu,2,4
Québec,"   Bas salaire","KM RESSOURCES SOLUTIONS INC.","Montréal, QC H1A 5E5","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Québec,"   Bas salaire","KM RESSOURCES SOLUTIONS INC.","Montréal, QC H1A 5E5","7237-Soudeurs et opérateurs de machines à souder et à braser",Inconnu,1,6
Québec,"   Bas salaire","les entreprises AYA pro inc","Québec, QC G2G 1B8","1241-Adjoints administratifs",Inconnu,1,1
Québec,"   Bas salaire","Motel Chute des Pères","Dolbeau-Mistassini, QC G8L 5G9","6312-Gouvernants principaux",Corporation,1,1
Québec,"   Bas salaire","Services PGS inc.","Victoriaville, QC G6P 3A6","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Corporation,1,2
Ontario,"     Haut salaire","1000466786 Ontario Inc.","Brampton, ON L6W 2A9","6341-Coiffeurs et barbiers",Inconnu,1,5
Ontario,"     Haut salaire","10669776 CANADA INC","MISSISSAUGA, ON L5T 2C6","7511-Conducteurs de camions de transport",Inconnu,1,2
Ontario,"     Haut salaire","10739090 Canada Inc","Brampton, ON L6Y 0V6","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire","11882805 Canada Inc.","NORTH YORK, ON M3J 2K3",7283-Carreleurs,Inconnu,1,4
Ontario,"     Haut salaire","11944495 Canada Inc.","Markham, ON L3R 9Y4","2281-Techniciens de réseau informatique",Inconnu,1,2
Ontario,"     Haut salaire","12987821 Canada Inc.","Richmond Hill, ON L4C 0Y8","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","13027295 Canada Inc.","Brampton, ON L6X 1Z3","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,2
Ontario,"     Haut salaire","14364562 Canada Inc.","MAPLE, ON L6A 0K8","7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation",Inconnu,1,1
Ontario,"     Haut salaire","1455492 Ontario Inc.","Mississauga, ON L5T 1R2","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","1631673 ONTARIO INC","BRAMPTON, ON L6R 2B4","7511-Conducteurs de camions de transport",Inconnu,1,3
Ontario,"     Haut salaire","1741728 Ontario Inc.","Mississauga, ON L4W 2R4","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Ontario,"     Haut salaire","1775419 ONTARIO INC.","Brampton, ON L6T 1A7","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","1775419 ONTARIO INC.","Brampton, ON L6T 1A7","7231-Machinistes et vérificateurs d'usinage et d'outillage",Inconnu,1,1
Ontario,"     Haut salaire","2 6 9 4 7 3 2  O N T A R I O  I N C .","Brampton, ON L6P 1E2","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","2305309 Ontario Inc","Brighton, ON K0K 1H0","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"     Haut salaire","2332254 ONTARIO INC","Mississauga, ON L4W 1B2","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","2363435 Ontario Inc.","Markham, ON L3S 4V8","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,2
Ontario,"     Haut salaire","2432999 ontario inc.","Thornton, ON L0L 2N2","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","2476770 Ontario Inc","MISSISSAUGA, ON L4T 3G3","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","2489194 ON LTD","Vaughan, ON L4K 5A3","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",Inconnu,1,1
Ontario,"     Haut salaire","2613881 Ontario Inc.","Whitby, ON L1N 9S2","1212-Superviseurs de commis de finance et d'assurance",Inconnu,1,1
Ontario,"     Haut salaire","2649788 ONTARIO INC.","KITCHENER, ON N2M 5G2","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"     Haut salaire","2703201 Ontario Inc.","Brampton, ON L6X 5G9","0711-Directeurs de la construction",Inconnu,1,1
Ontario,"     Haut salaire","2744979 ONTARIO CORPORATION","Milton, ON L9E 0H4","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","2770583 Ontario Inc.","Stouffville, ON L4A 0V6","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","2786370 Ontario Inc.","Toronto, ON M6S 1N6","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","2828644 Ontario Inc.","Mississauga, ON L5W 1N6","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","2838696 ONTARIO INC","WINDSOR, ON N9B 3P9","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","2838697 ONTARIO INC.","Mississauga, ON L5N 8P7","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","2854815 Ontario Inc.","Brampton, ON L6P 3A3","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","3070123 Canada Inc","Ottawa, ON K1Z 5X9","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","7095 Woodbine Markham Hospitality Inc.","Markham, ON L3R 1A3",7271-Charpentiers-menuisiers,Inconnu,1,4
Ontario,"     Haut salaire","8267014 CANADA INC.","Woodstock, ON N4S 1B3","7511-Conducteurs de camions de transport",Inconnu,1,2
Ontario,"     Haut salaire","85 Benfica Roofing Inc","toronto, ON M6L 2B4","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,1
Ontario,"     Haut salaire","A&A SETTING STONE INC","TORONTO, ON M4J 2L9","2263-Inspecteurs de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",Inconnu,1,1
Ontario,"     Haut salaire","AAPEX RECYCLERS INC.","Niagara Falls, ON L2H 1T1","7612-Autres manoeuvres et aides de soutien de métiers",Inconnu,1,1
Ontario,"     Haut salaire","Aarohan Transforming Business INC.","Brampton, ON L6W 0E5","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","ABS ESCO INC","Scarborough, ON M1T 2A2","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Ad Hoc Content","Toronto, ON M6K 3E9","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","ANIMALS INC.","TORONTO, ON M6J 2R9","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,3,3
Ontario,"     Haut salaire","Appsys Consulting Inc.","Burlington, ON L7M 0E9","2175-Concepteurs et développeurs Web",Inconnu,1,1
Ontario,"     Haut salaire","Aptech employment ltd","mississauga, ON L4T 0B4","0125-Directeurs d'autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","B Negative LLC","TORONTO, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,3,3
Ontario,"     Haut salaire","Badi Trading Group Corporation","Richmond Hill, ON L4C 3B6","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"     Haut salaire","Bee Frames Canada Ltd.","Brampton, ON L6P 2V5","9224-Surveillants dans la fabrication de meubles et d'accessoires",Inconnu,1,1
Ontario,"     Haut salaire","Bhatt Enterprises Inc.","Cambridge, ON N3C 4N6","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","BUDGETRENO CORP.","Toronto, ON M5V 3S5","7294-Peintres et décorateurs (sauf décorateurs d'intérieur)",Inconnu,1,1
Ontario,"     Haut salaire","Canada Prime Marketing corporation","Mississauga, ON L4Z 1V9","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","Canamex-Carbra Transportation Services Inc.","Mississauga, ON L4T 1G8","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","Canamex-Carbra Transportation Services Inc.","Mississauga, ON L4T 1G8","2282-Agents de soutien aux utilisateurs",Inconnu,1,1
Ontario,"     Haut salaire","CC Vodden Inc.","Brampton, ON L6V 1N2","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","CELLNTELL DISTRIBUTION INC.","MISSISSAUGA, ON L4Z 2H8","1122-Professionnels des services-conseils en gestion aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Circle Productions","TORONTO, ON M5V 1T2","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,5,5
Ontario,"     Haut salaire","Courioo Logistics Inc","Mississauga, ON L4W 1E4",1525-Répartiteurs,Inconnu,1,1
Ontario,"     Haut salaire","CRYSTAL EDGE CARE","Corunna, ON N0N 1G0","2175-Concepteurs et développeurs Web",Inconnu,1,1
Ontario,"     Haut salaire","DNS Industries Limited","Vaughan, ON L4K 5Z4","7311-Mécaniciens de chantier et mécaniciens industriels",Inconnu,1,1
Ontario,"     Haut salaire","Facts and Fuel","Toronto, ON M9B 4N6","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,1,1
Ontario,"     Haut salaire","FRANK Content","TORONTO, ON M5V 2M9","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","FROZENMAN INC","Scarborough, ON M1N 4B5","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,3,3
Ontario,"     Haut salaire","Gravity Climbing Gyms Inc.","Hamilton, ON L8P 4M4",5252-Entraîneurs,Inconnu,1,1
Ontario,"     Haut salaire","Greavette Chevrolet Buick Cadillac GMC Ltd.","Bracebridge, ON P1L 1T6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,3
Ontario,"     Haut salaire","HAPPY'S TOP NOTCH BARBER INC","Nepean, ON K2G 1E8","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","Harvick Welds","Brampton, ON L6T 3W6","7201-Entrepreneurs et contremaîtres des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé",Inconnu,1,2
Ontario,"     Haut salaire","Holiday Films Inc.","Toronto, ON M5A 1J2","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé","Entreprise à propriétaire unique",1,1
Ontario,"     Haut salaire","Hometech Supply Inc.","Richmond Hill, ON L4B 1E4",7271-Charpentiers-menuisiers,Inconnu,1,1
Ontario,"     Haut salaire","Independent Corrugator Inc.","Mississauga, ON L4W 1Y6","7311-Mécaniciens de chantier et mécaniciens industriels",Inconnu,1,1
Ontario,"     Haut salaire","JMD CORPORATION","Mississauga, ON L5S 1Y9","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Ontario,"     Haut salaire","John Knox Christian School Society of Wyoming","Wyoming, ON N0N 1T0","4217-Autre personnel relié à la religion",Inconnu,1,1
Ontario,"     Haut salaire","Kemptville Infinity Inc.","Kemptville, ON K0G 1J0",5252-Entraîneurs,Inconnu,1,2
Ontario,"     Haut salaire","Liebherr-Canada Ltd.","Burlington, ON L7L 5Z8","7312-Mécaniciens d'équipement lourd",Inconnu,1,2
Ontario,"     Haut salaire","Linda Dagenais Physiotherapy Professional Corporation","Timmins, ON P4N 1M3","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",Inconnu,1,1
Ontario,"     Haut salaire","londonline burger","Sarnia, ON N7T 7H2","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","LULLABOO CAMBRIDGE INC.","Cambridge, ON N1R 8J8","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire","M KABIR CONTRACTING INC.","Pickering, ON L1W 2Y5","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire",Merchant,"Toronto, ON M6K  1Y","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","MESONS TECHNOLOGIES INC.","Scarborough, ON M1P  4Y","2283-Évaluateurs de systèmes informatiques",Corporation,1,1
Ontario,"     Haut salaire","N & T Global Services Inc.","Scarborough, ON M1E 4B3","2171-Analystes et consultants en informatique",Inconnu,1,1
Ontario,"     Haut salaire","Northern Technology Inc.","Scarborough, ON M1X 1N3","2233-Technologues et techniciens en génie industriel et en génie de fabrication",Inconnu,1,1
Ontario,"     Haut salaire","OPC.TV INC","Toronto, ON M6J 1C3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,5,5
Ontario,"     Haut salaire","OWAIS INC","Mississauga, ON L4Z 3K6","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","Partners Film Inc","TORONTO, ON M5A 3C4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","Plasman Plastics Inc","Windsor, ON N9C 0B3","1523-Coordonnateurs de la logistique de la production",Inconnu,1,1
Ontario,"     Haut salaire","Poly Blow Moulding Inc","Brampton, ON L6T 5T3","2233-Technologues et techniciens en génie industriel et en génie de fabrication",Inconnu,1,1
Ontario,"     Haut salaire","Racar Canada Inc.","Windsor, ON N8W 5J1","2131-Ingénieurs civils",Inconnu,1,1
Ontario,"     Haut salaire","Racar Canada Inc.","Windsor, ON N8W 5J1","2132-Ingénieurs mécaniciens",Inconnu,3,3
Ontario,"     Haut salaire","Radioaktivefilm(Canada) Inc.","Toronto, ON M6K 1Y6","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,1,1
Ontario,"     Haut salaire","Radke Films Ltd","Toronto, ON M6J 1C3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,1,1
Ontario,"     Haut salaire","ROYAL PAAN LEASING LTD.","Brampton, ON L6T 1A7","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","Seaways Trading & Logistics Company Inc.","Scarborough, ON M1B 3C6","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Ontario,"     Haut salaire","Seeback Roofing & Sheet Metal Limited","Toronto, ON M8Z 2R4","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,1
Ontario,"     Haut salaire","Sequoia Content Canada Ltd","Toronto, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","SERENITY MEDIA INC.","SCARBOROUGH, ON M1B 5K3","2282-Agents de soutien aux utilisateurs",Inconnu,1,1
Ontario,"     Haut salaire","Skin and Bones Film","TORONTO, ON M6J 1H6","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","Someplace Nice Inc.","Toronto, ON M6H 2X6","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,1,1
Ontario,"     Haut salaire","Sparks Productions","TORONTO, ON M6K 3J1","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","START SMART BUSINESS SOLUTIONS INC.","London, ON N6A 5B5","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Steam Films Inc.","Toronto, ON M6J 1C3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,2,2
Ontario,"     Haut salaire","Suneeva Ltd","Toronto, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,4,4
Ontario,"     Haut salaire","Tarzan Transport Ltd.","Brampton, ON L6X 3E3","7511-Conducteurs de camions de transport",Inconnu,1,1
Ontario,"     Haut salaire","Technology One Limited","Etobicoke, ON M9V 3Y7","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","TEIXEIRA ROOFING LIMITED","ETOBICOKE, ON M3L 1E6","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,3
Ontario,"     Haut salaire","The London District Christian Secondary School Society","LONDON, ON N5W 1V3","4031-Enseignants au niveau secondaire",Inconnu,1,1
Ontario,"     Haut salaire","The Zoryan Institute of Canada Inc","Toronto, ON M3B 3H9","5125-Traducteurs, terminologues et interprètes",Inconnu,1,1
Ontario,"     Haut salaire","Torinit Technologies Inc.","Toronto, ON M4M 3H3","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","Unilux CRFC Corporation","Mississauga, ON L4X 2G3","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Ontario,"     Haut salaire","Untitled Films Inc","Toronto, ON M4M 2S1","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,1,1
Ontario,"     Haut salaire","V. Sharma Immigration Services Inc.","mississauga, ON L4T 0B4","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","VeeGather Creations Inc.","Hamilton, ON L0R 1C0","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"     Haut salaire","Verma Ventures Inc","Mississauga, ON L5R 4C1","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"     Haut salaire",XCELERATE,"Mississauga, ON L4W 5K4","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","ZGG LTD.","Mississauga, ON L5V 1P3","1122-Professionnels des services-conseils en gestion aux entreprises",Inconnu,1,1
Ontario,"   Bas salaire","10158488 Canada Incorporated","Kapuskasing, ON P5N 2W5","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","10160172 Canada Inc.","St. Catharines, ON L2M 6S9","7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation",Inconnu,1,1
Ontario,"   Bas salaire","11139711 Canada Ltd","Timmins, ON P4N 1B6","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","1137254 Ontario Ltd.","Mississauga, ON L5T 2J8","7305-Surveillants du transport routier et du transport en commun",Inconnu,1,1
Ontario,"   Bas salaire","11672746 CANADA INC.","ottawa, ON K1T 3W7","6341-Coiffeurs et barbiers",Inconnu,1,1
Ontario,"   Bas salaire","12117142 Canada Inc.","North york, ON M3J 2C7","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","14043006 Canada Inc.","Mississauga, ON L4X 1L4","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Ontario,"   Bas salaire","1441998 Ontario Inc.","WOODBRIDGE, ON L4H 2G4","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","1441998 Ontario Inc.","WOODBRIDGE, ON L4H 2G4","6314-Superviseurs des services d'information et des services à la clientèle",Inconnu,1,1
Ontario,"   Bas salaire","1608189 Ontario Inc","Red Lake, ON P0V 2M0","6741-Personnel de blanchisseries et d'établissements de nettoyage à sec et personnel assimilé",Inconnu,1,1
Ontario,"   Bas salaire","1873477 Ontario inc.","Scarborough, ON M1R 4A5","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Ontario,"   Bas salaire","1916023 ontario limited","BRAMPTON, ON L6Y 6A1","3414-Autre personnel de soutien des services de santé",Inconnu,1,2
Ontario,"   Bas salaire","1958525 Ontario Inc","Barrie, ON L4M 0G9","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"   Bas salaire","2120546 Ontario Inc.","Brampton, ON L6W 3K7","7322-Débosseleurs et réparateurs de carrosserie",Inconnu,1,1
Ontario,"   Bas salaire","2144334 ONTARIO INC","CAMBRIDGE, ON N3C 3T8","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"   Bas salaire","2145462 Ontario Inc.","Toronto, ON L6P 0X4","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","2145462 Ontario Inc.","Toronto, ON L6P 0X4","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"   Bas salaire","2305309 Ontario Inc","Brighton, ON K0K 1H0","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","2310868 Ontario Inc.","Brampton, ON L6S 5X6","7511-Conducteurs de camions de transport",Inconnu,1,2
Ontario,"   Bas salaire","2556401 Ontario Inc.","Cambridge, ON N1R 6J7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Ontario,"   Bas salaire","2619418 Ontario Ltd.","Sudbury, ON P3C 5C8","7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation",Inconnu,1,1
Ontario,"   Bas salaire","2623529 ONTARIO INC.","MISSISSAUGA, ON L4W 1V5","6562-Esthéticiens, électrolystes et personnel assimilé",Inconnu,1,1
Ontario,"   Bas salaire","2634304 Ontario Inc.","Woodbridge, ON L4H 2T2","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"   Bas salaire","2639091 ONTARIO INC.","Niagara Falls, ON L2E 4E5","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
