Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT demandes","Postes demandes"
Québec,"     Haut salaire","Agence de recrutement et de placement des employés Iris Inc.","Chateauguay, QC J6J 3H9","1222-Adjoints de direction",Inconnu,1,2
Québec,"     Haut salaire","Agence de recrutement et de placement des employés Iris Inc.","Chateauguay, QC J6J 3H9","9422-Opérateurs de machines de traitement des matières plastiques",Inconnu,1,4
Québec,"   Bas salaire","BALUX INC","GRANBY, QC J2J 2V2","7282-Finisseurs de béton",Inconnu,1,1
Québec,"   Bas salaire","Carrosserie Pro NB Inc","Montreal, QC H1H 3C6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,2
Québec,"   Bas salaire","Horizon Santé Plus Inc.","Gatineau, QC J9J 2S9","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",Inconnu,1,1
Québec,"   Bas salaire","L'Atelier du Pain Inc.","Magog, QC J1X 5B5","1241-Adjoints administratifs",Corporation,1,1
Québec,"   Bas salaire","Le Club Mont-Royal","Montreal, QC H3A 1H9",6322-Cuisiniers,Inconnu,1,1
Québec,"   Bas salaire","M. B. Instrumentation Scientifique Inc","St-Léonard, QC H1P 1Z4","1521-Expéditeurs et réceptionnaires",Corporation,1,1
Québec,"   Bas salaire","Paysagiste JFR","Montréal, QC H2B 2Y5","8612-Manoeuvres en aménagement paysager et en entretien des terrains",Corporation,1,3
Québec,"   Bas salaire","Résidence Le Brunois","SAINT-BRUNO, QC G0W 2L0","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",Corporation,1,1
Québec,"  Talent mondial","Alithya Canada Inc.","Montréal, QC H3B 3A5","2171-Analystes et consultants en informatique",Inconnu,1,1
Ontario,"     Haut salaire","1000155466 Ontario Inc.","Brampton, ON L6R 2J7","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","10738883 Canada Inc","Mississauga, ON L5L 4J5","0513-Directeurs de programmes et de services de sports, de loisirs et de conditionnement physique",Inconnu,1,1
Ontario,"     Haut salaire","11090062 Canada Inc.","Nepean, ON K2G 0A7","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","11931636 canada inc","Nepean, ON K2G 5V2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire","12283891 CANADA INC.","OTTAWA, ON K1S 3Y1","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"     Haut salaire","12934124 Canada Inc. Company Number","Mississauga, ON L4W 1Z1","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Ontario,"     Haut salaire","2099042 Ontario Ltd","Perth, ON K7H 3C9","2234-Estimateurs en construction",Inconnu,1,1
Ontario,"     Haut salaire","2136643 Ontario Inc.","Toronto, ON M2K 1E3","2174-Programmeurs et développeurs en médias interactifs",Inconnu,1,1
Ontario,"     Haut salaire","2232665 ONTARIO INC","MISSISSAUGA, ON L4W 1T9","7511-Conducteurs de camions de transport",Inconnu,1,5
Ontario,"     Haut salaire","2234105 Ontario Inc.","Brampton, ON L6W 3J7","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire","2350936 Ontario Inc","Mississauga, ON L4W 2T2","7511-Conducteurs de camions de transport",Inconnu,1,4
Ontario,"     Haut salaire","2600366 Ontario Inc.","Toronto, ON M5S 3K6","1524-Commis aux achats et au contrôle de l'inventaire",Inconnu,1,1
Ontario,"     Haut salaire","2814677 ONTARIO INC","MISSISSAUGA, ON L5S 1V4","0711-Directeurs de la construction",Inconnu,1,1
Ontario,"     Haut salaire","2816937 Ontario Limited","Summerstown, ON K0C 2E0","7311-Mécaniciens de chantier et mécaniciens industriels",Corporation,1,1
Ontario,"     Haut salaire","9109056 Canada Inc.","Ottawa, ON K1B 3T4",7292-Vitriers,Inconnu,1,2
Ontario,"     Haut salaire","9941711 Canada Incorporated","Guelph, ON N1L 1N5","7511-Conducteurs de camions de transport",Inconnu,1,3
Ontario,"     Haut salaire","A Prime Plumbing Ltd.","Bradford, ON L3Z 0S5","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,2,2
Ontario,"     Haut salaire","Akman Construction Inc","Kanata, ON K2V 1A1","0711-Directeurs de la construction",Inconnu,1,1
Ontario,"     Haut salaire","ALL ROUTES LOGISTICS INC.","Mississauga, ON L5T 1E7","7511-Conducteurs de camions de transport",Inconnu,1,2
Ontario,"     Haut salaire","AMG Properties Inc.","Oakville, ON L6L 1A4","0412-Gestionnaires de la fonction publique - analyse économique, élaboration de politiques et administration de programmes",Inconnu,1,1
Ontario,"     Haut salaire","Animals Inc.","TORONTO, ON M6J 2R9","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Autobahn Freight Lines Ltd.","Brampton, ON L6T 2H4","7511-Conducteurs de camions de transport",Inconnu,1,2
Ontario,"     Haut salaire","AV BASE Systems Inc.","London, ON N6E 1R2","2282-Agents de soutien aux utilisateurs",Inconnu,1,1
Ontario,"     Haut salaire","B Negative LLC","TORONTO, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Bolton Toyota","Bolton, ON L7E 1S7","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,2
Ontario,"     Haut salaire","Breez Group Inc.","Mississauga, ON L5N 1V9","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","BTM Builders Inc.","Nepean, ON K2G 5Z3","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",Inconnu,1,1
Ontario,"     Haut salaire","CPM Group Inc.","North York, ON M3N 1W7",7271-Charpentiers-menuisiers,Inconnu,1,1
Ontario,"     Haut salaire","CPM Group Inc.","North York, ON M3N 1W7","7294-Peintres et décorateurs (sauf décorateurs d'intérieur)",Inconnu,1,2
Ontario,"     Haut salaire","Danluc Contracting Ltd.","Mississauga, ON L5N 1V9",7271-Charpentiers-menuisiers,Inconnu,1,1
Ontario,"     Haut salaire","eAfric Inc","Kitchener, ON N2R 1X7","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","Edith-Min International Inc","Oakville, ON L6M 2V8","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","ELEMENTS CARRIER INC","Caledonia, ON N3W 0E7","1223-Agents des ressources humaines et de recrutement",Inconnu,1,1
Ontario,"     Haut salaire","Essence Beauty Salon Inc.","Oakville, ON L6J 0B2","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","Fortigaze Technologies Inc","Mississauga, ON L5V 2X1","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Fresh Market Restaurant","Mississauga, ON L5C 1H3","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"     Haut salaire","Fresh Market Restaurant","Mississauga, ON L5C 1H3","1431-Commis à la comptabilité et personnel assimilé",Inconnu,1,1
Ontario,"     Haut salaire","Furkin Construction Inc","Richmond Hill, ON L4C 3S7",7281-Briqueteurs-maçons,Inconnu,1,2
Ontario,"     Haut salaire","FUSARO'S INC","Toronto, ON M5V 2L4",6322-Cuisiniers,Inconnu,1,1
Ontario,"     Haut salaire","Gyros and More","Windsor, ON N8X 5E8",6322-Cuisiniers,Inconnu,1,1
Ontario,"     Haut salaire","Henninger's Deisel","Sudbury, ON P3C 3B7","7312-Mécaniciens d'équipement lourd",Inconnu,2,2
Ontario,"     Haut salaire","ICG CONSULTING INC","north york, ON M2N 2H8","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","J&J DOMINION COLLISION SERVICES (2004)","WINDSOR, ON N8X 2A3","7322-Débosseleurs et réparateurs de carrosserie",Inconnu,1,2
Ontario,"     Haut salaire","Jagbir Transport Inc.","Mississauga, ON L5T 1N8","7511-Conducteurs de camions de transport",Inconnu,1,2
Ontario,"     Haut salaire","Kant & Kant Associates Inc.","Brampton, ON L6W 3G4","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire","Kegan Sant Inc","Pickering, ON L1V  2W","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","Kionas Construction Inc.","Kanata, ON K2K 2S7","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",Inconnu,1,1
Ontario,"     Haut salaire","Lakefront Hideaway Resort","Norland, ON K0M 2L0","0632-Directeurs des services d'hébergement",Inconnu,1,1
Ontario,"     Haut salaire","LCD TECH INC.","MARKHAM, ON L3R 2R7","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","Liberty Financial Group Inc.","TORONTO, ON M1S 3L1","1211-Superviseurs de commis de bureau et du personnel de soutien administratif",Inconnu,1,8
Ontario,"     Haut salaire","LiveFresh Staging & Design, Inc.","Toronto, ON M5V 0N1","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","M.A.Y. Cosmetics Inc.","Concord, ON L4K 2C6","2174-Programmeurs et développeurs en médias interactifs",Inconnu,1,1
Ontario,"     Haut salaire","Maybee Brothers Limited","Scarborough, ON M1X 1C3","8612-Manoeuvres en aménagement paysager et en entretien des terrains",Inconnu,1,3
Ontario,"     Haut salaire","MEEDA ACCOUNTING PROFESSIONAL CORPORATION","Brampton, ON L6T 5A2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire",Merchant,"Toronto, ON M6K  1Y","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,3,3
Ontario,"     Haut salaire","MRPA Enterprises Inc.","Cornwall, ON K6H 6S1","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"     Haut salaire","NAILS 'R' US Supply LTD.","Mississauga, ON L4W 1V7","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","Nanojot Inc.","Brampton, ON L6Y 0P6","2281-Techniciens de réseau informatique",Inconnu,1,1
Ontario,"     Haut salaire","NEAR PHARMACARE INC","Portland, ON K0G 1V0",3131-Pharmaciens,Inconnu,1,1
Ontario,"     Haut salaire","ONTARIO SKY JUMP","Windsor, ON N8T 1E9","0113-Directeurs des achats",Inconnu,1,1
Ontario,"     Haut salaire","OPC.TV INC","Toronto, ON M6J 1C3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,1,1
Ontario,"     Haut salaire","PALETTE FURNITURE","WOODBRIDGE, ON L4L 5Z7","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",Inconnu,1,1
Ontario,"     Haut salaire","Radke Films Ltd.","Toronto, ON M6J 1C3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","Relieve Consulting Services Canada Inc.","Toronto, ON M4V 1K6","0211-Directeurs des services de génie",Inconnu,1,1
Ontario,"     Haut salaire","Remitbee Incorporated","Mississauga, ON L5A 1W7","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","Renfrew Dollar Plus Store","Renfrew, ON K7V 1R5","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","Revolver Films Inc.","Toronto, ON M5V 2B3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","S & U All Metal Corporation","Scarborough, ON M1P 4V5",7233-Tôliers,Inconnu,1,1
Ontario,"     Haut salaire","Sacorp Foreign Trade Co Ltd.","Mississauga, ON L5T 1G5","0114-Directeurs d'autres services administratifs",Inconnu,1,1
Ontario,"     Haut salaire","Serino Architects Inc.","Thunder Bay, ON P7B 1A4","2251-Technologues et techniciens en architecture",Inconnu,1,1
Ontario,"     Haut salaire","SHARK ART & DESIGN INK","North York, ON M2M 3X6","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","Skin and Bones Film Company","TORONTO, ON M6J 1H6","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","SM SYMPOSIUM GROUP INC.","MISSISSAUGA, ON L5L 3R8","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"     Haut salaire","SOFT CITIZEN, INC","Toronto, ON M6J 1C3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","Sparks Productions Incorporated","TORONTO, ON M6K 3J1","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"     Haut salaire","SPOT ON SYSTEMS INC","Ottawa, ON K1S 5N4","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","Squaredge Millwork Inc.","Mississauga, ON L5T 2J2",7272-Ébénistes,Inconnu,1,1
Ontario,"     Haut salaire","Steam Films Inc.","TORONTO, ON M5A 2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Partenariat,1,1
Ontario,"     Haut salaire","Suneeva Ltd.","Toronto, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
Ontario,"     Haut salaire","SUNWING AIRLINES INC","Toronto, ON M9W 1K6","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",Inconnu,2,58
Ontario,"     Haut salaire","Super Asia Foods and Spices LTD","Vaughan, ON L4H 5A1","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Ontario,"     Haut salaire","Sysco Canada Inc.","Toronto, ON M9B 6J8","7511-Conducteurs de camions de transport",Inconnu,1,10
Ontario,"     Haut salaire","SYSCO CANADA, INC.","Toronto, ON M9B 6J8","7511-Conducteurs de camions de transport",Corporation,1,20
Ontario,"     Haut salaire","TOYTEXX INC.","Markham, ON L3R 3W3","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Ontario,"     Haut salaire","Trylon TSF Inc.","Elmira, ON N3B 0A6","7245-Monteurs de lignes et de câbles de télécommunications",Inconnu,1,8
Ontario,"     Haut salaire","VALUE EDGE EMPLOYMENT INC","Brampton, ON L6P 2X2","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","WASTEHAUL TRANSPORT INC","MILTON, ON L9T 5X9","7511-Conducteurs de camions de transport",Inconnu,1,1
Ontario,"     Haut salaire","Wingell Hospitality Group Inc.","Vanier, ON K1L 8A9","0601-Directeurs des ventes corporatives",Inconnu,1,1
Ontario,"     Haut salaire","Xpert3D Metrology Ltd.","Burlington, ON L7L 6A5","0601-Directeurs des ventes corporatives",Inconnu,1,1
Ontario,"     Haut salaire","ZODIAC IMPEX INC.","MISSISSAUGA, ON L5L 5Y4","0731-Directeurs des transports",Inconnu,1,1
Ontario,"   Bas salaire","11638106 Canada Inc","Etobicoke, ON M9W 1P1","7511-Conducteurs de camions de transport",Inconnu,1,5
Ontario,"   Bas salaire","1919836 Ontario Ltd.","Mississauga, ON L5G 1C9","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","2290511 ONTARIO INC","NEW LISKEARD, ON P0J 1P0","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Ontario,"   Bas salaire","2328150 ONTARIO INC.","toronto, ON M2N 5S2",6322-Cuisiniers,Inconnu,1,1
Ontario,"   Bas salaire","2453709 ONTARIO INC.","BRAMPTON, ON L6S 0C9",6322-Cuisiniers,Inconnu,1,1
Ontario,"   Bas salaire","2465855 Ontario Ltd.","Toronto, ON M3B 3H2","8612-Manoeuvres en aménagement paysager et en entretien des terrains",Inconnu,1,3
Ontario,"   Bas salaire","2555286  Ontario Inc","Caledonia, ON N3W 1J1","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Ontario,"   Bas salaire","2559907 ONTARIO INC.","Mississauga, ON L4T 0A6","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","2577087 Ontario Inc","Toronto, ON M1X 0C1","6315-Surveillants des services de nettoyage",Inconnu,1,1
Ontario,"   Bas salaire","2706201 ONTARIO LTD.","HANOVER, ON N4N 1P3","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","2798952 Ontario Ltd","Blenheim, ON N0P 1A0","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Ontario,"   Bas salaire","9780343 Canada Inc.","Ottawa, ON K1R 5N9","6311-Superviseurs des services alimentaires",Inconnu,1,2
Ontario,"   Bas salaire","9780343 Canada Inc.","Ottawa, ON K1R 5N9",6322-Cuisiniers,Inconnu,1,2
Ontario,"   Bas salaire","Acrylic Fabricators Ltd","CONCORD, ON L4K 1L3","9417-Opérateurs de machines d'usinage",Inconnu,1,1
Ontario,"   Bas salaire","Affiliated Tradesmen (1987) Inc.","Ottawa, ON K1E 1C9","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Ontario,"   Bas salaire","APS Metal Industries","Pickering, ON L1W 3N7",7233-Tôliers,Inconnu,1,1
Ontario,"   Bas salaire","AUTOLINX EXPRESS INC.","MILTON, ON L9T 2V6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Ontario,"   Bas salaire","Bairrada Churrasqueira Grill Inc.","Toronto, ON M6H 1A7",6322-Cuisiniers,Corporation,1,1
Ontario,"   Bas salaire","Bayview Sheet Metal, Heating & Air Conditioning Inc.","London, ON N5W 5W4","7235-Assembleurs et ajusteurs de plaques et de charpentes métalliques",Inconnu,1,1
Ontario,"   Bas salaire","BSC Global Inc.","Markham, ON L3R 9R5",7452-Manutentionnaires,Inconnu,1,1
Ontario,"   Bas salaire","CHIN TAI GINSENG CO. LTD.","RICHMOND HILL, ON L4B 1C8","7514-Chauffeurs-livreurs - services de livraison et de messagerie",Inconnu,1,1
Ontario,"   Bas salaire","CHIN TAI GINSENG CO. LTD.","RICHMOND HILL, ON L4B 1C8","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,1
Ontario,"   Bas salaire","Depot Of Roofing Supplies Inc.","TORONTO, ON M1V 4S9",7452-Manutentionnaires,Inconnu,1,1
Ontario,"   Bas salaire","DR Foam Insulation Ltd","South River, ON P0A 1X0","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Ontario,"   Bas salaire","Dr. Nariman Jafari Dentistry Professional Corp.","Belleville, ON K8N 1E3","3411-Assistants dentaires",Corporation,1,3
Ontario,"   Bas salaire","ECS Solutions Inc","Orangeville, ON L9W 5E7","9532-Monteurs et contrôleurs de meubles et d'accessoires",Inconnu,1,1
Ontario,"   Bas salaire","EVOLVE VEHICLE SERVICE INC.","Markham, ON L3P 7R4","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,1
Ontario,"   Bas salaire","Fiera Foods Company","Toronto, ON M9M 2X5","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,1
Ontario,"   Bas salaire","Friends Stucco & Siding Ltd.","Bolton, ON L7C 3B9","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","GRD Haulers Inc.","Caledon, ON L7C 4E7","7511-Conducteurs de camions de transport",Inconnu,1,1
Ontario,"   Bas salaire","HNM Logistics Inc.","Mississauga, ON L4W 1G7","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"   Bas salaire","I.C.S. (Lacroix) Lumber Inc.","Hearst, ON P0L 1N0","7312-Mécaniciens d'équipement lourd",Inconnu,1,2
Ontario,"   Bas salaire","International Trucking Incorporated","Cambridge, ON N3H 4R7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Ontario,"   Bas salaire","Janu Dev Corporation","Elora, ON N0B 1S0","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","Jay Framing INC","Milton, ON L9T 8J9",7271-Charpentiers-menuisiers,Inconnu,1,1
Ontario,"   Bas salaire","KG Graphic Finishers Inc.","Oakville, ON L6H 5V9","7381-Opérateurs de presses à imprimer",Inconnu,1,1
Ontario,"   Bas salaire","Leon's Furniture Ltd.","North York, ON M9N 2V6","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","M.H.P.C Property Services Inc.","Mississauga, ON L4X 2C8","8612-Manoeuvres en aménagement paysager et en entretien des terrains",Inconnu,1,3
Ontario,"   Bas salaire","Mian Investments Inc.","Mississauga, ON L5M 4Y5","1431-Commis à la comptabilité et personnel assimilé",Inconnu,1,1
Ontario,"   Bas salaire","Moorhead Investment Group Ltd","Fergus, ON N1M 3N7","6311-Superviseurs des services alimentaires",Inconnu,1,2
Ontario,"   Bas salaire","NAILS 'R' US Supply LTD.","Mississauga, ON L4W 1V7",7452-Manutentionnaires,Inconnu,1,1
Ontario,"   Bas salaire","Number 1 Mississauga Auto Collision Ltd","Mississauga, ON L5C 1T8","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","Omland Hospitality Products Ltd.","Mississauga, ON L5N 6M6","1211-Superviseurs de commis de bureau et du personnel de soutien administratif",Inconnu,1,1
Ontario,"   Bas salaire","Ontario Impex of Canada Inc.","Mississauga, ON L5S 1X7","2211-Technologues et techniciens en chimie",Inconnu,1,1
Ontario,"   Bas salaire","Orlick Industries Limited","Hamilton, ON L8H 5Y4","9417-Opérateurs de machines d'usinage",Inconnu,1,4
Ontario,"   Bas salaire","PEOPLE FIRST PIZZA CORPORATION","London, ON N6H 5L6","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"   Bas salaire","PSP FABRICATING INC","Barrie, ON L4N 8R8","9217-Surveillants dans la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir",Inconnu,1,1
Ontario,"   Bas salaire","Quality & Design Stairs Corporation","Concord, ON L4K 2P2","7237-Soudeurs et opérateurs de machines à souder et à braser",Inconnu,1,1
Ontario,"   Bas salaire","Redberry Crown Restaurants LP","Mississauga, ON L4W 5L1","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"   Bas salaire","Simertech Constructions Ltd.","Windsor, ON N9B 3Y5","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Ontario,"   Bas salaire","SQM JANITORIAL SERVICES INC","Mississaua, ON L5T 2H5","1112-Analystes financiers et analystes en placements",Inconnu,1,1
Ontario,"   Bas salaire","SUNSHINE JANITORIAL","LASALLE, ON N9H 0L8","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,1
Ontario,"   Bas salaire","Taryan Real Estate Corp.","Brampton, ON L6X 5P3","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","Toronto Korean Presbyterian Church","North York, ON M3B 2R2","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"   Bas salaire","U.FAROOQ VETERINARY PROFESSIONAL CORPORATION","Kingston, ON K7P 0L5","1221-Agents d'administration",Inconnu,1,1
Ontario,"   Bas salaire","unis technologies (canada) ltd","markham, ON L3R 6E7","5241-Designers graphiques et illustrateurs",Inconnu,1,1
Ontario,"   Bas salaire","W. S. Morgan Construction Limited","Parry Sound, ON P2A 2K7",7271-Charpentiers-menuisiers,Inconnu,1,2
Ontario,"   Bas salaire","WARDEN WOODS PHARMACY","Scarborough, ON M1L 1P2","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Ontario,"   Bas salaire","Willowlee Sod Farms Limited","Ameliasburgh, ON K0K 1A0","8612-Manoeuvres en aménagement paysager et en entretien des terrains",Inconnu,1,4
Ontario,"  Agriculture primaire","1820200 Ontario Limited O/A Armstrong ManorFarm","Caledon, ON L7C 2M6","8431-Ouvriers agricoles",Partenariat,1,1
Ontario,"  Agriculture primaire","PATERNO NURSERIES INC","Dundas, ON L9H 5E2","8432-Ouvriers de pépinières et de serres",Inconnu,1,1
Ontario,"  Talent mondial","DEVREV CLOUD (CANADA) INC","Toronto, ON M5K 0A1","0213-Gestionnaires des systèmes informatiques",Corporation,1,1
Ontario,"  Talent mondial","Happiest Minds Technologies Limited","TORONTO, ON M2N  6K","2173-Ingénieurs et concepteurs en logiciel",Corporation,1,2
