Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions
Ontario,    High Wage,2432999 ontario inc.,"Thornton, ON L0L 2N2",0621-Retail and wholesale trade managers,Unknown,1,1
Ontario,    High Wage,2476770 Ontario Inc,"MISSISSAUGA, ON L4T 3G3","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,    High Wage,2489194 ON LTD,"Vaughan, ON L4K 5A3","0014-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1
Ontario,    High Wage,2613881 Ontario Inc.,"Whitby, ON L1N 9S2","1212-Supervisors, finance and insurance office workers",Unknown,1,1
Ontario,    High Wage,2649788 ONTARIO INC.,"KITCHENER, ON N2M 5G2",0631-Restaurant and food service managers,Unknown,1,1
Ontario,    High Wage,2703201 Ontario Inc.,"Brampton, ON L6X 5G9",0711-Construction managers,Unknown,1,1
Ontario,    High Wage,2744979 ONTARIO CORPORATION,"Milton, ON L9E 0H4","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Ontario,    High Wage,2770583 Ontario Inc.,"Stouffville, ON L4A 0V6",1221-Administrative officers,Unknown,1,1
Ontario,    High Wage,2786370 Ontario Inc.,"Toronto, ON M6S 1N6","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,    High Wage,2828644 Ontario Inc.,"Mississauga, ON L5W 1N6",1221-Administrative officers,Unknown,1,1
Ontario,    High Wage,2838696 ONTARIO INC,"WINDSOR, ON N9B 3P9",1221-Administrative officers,Unknown,1,1
Ontario,    High Wage,2838697 ONTARIO INC.,"Mississauga, ON L5N 8P7","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Ontario,    High Wage,2854815 Ontario Inc.,"Brampton, ON L6P 3A3","0651-Managers in customer and personal services, n.e.c.",Unknown,1,1
Ontario,    High Wage,3070123 Canada Inc,"Ottawa, ON K1Z 5X9",1221-Administrative officers,Unknown,1,1
Ontario,    High Wage,7095 Woodbine Markham Hospitality Inc.,"Markham, ON L3R 1A3",7271-Carpenters,Unknown,1,4
Ontario,    High Wage,8267014 CANADA INC.,"Woodstock, ON N4S 1B3",7511-Transport truck drivers,Unknown,1,2
Ontario,    High Wage,85 Benfica Roofing Inc,"toronto, ON M6L 2B4",7291-Roofers and shinglers,Unknown,1,1
Ontario,    High Wage,A&A SETTING STONE INC,"TORONTO, ON M4J 2L9",2263-Inspectors in public and environmental health and occupational health and safety,Unknown,1,1
Ontario,    High Wage,AAPEX RECYCLERS INC.,"Niagara Falls, ON L2H 1T1",7612-Other trades helpers and labourers,Unknown,1,1
Ontario,    High Wage,Aarohan Transforming Business INC.,"Brampton, ON L6W 0E5","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,    High Wage,ABS ESCO INC,"Scarborough, ON M1T 2A2","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,    High Wage,Ad Hoc Content,"Toronto, ON M6K 3E9","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
Ontario,    High Wage,ANIMALS INC.,"TORONTO, ON M6J 2R9","5131-Producers, directors, choreographers and related occupations",Corporation,3,3
Ontario,    High Wage,Appsys Consulting Inc.,"Burlington, ON L7M 0E9",2175-Web designers and developers,Unknown,1,1
Ontario,    High Wage,Aptech employment ltd,"mississauga, ON L4T 0B4",0125-Other business services managers,Unknown,1,1
Ontario,    High Wage,B Negative LLC,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",Corporation,3,3
Ontario,    High Wage,Badi Trading Group Corporation,"Richmond Hill, ON L4C 3B6",0631-Restaurant and food service managers,Unknown,1,1
Ontario,    High Wage,Bee Frames Canada Ltd.,"Brampton, ON L6P 2V5","9224-Supervisors, furniture and fixtures manufacturing",Unknown,1,1
Ontario,    High Wage,Bhatt Enterprises Inc.,"Cambridge, ON N3C 4N6",0621-Retail and wholesale trade managers,Unknown,1,1
Ontario,    High Wage,BUDGETRENO CORP.,"Toronto, ON M5V 3S5",7294-Painters and decorators (except interior decorators),Unknown,1,1
Ontario,    High Wage,Canada Prime Marketing corporation,"Mississauga, ON L4Z 1V9","0124-Advertising, marketing and public relations managers",Unknown,1,1
Ontario,    High Wage,Canamex-Carbra Transportation Services Inc.,"Mississauga, ON L4T 1G8","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Ontario,    High Wage,Canamex-Carbra Transportation Services Inc.,"Mississauga, ON L4T 1G8",2282-User support technicians,Unknown,1,1
Ontario,    High Wage,CC Vodden Inc.,"Brampton, ON L6V 1N2","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Ontario,    High Wage,CELLNTELL DISTRIBUTION INC.,"MISSISSAUGA, ON L4Z 2H8",1122-Professional occupations in business management consulting,Unknown,1,1
Ontario,    High Wage,Circle Productions,"TORONTO, ON M5V 1T2","5131-Producers, directors, choreographers and related occupations",Corporation,5,5
Ontario,    High Wage,Courioo Logistics Inc,"Mississauga, ON L4W 1E4",1525-Dispatchers,Unknown,1,1
Ontario,    High Wage,CRYSTAL EDGE CARE,"Corunna, ON N0N 1G0",2175-Web designers and developers,Unknown,1,1
Ontario,    High Wage,DNS Industries Limited,"Vaughan, ON L4K 5Z4",7311-Construction millwrights and industrial mechanics,Unknown,1,1
Ontario,    High Wage,Facts and Fuel,"Toronto, ON M9B 4N6","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
Ontario,    High Wage,FRANK Content,"TORONTO, ON M5V 2M9","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
Ontario,    High Wage,FROZENMAN INC,"Scarborough, ON M1N 4B5","5131-Producers, directors, choreographers and related occupations",Unknown,3,3
Ontario,    High Wage,Gravity Climbing Gyms Inc.,"Hamilton, ON L8P 4M4",5252-Coaches,Unknown,1,1
Ontario,    High Wage,Greavette Chevrolet Buick Cadillac GMC Ltd.,"Bracebridge, ON P1L 1T6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,3
Ontario,    High Wage,HAPPY'S TOP NOTCH BARBER INC,"Nepean, ON K2G 1E8",1221-Administrative officers,Unknown,1,1
Ontario,    High Wage,Harvick Welds,"Brampton, ON L6T 3W6","7201-Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",Unknown,1,2
Ontario,    High Wage,Holiday Films Inc.,"Toronto, ON M5A 1J2","5131-Producers, directors, choreographers and related occupations",Sole Proprietorship,1,1
Ontario,    High Wage,Hometech Supply Inc.,"Richmond Hill, ON L4B 1E4",7271-Carpenters,Unknown,1,1
Ontario,    High Wage,Independent Corrugator Inc.,"Mississauga, ON L4W 1Y6",7311-Construction millwrights and industrial mechanics,Unknown,1,1
Ontario,    High Wage,JMD CORPORATION,"Mississauga, ON L5S 1Y9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Ontario,    High Wage,John Knox Christian School Society of Wyoming,"Wyoming, ON N0N 1T0",4217-Other religious occupations,Unknown,1,1
Ontario,    High Wage,Kemptville Infinity Inc.,"Kemptville, ON K0G 1J0",5252-Coaches,Unknown,1,2
Ontario,    High Wage,Liebherr-Canada Ltd.,"Burlington, ON L7L 5Z8",7312-Heavy-duty equipment mechanics,Unknown,1,2
Ontario,    High Wage,Linda Dagenais Physiotherapy Professional Corporation,"Timmins, ON P4N 1M3","5254-Program leaders and instructors in recreation, sport and fitness",Unknown,1,1
Ontario,    High Wage,londonline burger,"Sarnia, ON N7T 7H2","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Ontario,    High Wage,LULLABOO CAMBRIDGE INC.,"Cambridge, ON N1R 8J8",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,    High Wage,M KABIR CONTRACTING INC.,"Pickering, ON L1W 2Y5","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,    High Wage,Merchant,"Toronto, ON M6K  1Y","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
Ontario,    High Wage,MESONS TECHNOLOGIES INC.,"Scarborough, ON M1P  4Y",2283-Information systems testing technicians,Corporation,1,1
Ontario,    High Wage,N & T Global Services Inc.,"Scarborough, ON M1E 4B3",2171-Information systems analysts and consultants,Unknown,1,1
Ontario,    High Wage,Northern Technology Inc.,"Scarborough, ON M1X 1N3",2233-Industrial engineering and manufacturing technologists and technicians,Unknown,1,1
Ontario,    High Wage,OPC.TV INC,"Toronto, ON M6J 1C3","5131-Producers, directors, choreographers and related occupations",Unknown,5,5
Ontario,    High Wage,OWAIS INC,"Mississauga, ON L4Z 3K6","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Ontario,    High Wage,Partners Film Inc,"TORONTO, ON M5A 3C4","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
Ontario,    High Wage,Plasman Plastics Inc,"Windsor, ON N9C 0B3",1523-Production logistics co-ordinators,Unknown,1,1
Ontario,    High Wage,Poly Blow Moulding Inc,"Brampton, ON L6T 5T3",2233-Industrial engineering and manufacturing technologists and technicians,Unknown,1,1
Ontario,    High Wage,Racar Canada Inc.,"Windsor, ON N8W 5J1",2131-Civil engineers,Unknown,1,1
Ontario,    High Wage,Racar Canada Inc.,"Windsor, ON N8W 5J1",2132-Mechanical engineers,Unknown,3,3
Ontario,    High Wage,Radioaktivefilm(Canada) Inc.,"Toronto, ON M6K 1Y6","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
Ontario,    High Wage,Radke Films Ltd,"Toronto, ON M6J 1C3","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
Ontario,    High Wage,ROYAL PAAN LEASING LTD.,"Brampton, ON L6T 1A7",1221-Administrative officers,Unknown,1,1
Ontario,    High Wage,Seaways Trading & Logistics Company Inc.,"Scarborough, ON M1B 3C6","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario,    High Wage,Seeback Roofing & Sheet Metal Limited,"Toronto, ON M8Z 2R4",7291-Roofers and shinglers,Unknown,1,1
Ontario,    High Wage,Sequoia Content Canada Ltd,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
Ontario,    High Wage,SERENITY MEDIA INC.,"SCARBOROUGH, ON M1B 5K3",2282-User support technicians,Unknown,1,1
Ontario,    High Wage,Skin and Bones Film,"TORONTO, ON M6J 1H6","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
Ontario,    High Wage,Someplace Nice Inc.,"Toronto, ON M6H 2X6","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
Ontario,    High Wage,Sparks Productions,"TORONTO, ON M6K 3J1","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
Ontario,    High Wage,START SMART BUSINESS SOLUTIONS INC.,"London, ON N6A 5B5","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,    High Wage,Steam Films Inc.,"Toronto, ON M6J 1C3","5131-Producers, directors, choreographers and related occupations",Unknown,2,2
Ontario,    High Wage,Suneeva Ltd,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",Corporation,4,4
Ontario,    High Wage,Tarzan Transport Ltd.,"Brampton, ON L6X 3E3",7511-Transport truck drivers,Unknown,1,1
Ontario,    High Wage,Technology One Limited,"Etobicoke, ON M9V 3Y7","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,    High Wage,TEIXEIRA ROOFING LIMITED,"ETOBICOKE, ON M3L 1E6",7291-Roofers and shinglers,Unknown,1,3
Ontario,    High Wage,The London District Christian Secondary School Society,"LONDON, ON N5W 1V3",4031-Secondary school teachers,Unknown,1,1
Ontario,    High Wage,The Zoryan Institute of Canada Inc,"Toronto, ON M3B 3H9","5125-Translators, terminologists and interpreters",Unknown,1,1
Ontario,    High Wage,Torinit Technologies Inc.,"Toronto, ON M4M 3H3","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Ontario,    High Wage,Unilux CRFC Corporation,"Mississauga, ON L4X 2G3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Ontario,    High Wage,Untitled Films Inc,"Toronto, ON M4M 2S1","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
Ontario,    High Wage,V. Sharma Immigration Services Inc.,"mississauga, ON L4T 0B4",1221-Administrative officers,Unknown,1,1
Ontario,    High Wage,VeeGather Creations Inc.,"Hamilton, ON L0R 1C0",6311-Food service supervisors,Unknown,1,1
Ontario,    High Wage,Verma Ventures Inc,"Mississauga, ON L5R 4C1","0124-Advertising, marketing and public relations managers",Unknown,1,1
Ontario,    High Wage,XCELERATE,"Mississauga, ON L4W 5K4","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,    High Wage,ZGG LTD.,"Mississauga, ON L5V 1P3",1122-Professional occupations in business management consulting,Unknown,1,1
Ontario,   Low Wage,10158488 Canada Incorporated,"Kapuskasing, ON P5N 2W5",1221-Administrative officers,Unknown,1,1
Ontario,   Low Wage,10160172 Canada Inc.,"St. Catharines, ON L2M 6S9","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
Ontario,   Low Wage,11139711 Canada Ltd,"Timmins, ON P4N 1B6",1221-Administrative officers,Unknown,1,1
Ontario,   Low Wage,1137254 Ontario Ltd.,"Mississauga, ON L5T 2J8","7305-Supervisors, motor transport and other ground transit operators",Unknown,1,1
Ontario,   Low Wage,11672746 CANADA INC.,"ottawa, ON K1T 3W7",6341-Hairstylists and barbers,Unknown,1,1
Ontario,   Low Wage,12117142 Canada Inc.,"North york, ON M3J 2C7",1241-Administrative assistants,Unknown,1,1
Ontario,   Low Wage,14043006 Canada Inc.,"Mississauga, ON L4X 1L4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Ontario,   Low Wage,1441998 Ontario Inc.,"WOODBRIDGE, ON L4H 2G4",1241-Administrative assistants,Unknown,1,1
Ontario,   Low Wage,1441998 Ontario Inc.,"WOODBRIDGE, ON L4H 2G4",6314-Customer and information services supervisors,Unknown,1,1
Ontario,   Low Wage,1608189 Ontario Inc,"Red Lake, ON P0V 2M0","6741-Dry cleaning, laundry and related occupations",Unknown,1,1
Ontario,   Low Wage,1873477 Ontario inc.,"Scarborough, ON M1R 4A5",7611-Construction trades helpers and labourers,Unknown,1,1
Ontario,   Low Wage,1916023 ontario limited,"BRAMPTON, ON L6Y 6A1",3414-Other assisting occupations in support of health services,Unknown,1,2
Ontario,   Low Wage,1958525 Ontario Inc,"Barrie, ON L4M 0G9",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,   Low Wage,2120546 Ontario Inc.,"Brampton, ON L6W 3K7",7322-Motor vehicle body repairers,Unknown,1,1
Ontario,   Low Wage,2144334 ONTARIO INC,"CAMBRIDGE, ON N3C 3T8",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,   Low Wage,2145462 Ontario Inc.,"Toronto, ON L6P 0X4",1241-Administrative assistants,Unknown,1,1
Ontario,   Low Wage,2145462 Ontario Inc.,"Toronto, ON L6P 0X4",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,   Low Wage,2305309 Ontario Inc,"Brighton, ON K0K 1H0",0631-Restaurant and food service managers,Unknown,1,1
Ontario,   Low Wage,2310868 Ontario Inc.,"Brampton, ON L6S 5X6",7511-Transport truck drivers,Unknown,1,2
Ontario,   Low Wage,2556401 Ontario Inc.,"Cambridge, ON N1R 6J7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Ontario,   Low Wage,2619418 Ontario Ltd.,"Sudbury, ON P3C 5C8","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
Ontario,   Low Wage,2623529 ONTARIO INC.,"MISSISSAUGA, ON L4W 1V5","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Ontario,   Low Wage,2634304 Ontario Inc.,"Woodbridge, ON L4H 2T2",0621-Retail and wholesale trade managers,Unknown,1,1
Ontario,   Low Wage,2639091 ONTARIO INC.,"Niagara Falls, ON L2E 4E5",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,   Low Wage,2707820 ON Inc.,"Orillia, ON L3V 7W7",7612-Other trades helpers and labourers,Unknown,1,1
Ontario,   Low Wage,2767398 Ontario Inc.,"Brampton, ON L7A 4J6",1411-General office support workers,Unknown,1,1
Ontario,   Low Wage,2791415 ONTARIO INC.,"BRAMPTON, ON L6Z 3S4",6731-Light duty cleaners,Unknown,1,1
Ontario,   Low Wage,2813473 ONTARIO INC.,"Chelmsford, ON P0M 1L0",0631-Restaurant and food service managers,Unknown,1,1
Ontario,   Low Wage,2829127 Ontario Inc.,"Ajax, ON L1T 0H9",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,5029012 ONTARIO INC.,"Brighton, ON K0K 1H0","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Ontario,   Low Wage,6211534 CANADA INC.,"Ottawa, ON K1V 7P1",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,   Low Wage,6382134 Canada Inc.,"Mississauga, ON L4Z 1Z9",7535-Other automotive mechanical installers and servicers,Unknown,1,1
Ontario,   Low Wage,7619162 CANADA INC.,"Hamilton, ON L8E 3N3",7511-Transport truck drivers,Unknown,1,1
Ontario,   Low Wage,9120459 Canada Ltd,"Kenora, ON P9N 1W5",0631-Restaurant and food service managers,Unknown,1,1
Ontario,   Low Wage,9509038 Canada Inc,"TORONTO, ON M4V 1K6",3236-Massage therapists,Unknown,1,1
Ontario,   Low Wage,AdroitGen Inc.,"MISSISSAUGA, ON L5T 2M9",1221-Administrative officers,Unknown,1,2
Ontario,   Low Wage,AFRI-WAY CARGO LOGISTICS INC.,"NORTH-YORK, ON M9L 1Z9","0124-Advertising, marketing and public relations managers",Unknown,1,3
Ontario,   Low Wage,Aishka Express Inc,"toronto, ON M3N 2R2",7612-Other trades helpers and labourers,Unknown,1,1
Ontario,   Low Wage,Aqua Bay Ltd,"Belleville, ON K0K 1K0",6421-Retail salespersons,Unknown,1,1
Ontario,   Low Wage,AURORA NORD INC,"Toronto, ON M4W 3E2",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,   Low Wage,AURORA NORD INC,"Toronto, ON M4W 3E2",1411-General office support workers,Unknown,1,1
Ontario,   Low Wage,Avalos Construction Inc,"Toronto, ON M6H 3A1",7611-Construction trades helpers and labourers,Unknown,1,1
Ontario,   Low Wage,Ayurcann Inc,"Pickering, ON L1W 3H3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Ontario,   Low Wage,Badiuk Equipment Ltd.,"Fort Frances, ON P9A 3N1",1521-Shippers and receivers,Unknown,1,2
Ontario,   Low Wage,Bakery Gateau Inc.,"Toronto, ON M3B 1Y6",6332-Bakers,Unknown,1,1
Ontario,   Low Wage,Bluewater Pipe Inc,"Huron Park, ON N0M 1Y0",1241-Administrative assistants,Unknown,1,1
Ontario,   Low Wage,Brantford Flying Club,"Brantford, ON N3T 5L7",1522-Storekeepers and partspersons,Unknown,1,1
Ontario,   Low Wage,Brisk MFG Inc,"Mississauga, ON L4Z 1Z8",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,   Low Wage,Canadian Grounds Inc.,"Etobicoke, ON M8Z 2S6",8612-Landscaping and grounds maintenance labourers,Unknown,1,3
Ontario,   Low Wage,CHAPIN'S CONTRACTING INC.,"BRAMPTON, ON L6P 4P6",7611-Construction trades helpers and labourers,Unknown,1,1
